_MEMBER_DEGs,_MEMBER_DMRs,_LogP_DEGs,_LogP_DMRs,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,-3,0,COVID325,M10,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C3_Up,,-3,15,6.3,30337,15,400,3,0.75,0.43,5788|6515|9021,PTPRC|SLC2A3|SOCS3,-1.8,0
1,0,-2.9,0,COVID261,M10,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C1A-mild_Down,,-2.9,13,5.9,30337,17,400,3,0.75,0.43,5788|7133|7940,PTPRC|TNFRSF1B|LST1,-1.7,0
1,0,-2.9,0,COVID212,M10,1,0,COVID,200,Proteome_Shen_Serum-severe-vs-healthy_Up,,-2.9,6.1,4.7,30337,62,400,5,1.2,0.56,722|929|3240|3936|5265,C4BPA|CD14|HP|LCP1|SERPINA1,-1.7,0
0,1,0,-2.7,COVID179,M01,1,0,COVID,200,Proteome_Stukalov_A549_72h_ORF7B_Up,,-2.7,4.7,4.2,30337,130,296,6,2,0.82,1677|1969|1999|3632|113146|376497,DFFB|EPHA2|ELF3|INPP5A|AHNAK2|SLC27A1,-1.6,0
1,0,-2.7,0,COVID319,M10,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C1A-mild_Up,,-2.7,7.6,4.8,30337,40,400,4,1,0.5,2219|2353|6279|6280,FCN1|FOS|S100A8|S100A9,-1.6,0
1,0,-2.7,0,COVID216,M10,1,0,COVID,200,Proteome_Shen_Serum-nonsevere-vs-healthy_Up,,-2.7,11,5.4,30337,20,400,3,0.75,0.43,722|929|3240,C4BPA|CD14|HP,-1.5,0
1,0,-2.6,0,COVID323,M10,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C2_Up,,-2.6,11,5.2,30337,21,400,3,0.75,0.43,969|2353|9021,CD69|FOS|SOCS3,-1.5,0
1,0,-2.5,0,COVID346,M10,1,0,COVID,200,RNA_Wilk_B-cells_patient-C5_Down,,-2.5,3.4,3.7,30337,181,400,8,2,0.7,951|2353|2354|4050|5788|7852|10235|115350,CD37|FOS|FOSB|LTB|PTPRC|CXCR4|RASGRP2|FCRL1,-1.4,0
0,1,0,-2.5,COVID207,M01,1,0,COVID,200,Proteome_Li_Urine-mild-vs-healthy_Down,,-2.5,5.2,4.1,30337,99,296,5,1.7,0.75,2548|3339|4035|4053|6649,GAA|HSPG2|LRP1|LTBP2|SOD3,-1.4,0
0,1,0,-2.5,COVID049,M01,1,0,COVID,200,RNA_Wyler_Calu-3_24h_Down,,-2.5,3.1,3.6,30337,300,296,9,3,1,1759|1953|2052|4035|10160|26960|56937|79026|113146,DNM1|MEGF6|EPHX1|LRP1|FARP1|NBEA|PMEPA1|AHNAK|AHNAK2,-1.4,0
0,1,0,-2.5,COVID059,M01,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_24h_Down,,-2.5,3.1,3.6,30337,300,296,9,3,1,1609|9612|10458|23051|23187|26053|57186|79026|152877,DGKQ|NCOR2|BAIAP2|ZHX3|PHLDB1|AUTS2|RALGAPA2|AHNAK|FAM53A,-1.4,0
0,1,0,-2.5,COVID364,M01,1,0,COVID,200,Interactome_Laurent_HEK293_24h_M,,-2.5,3.1,3.6,30337,300,296,9,3,1,1969|5361|5802|6533|8140|10160|22905|23180|219699,EPHA2|PLXNA1|PTPRS|SLC6A6|SLC7A5|FARP1|EPN2|RFTN1|UNC5B,-1.4,0
1,1,-2.4,-2.1,COVID357,M11,2,0,COVID,200,RNA_Zhang_T-cells_severe-only_Up,,-2.4,4.8,3.9,30337,79,400,5,1.2,0.56,101|2207|5473|9473|11314,ADAM8|FCER1G|PPBP|THEMIS2|CD300A,-1.3,0
1,0,-2.4,0,COVID011,M10,1,0,COVID,200,RNA_Blanco-Melo_A549-ACE2-ruxolitinib_Down,,-2.4,2.9,3.4,30337,233,400,9,2.2,0.74,1903|5329|6781|7130|9021|9473|10437|10581|26253,S1PR3|PLAUR|STC1|TNFAIP6|SOCS3|THEMIS2|IFI30|IFITM2|CLEC4E,-1.3,0
1,0,-2.4,0,COVID293,M10,1,0,COVID,200,RNA_Wilk_NK-cells_patient-C3_Up,,-2.4,9.1,4.7,30337,25,400,3,0.75,0.43,5341|6279|6280,PLEK|S100A8|S100A9,-1.3,0
0,1,0,-2.4,COVID009,M01,1,0,COVID,200,RNA_Blanco-Melo_A549-ACE2_Down,,-2.4,3.5,3.5,30337,207,296,7,2.4,0.88,115|832|2052|2817|3339|5799|79026,ADCY9|CAPZB|EPHX1|GPC1|HSPG2|PTPRN2|AHNAK,-1.3,0
0,1,0,-2.3,COVID014,M01,1,0,COVID,200,RNA_Blanco-Melo_A549-low-MOI_Up,,-2.3,8.8,4.6,30337,35,296,3,1,0.58,3665|9830|84875,IRF7|TRIM14|PARP10,-1.2,0
1,0,-2.3,0,COVID018,M10,1,0,COVID,200,RNA_Blanco-Melo_Lung_Up,,-2.3,4.6,3.8,30337,83,400,5,1.2,0.56,2353|2354|6781|7378|10763,FOS|FOSB|STC1|UPP1|NES,-1.2,0
1,0,-2.3,0,COVID272,M10,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C7_Down,,-2.3,8.4,4.5,30337,27,400,3,0.75,0.43,728|5788|6556,C5AR1|PTPRC|SLC11A1,-1.2,0
1,0,-2.2,0,COVID044,M10,1,0,COVID,200,RNA_Wyler_Caco-2_12h_Up,,-2.2,8.1,4.4,30337,28,400,3,0.75,0.43,3853|4923|50486,KRT6A|NTSR1|G0S2,-1.1,0
1,0,-2.2,0,COVID043,M10,1,0,COVID,200,RNA_Wyler_Caco-2_12h_Down,,-2.2,3.7,3.5,30337,123,400,6,1.5,0.61,3576|5473|5791|5997|6364|55824,CXCL8|PPBP|PTPRE|RGS2|CCL20|PAG1,-1.1,0
0,1,0,-2.2,COVID177,M01,1,0,COVID,200,Proteome_Stukalov_A549_72h_ORF7A_Up,,-2.2,5.5,3.9,30337,74,296,4,1.4,0.67,115|3632|51343|201176,ADCY9|INPP5A|FZR1|ARHGAP27,-1.1,0
0,1,0,-2.2,COVID055,M01,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_0h_Down,,-2.2,3,3.3,30337,277,296,8,2.7,0.94,2956|4298|5595|9612|9922|10801|79026|147179,MSH6|MLLT1|MAPK3|NCOR2|IQSEC1|SEPTIN9|AHNAK|WIPF2,-1.1,0
1,0,-2.1,0,COVID247,M10,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C1B-severe_Down,,-2.1,5.2,3.7,30337,58,400,4,1,0.5,2353|2354|5997|7538,FOS|FOSB|RGS2|ZFP36,-1.1,0
1,0,-2.1,0,COVID344,M10,1,0,COVID,200,RNA_Wilk_B-cells_patient-C4_Down,,-2.1,3.1,3.2,30337,169,400,7,1.8,0.66,951|969|4050|5788|7852|10235|115350,CD37|CD69|LTB|PTPRC|CXCR4|RASGRP2|FCRL1,-1.1,0
1,0,-2,0,COVID249,M10,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C2_Down,,-2,4.9,3.5,30337,62,400,4,1,0.5,2353|5997|7133|7940,FOS|RGS2|TNFRSF1B|LST1,-0.99,0
1,0,-2,0,COVID309,M10,1,0,COVID,200,RNA_Wilk_CD8+T-cells_patient-C3_Up,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,5341|6279|6280,PLEK|S100A8|S100A9,-0.98,0
0,1,0,-2,COVID135,M01,1,0,COVID,200,Proteome_Stukalov_A549-ACE2_24h_Up,,-2,3.9,3.3,30337,131,296,5,1.7,0.75,218|1969|5771|7171|10801,ALDH3A1|EPHA2|PTPN2|TPM4|SEPTIN9,-0.98,0
1,0,-2,0,COVID042,M10,1,0,COVID,200,RNA_Sun_Calu-3_7h_Up,,-2,4.8,3.5,30337,63,400,4,1,0.5,3552|3624|6364|6374,IL1A|INHBA|CCL20|CXCL5,-0.97,0
1,0,-2,0,COVID335,M10,1,0,COVID,200,RNA_Wilk_B-cells_patient-C1A-mild_Up,,-2,4.8,3.5,30337,63,400,4,1,0.5,2219|5552|6279|6280,FCN1|SRGN|S100A8|S100A9,-0.97,0
0,1,0,-2,COVID235,M01,1,0,COVID,200,Phosphoproteome_Klann_Caco-2_24h_Up,,-2,2.7,3,30337,300,296,8,2.7,0.94,5493|5605|9922|10043|57553|57648|79026|445815,PPL|MAP2K2|IQSEC1|TOM1|MICAL3|NHSL3|AHNAK|PALM2AKAP2,-0.97,0
0,1,0,-2,COVID375,M01,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP4,,-2,2.7,3,30337,300,296,8,2.7,0.94,1969|5361|6533|8140|22905|26960|145748|219699,EPHA2|PLXNA1|SLC6A6|SLC7A5|EPN2|NBEA|LYSMD4|UNC5B,-0.97,0
