"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070278","GO:0070278","extracellular matrix constituent secretion","3/515","14/21069",0.00432288187941727,0.0270694405256588,0.0193671642144568,"BMP2/CPB2/TNFRSF1B",3
"GO:0098657","GO:0098657","import into cell","15/515","283/21069",0.00432363176969296,0.0270694405256588,0.0193671642144568,"ITGB3/CACNA1E/GDNF/KCNJ15/ACSL1/SLC22A3/SLC6A3/TRPM2/RAMP3/RGS2/P2RX1/SLC7A5/NTSR1/ABCC9/SLC2A3",15
"GO:0045778","GO:0045778","positive regulation of ossification","6/515","63/21069",0.00433492301502659,0.0271035065163538,0.0193915371465569,"BMP6/BMP2/TACR1/ZBTB16/ATP2B1/ALOX5",6
"GO:0051962","GO:0051962","positive regulation of nervous system development","16/515","311/21069",0.00435437825296226,0.0271884561266498,0.0194523153902371,"MME/IL1RAP/FLRT2/ADGRB1/SLITRK5/EPHB1/TLR2/IL6/PLXNC1/BMP2/IL1B/CXCR4/NUMBL/SLC7A5/HIF1A/TNFRSF1B",16
"GO:0030168","GO:0030168","platelet activation","10/515","153/21069",0.00446111314147712,0.0278070961787873,0.0198949290256402,"ITGB3/HBB/FLNA/THBD/FCER1G/MMRN1/TLR4/IL6/PLEK/P2RX1",10
"GO:0045927","GO:0045927","positive regulation of growth","15/515","284/21069",0.0044654607289052,0.0278070961787873,0.0198949290256402,"CSF1/LEP/IGF2/S100A9/SFRP2/S100A8/SLC6A3/SDCBP/HLX/CPNE5/CXCR4/GHSR/HBEGF/HPN/EDN1",15
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","7/515","84/21069",0.00448475267789879,0.0278897438345035,0.0199540603075991,"MIR21/BMP6/SFRP2/IL6/BMP2/CCN4/TP63",7
"GO:0031639","GO:0031639","plasminogen activation","4/515","28/21069",0.00453514773188539,0.0281276297748661,0.0201242587299473,"PLAU/HPN/CPB2/PLAUR",4
"GO:1901739","GO:1901739","regulation of myoblast fusion","4/515","28/21069",0.00453514773188539,0.0281276297748661,0.0201242587299473,"ADGRB1/CD53/TNFSF14/RIPOR2",4
"GO:0001889","GO:0001889","liver development","10/515","154/21069",0.00466980335795621,0.028828135503705,0.0206254441708037,"HLX/IL6/ALDH1A2/TNFAIP3/SOD2/HPN/SLC7A5/HMOX1/UPB1/CPB2",10
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","10/515","154/21069",0.00466980335795621,0.028828135503705,0.0206254441708037,"FFAR3/NLRP3/TLR4/IL6/FFAR2/IL1B/NR4A3/IL18R1/IL1R1/SLC7A5",10
"GO:0090504","GO:0090504","epiboly","5/515","45/21069",0.00467212792779209,0.028828135503705,0.0206254441708037,"FLNA/ITGA5/TMEFF2/HBEGF/CD44",5
"GO:0120254","GO:0120254","olefinic compound metabolic process","11/515","179/21069",0.00467298289731976,0.028828135503705,0.0206254441708037,"ALOX15B/ALOX12B/BMP6/ADM/ALDH1A2/BMP2/EGR1/PTGS2/DGAT2/TBXAS1/ALOX5",11
"GO:0046888","GO:0046888","negative regulation of hormone secretion","6/515","64/21069",0.00468684641997875,0.0288752120528744,0.0206591256670116,"LEP/IL1B/INHBA/GHSR/OSM/EDN1",6
"GO:0032715","GO:0032715","negative regulation of interleukin-6 production","7/515","85/21069",0.00478691799389851,0.0294525777765362,0.0210722090763772,"ORM1/SIRPA/NLRP12/TLR4/IL36RN/GHSR/TNFAIP3",7
"GO:0006936","GO:0006936","muscle contraction","18/515","372/21069",0.00488935222170133,0.0300429295001887,0.0214945834791812,"MIR21/FLNA/PDE4B/GDNF/PROK2/DSC2/DOCK4/CXCR4/GHSR/RGS2/TACR1/P2RX1/CAV1/SCN1B/EDN1/PTGS2/ATP2B1/ABCC9",18
"GO:0090303","GO:0090303","positive regulation of wound healing","6/515","65/21069",0.00505934321445105,0.0310462743212605,0.0222124388739022,"THBD/PLAU/CXCR4/HBEGF/CCN4/CPB2",6
"GO:0002758","GO:0002758","innate immune response-activating signal transduction","5/515","46/21069",0.0051386718142468,0.0314082671707196,0.0224714311110445,"LILRA2/FFAR2/HCK/FCN1/TYROBP",5
"GO:0032633","GO:0032633","interleukin-4 production","5/515","46/21069",0.0051386718142468,0.0314082671707196,0.0224714311110445,"IL1RAP/NLRP3/FCER1G/CD83/SLC7A5",5
"GO:0032673","GO:0032673","regulation of interleukin-4 production","5/515","46/21069",0.0051386718142468,0.0314082671707196,0.0224714311110445,"IL1RAP/NLRP3/FCER1G/CD83/SLC7A5",5
"GO:0000303","GO:0000303","response to superoxide","4/515","29/21069",0.005160706171588,0.0314185961799832,0.0224788211277829,"MIR21/SOD2/SOD3/MPO",4
"GO:0042403","GO:0042403","thyroid hormone metabolic process","4/515","29/21069",0.005160706171588,0.0314185961799832,0.0224788211277829,"SULT1B1/SLC16A10/HPN/TG",4
"GO:1903209","GO:1903209","positive regulation of oxidative stress-induced cell death","4/515","29/21069",0.005160706171588,0.0314185961799832,0.0224788211277829,"MMP3/TRPM2/TLR4/VNN1",4
"GO:0051260","GO:0051260","protein homooligomerization","12/515","208/21069",0.00529652184029137,0.0320530637680929,0.0229327587684971,"KCTD4/KCNG2/NLRP6/TRPM2/ALOX5AP/NINJ1/PXDN/ALDH1A2/KCNS1/SOD2/UPB1/NLRC4",12
"GO:0002679","GO:0002679","respiratory burst involved in defense response","3/515","15/21069",0.00530643209802013,0.0320530637680929,0.0229327587684971,"NCF1/HCK/MPO",3
"GO:0009173","GO:0009173","pyrimidine ribonucleoside monophosphate metabolic process","3/515","15/21069",0.00530643209802013,0.0320530637680929,0.0229327587684971,"UPP1/CDA/UPB1",3
"GO:0045064","GO:0045064","T-helper 2 cell differentiation","3/515","15/21069",0.00530643209802013,0.0320530637680929,0.0229327587684971,"NLRP3/HLX/BCL6",3
"GO:0046131","GO:0046131","pyrimidine ribonucleoside metabolic process","3/515","15/21069",0.00530643209802013,0.0320530637680929,0.0229327587684971,"UPP1/CDA/APOBEC3A",3
"GO:0046133","GO:0046133","pyrimidine ribonucleoside catabolic process","3/515","15/21069",0.00530643209802013,0.0320530637680929,0.0229327587684971,"UPP1/CDA/APOBEC3A",3
"GO:0061008","GO:0061008","hepaticobiliary system development","10/515","157/21069",0.00534223232095049,0.0322272947174006,0.0230574144444533,"HLX/IL6/ALDH1A2/TNFAIP3/SOD2/HPN/SLC7A5/HMOX1/UPB1/CPB2",10
"GO:0033273","GO:0033273","response to vitamin","7/515","87/21069",0.00543694256537498,0.0326833413134958,0.0233836985916136,"LEP/ALDH1A2/SPP1/IL1A/SOD2/PTGS2/ATP2B1",7
"GO:0051899","GO:0051899","membrane depolarization","7/515","87/21069",0.00543694256537498,0.0326833413134958,0.0233836985916136,"LRRK2/ADORA2A/CAV1/SCN1B/NTSR1/EDN1/CNGB1",7
"GO:0002762","GO:0002762","negative regulation of myeloid leukocyte differentiation","6/515","66/21069",0.00545310227397632,0.0326833413134958,0.0233836985916136,"CCL3/LILRB3/TRIB1/TLR4/TNFAIP6/INHBA",6
"GO:0045066","GO:0045066","regulatory T cell differentiation","6/515","66/21069",0.00545310227397632,0.0326833413134958,0.0233836985916136,"MIR21/CR1/FUT7/IL2RG/LILRB2/BCL6",6
"GO:0061756","GO:0061756","leukocyte adhesion to vascular endothelial cell","6/515","66/21069",0.00545310227397632,0.0326833413134958,0.0233836985916136,"MIR21/SELL/FUT7/LEP/IL6/ALOX5",6
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","12/515","209/21069",0.00549865172124277,0.0329092695924098,0.023545341757983,"FFAR3/LEP/GPR27/RAB8B/SPINK1/TRPM2/IL6/FFAR2/IL1B/GHSR/HIF1A/ALOX5",12
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/515","183/21069",0.00550500408679421,0.0329092695924098,0.023545341757983,"MIR21/SLC22A13/NLRP3/NFKBIZ/IL6/IL1B/IL18R1/IL1R1/IL12B/PTPRC/SLC11A1",11
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","14/515","263/21069",0.0055212548605492,0.0329638837228408,0.0235844161094268,"MIR21/CR1/CD300A/VSIG4/BMP6/IL1RN/HLX/LILRB2/ADORA2A/BMP2/BCL6/RIPOR2/PAG1/SPI1",14
"GO:0051960","GO:0051960","regulation of nervous system development","22/515","496/21069",0.005563041822867,0.0331706213196175,0.0237323290661901,"MME/IL1RAP/FLRT2/ADGRB1/SLITRK5/EPHB1/DAAM2/ITGAX/TLR2/IL6/PLXNC1/KLK8/BMP2/IL1B/CXCR4/SPP1/NUMBL/SLC7A5/HIF1A/CST7/TG/TNFRSF1B",22
"GO:0044058","GO:0044058","regulation of digestive system process","5/515","47/21069",0.00563725259558025,0.03356991166494,0.0240180062555571,"LEP/SPINK1/APOA2/GHSR/TACR1",5
"GO:0044409","GO:0044409","entry into host","12/515","210/21069",0.00570686627792763,0.0339408362845169,0.024283388837503,"MRC1/ITGB3/CLEC5A/CR1/IFITM2/CXCL8/PTX3/ITGA5/CXCR4/CAV1/ICAM1/FCN1",12
"GO:0015749","GO:0015749","monosaccharide transmembrane transport","9/515","134/21069",0.00572741259584665,0.0339758035295231,0.0243084065830866,"MIR223/SLC23A3/LEP/SLC2A14/PRKCB/IL1B/NR4A3/EDN1/SLC2A3",9
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","9/515","134/21069",0.00572741259584665,0.0339758035295231,0.0243084065830866,"CCL3/CCL4/DEFA1B/DEFA1/NLRP6/CAMP/PTX3/TREM1/HPN",9
"GO:0015849","GO:0015849","organic acid transport","17/515","349/21069",0.00575518349734779,0.0340423423164485,0.0243560125767086,"SLC23A3/LEP/SLC22A13/ACSL1/PLIN2/SLC43A3/ADORA2A/IL1B/RGS2/IL1A/SLC16A10/FOLR3/AQP9/SLC7A5/NTSR1/EDN1/SLC11A1",17
"GO:0006919","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","7/515","88/21069",0.00578571980343407,0.0340423423164485,0.0243560125767086,"TNFSF15/ST20/S100A9/S100A8/NLRP12/P2RX1/NLRC4",7
"GO:0007586","GO:0007586","digestion","10/515","159/21069",0.00583103857982255,0.0340423423164485,0.0243560125767086,"SERPINA3/LEP/SPINK1/APOA2/TLR4/STATH/GHSR/TACR1/HRH2/SNX10",10
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","10/515","159/21069",0.00583103857982255,0.0340423423164485,0.0243560125767086,"MIR21/LEP/IGF2/IL6/LILRB2/IL1B/IL1A/IL12B/EBI3/PTPRC",10
"GO:0000305","GO:0000305","response to oxygen radical","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"MIR21/SOD2/SOD3/MPO",4
"GO:0007176","GO:0007176","regulation of epidermal growth factor-activated receptor activity","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"NCF1/EREG/HBEGF/AREG",4
"GO:0010888","GO:0010888","negative regulation of lipid storage","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"ITGB3/LEP/IL6/NFKBIA",4
"GO:0042832","GO:0042832","defense response to protozoan","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"DEFA1B/DEFA1/IL12B/SLC11A1",4
"GO:0043931","GO:0043931","ossification involved in bone maturation","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"LEP/BMP2/ZBTB16/SNX10",4
"GO:0060352","GO:0060352","cell adhesion molecule production","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"FUT7/CXCL8/IL1B/CAV1",4
"GO:0072539","GO:0072539","T-helper 17 cell differentiation","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"MIR21/NFKBIZ/IL6/IL12B",4
"GO:0072574","GO:0072574","hepatocyte proliferation","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"IL6/TNFAIP3/HPN/CPB2",4
"GO:0072575","GO:0072575","epithelial cell proliferation involved in liver morphogenesis","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"IL6/TNFAIP3/HPN/CPB2",4
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","4/515","30/21069",0.0058414984117368,0.0340423423164485,0.0243560125767086,"MIR21/LRRK2/MCTP1/NR4A3",4
"GO:0061098","GO:0061098","positive regulation of protein tyrosine kinase activity","6/515","67/21069",0.00586881187904455,0.0341585495422279,0.024439154465897,"LILRA5/NCF1/EREG/HBEGF/NEDD9/AREG",6
"GO:0071248","GO:0071248","cellular response to metal ion","12/515","211/21069",0.00592129169576281,0.0344207583770001,0.0246267550022546,"LRRK2/FOS/NCF1/BMP6/TRPM2/ALOX5AP/CPNE5/PPIF/MMP9/HMOX1/EDN1/PTGS2",12
"GO:0055072","GO:0055072","iron ion homeostasis","7/515","89/21069",0.00615095469234106,0.0357109938466368,0.0255498698406305,"ALAS2/BMP6/SLC25A37/SOD2/HIF1A/HMOX1/SLC11A1",7
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","5/515","48/21069",0.00616899208264636,0.0357708890098881,0.0255927225719694,"MIR21/ZEB1/ZFP36/AREG/TP63",5
"GO:0007173","GO:0007173","epidermal growth factor receptor signaling pathway","8/515","112/21069",0.00625159093097323,0.0361593268204731,0.0258706351818578,"MIR21/NCF1/EREG/HBEGF/AREG/RASSF2/MMP9/PLAUR",8
"GO:0051963","GO:0051963","regulation of synapse assembly","8/515","112/21069",0.00625159093097323,0.0361593268204731,0.0258706351818578,"NTNG2/IL1RAP/FLRT2/ADGRB1/SLITRK5/EPHB1/TLR2/GHSR",8
"GO:0002698","GO:0002698","negative regulation of immune effector process","12/515","213/21069",0.00636928474198817,0.0365944214660112,0.0261819289982549,"CLEC12B/CR1/SERPINB9/IL7R/CD300A/APOA2/VSIG4/HLX/BCL6/HMOX1/PTPRC/SPI1",12
"GO:0010838","GO:0010838","positive regulation of keratinocyte proliferation","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"MIR21/AREG/TP63",3
"GO:0015671","GO:0015671","oxygen transport","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"HBB/HBA1/HBA2",3
"GO:0032306","GO:0032306","regulation of prostaglandin secretion","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"IL1B/IL1A/EDN1",3
"GO:0032308","GO:0032308","positive regulation of prostaglandin secretion","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"IL1B/IL1A/EDN1",3
"GO:0034392","GO:0034392","negative regulation of smooth muscle cell apoptotic process","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"MIR21/SLC7A5/EDN1",3
"GO:0035358","GO:0035358","regulation of peroxisome proliferator activated receptor signaling pathway","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"ALOX15B/LEP/BMP2",3
"GO:0035630","GO:0035630","bone mineralization involved in bone maturation","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"LEP/BMP2/SNX10",3
"GO:0045986","GO:0045986","negative regulation of smooth muscle contraction","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"DOCK4/RGS2/PTGS2",3
"GO:0050965","GO:0050965","detection of temperature stimulus involved in sensory perception of pain","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"EPHB1/CXCR4/NTSR1",3
"GO:2000402","GO:2000402","negative regulation of lymphocyte migration","3/515","16/21069",0.00641369959646041,0.0365944214660112,0.0261819289982549,"PADI2/RIPOR2/CCL2",3
"GO:0048762","GO:0048762","mesenchymal cell differentiation","14/515","268/21069",0.0064856936696919,0.0369596786859564,0.0264432567694178,"MIR21/FLNA/ALX1/GDNF/SFRP2/SDCBP/IL6/ALDH1A2/BMP2/IL1B/HPN/HIF1A/EDN1/WNT16",14
"GO:0032418","GO:0032418","lysosome localization","7/515","90/21069",0.00653310917651284,0.0371332428872439,0.026567435412301,"CD300A/RAC2/ADGRE2/NR4A3/HMOX1/GAB2/FGR",7
"GO:1990849","GO:1990849","vacuolar localization","7/515","90/21069",0.00653310917651284,0.0371332428872439,0.026567435412301,"CD300A/RAC2/ADGRE2/NR4A3/HMOX1/GAB2/FGR",7
"GO:0001562","GO:0001562","response to protozoan","4/515","31/21069",0.00657956174944161,0.0371332428872439,0.026567435412301,"DEFA1B/DEFA1/IL12B/SLC11A1",4
"GO:0043302","GO:0043302","positive regulation of leukocyte degranulation","4/515","31/21069",0.00657956174944161,0.0371332428872439,0.026567435412301,"CD177/ITGAM/GAB2/FGR",4
"GO:0072576","GO:0072576","liver morphogenesis","4/515","31/21069",0.00657956174944161,0.0371332428872439,0.026567435412301,"IL6/TNFAIP3/HPN/CPB2",4
"GO:0097254","GO:0097254","renal tubular secretion","4/515","31/21069",0.00657956174944161,0.0371332428872439,0.026567435412301,"ADORA2A/ATP6V1B1/TACR1/EDN1",4
"GO:0140632","GO:0140632","inflammasome complex assembly","4/515","31/21069",0.00657956174944161,0.0371332428872439,0.026567435412301,"NLRP6/NLRP3/TLR4/MEFV",4
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","8/515","113/21069",0.00658828526943978,0.0371332428872439,0.026567435412301,"SLC22A13/NLRP3/IL6/IL1B/IL18R1/IL1R1/IL12B/PTPRC",8
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","8/515","113/21069",0.00658828526943978,0.0371332428872439,0.026567435412301,"MIR21/ALX1/SFRP2/SDCBP/IL6/BMP2/IL1B/HPN",8
"GO:0032768","GO:0032768","regulation of monooxygenase activity","6/515","69/21069",0.00676882798392258,0.0380582282154288,0.0272292275439093,"LEP/GDNF/IL1B/IL1A/CAV1/HIF1A",6
"GO:0062208","GO:0062208","positive regulation of pattern recognition receptor signaling pathway","6/515","69/21069",0.00676882798392258,0.0380582282154288,0.0272292275439093,"TREML4/CD14/TLR2/TLR4/NINJ1/CAV1",6
"GO:1901654","GO:1901654","response to ketone","12/515","215/21069",0.00684365943205942,0.0384323323014925,0.0274968849142649,"GNG2/FOS/CDA/NCF1/TLR2/GHSR/SPP1/TACR1/CAV1/ACOD1/EDN1/ATP2B1",12
"GO:0051222","GO:0051222","positive regulation of protein transport","16/515","327/21069",0.0069644463518622,0.0390329480224762,0.0279266028202205,"FLNA/HCAR2/LEP/GPR27/ITGAM/BMP6/ADAM8/TRPM2/TLR2/TLR4/RAC2/ADORA2A/IL1B/IL1A/HIF1A/PTGS2",16
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","11/515","189/21069",0.00696746125935415,0.0390329480224762,0.0279266028202205,"MIR21/SLC22A13/NLRP3/NFKBIZ/IL6/IL1B/IL18R1/IL1R1/IL12B/PTPRC/SLC11A1",11
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","13/515","243/21069",0.0070561230618313,0.039434280030717,0.0282137407424377,"MIR223/MIR21/FLNA/ACSL1/RAMP3/NR4A3/CCL2/P2RX1/CAV1/SLC7A5/NTSR1/EDN1/CACNG4",13
"GO:0071241","GO:0071241","cellular response to inorganic substance","13/515","243/21069",0.0070561230618313,0.039434280030717,0.0282137407424377,"LRRK2/FOS/NCF1/BMP6/MMP3/TRPM2/ALOX5AP/CPNE5/PPIF/MMP9/HMOX1/EDN1/PTGS2",13
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","10/515","164/21069",0.00720611866874779,0.040224033484709,0.0287787795661215,"MIR21/BMP6/SFRP2/IL6/BMP2/TNFAIP6/AREG/CCN4/RASSF2/TP63",10
"GO:0060393","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","6/515","70/21069",0.00725450076993391,0.0403967572921921,0.0289023569389194,"BMP6/INHBE/SDCBP/BMP15/BMP2/INHBA",6
"GO:1903053","GO:1903053","regulation of extracellular matrix organization","6/515","70/21069",0.00725450076993391,0.0403967572921921,0.0289023569389194,"ITGB3/IL6/BMP2/CPB2/FAP/TNFRSF1B",6
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis","18/515","387/21069",0.00726323960548122,0.0403968656568962,0.02890243446978,"CCL3/ITGB3/FLNA/PRKCB/CCR1/S100A9/ADM/S100A8/TRPM2/ATP6V1B1/P2RX1/CAV1/NTSR1/SNX10/PTPRC/EDN1/ATP2B1/SLC11A1",18
"GO:0051952","GO:0051952","regulation of amine transport","8/515","115/21069",0.00730266026013063,0.0405674160493827,0.0290244568460827,"FFAR3/LEP/GDNF/ADORA2A/GHSR/RGS2/SLC7A5/NTSR1",8
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","17/515","358/21069",0.00734711759971348,0.0407328631992961,0.0291428280447098,"MIR21/ITGB3/HTRA3/ZEB2/PRKCB/ITGA5/ZEB1/SFRP2/SDCBP/NREP/BMP2/IL1B/TNFAIP6/IL12B/WASF1/CAV1/HIF1A",17
"GO:0002312","GO:0002312","B cell activation involved in immune response","7/515","92/21069",0.00735002668564894,0.0407328631992961,0.0291428280447098,"CR1/GAPT/TLR4/IL6/BCL6/PTPRC/SPI1",7
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","16/515","329/21069",0.0073644885428682,0.0407353650182302,0.0291446180018419,"CLEC12B/CR1/FUT7/LEP/SLC22A13/SERPINB9/IL7R/NLRP3/IL6/IL1B/IL18R1/IL1R1/BCL6/IL12B/PTPRC/TNFRSF1B",16
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","4/515","32/21069",0.00737685543930394,0.0407353650182302,0.0291446180018419,"CR1/IL6/BCL6/SPI1",4
"GO:0034656","GO:0034656","nucleobase-containing small molecule catabolic process","4/515","32/21069",0.00737685543930394,0.0407353650182302,0.0291446180018419,"UPP1/CDA/APOBEC3A/UPB1",4
"GO:0006875","GO:0006875","cellular metal ion homeostasis","20/515","448/21069",0.00746083573630555,0.0411500618646471,0.0294413179619375,"CCL3/ITGB3/FLNA/PRKCB/CCR1/S100A9/ALAS2/BMP6/S100A8/TRPM2/IL1A/P2RX1/CAV1/NTSR1/HIF1A/HMOX1/PTPRC/EDN1/ATP2B1/SLC11A1",20
"GO:0007584","GO:0007584","response to nutrient","10/515","165/21069",0.00750894365213259,0.0413661545069326,0.0295959241010896,"LEP/ACSL1/SFRP2/ALDH1A2/SPP1/IL1A/SOD2/HMOX1/PTGS2/ATP2B1",10
"GO:0006022","GO:0006022","aminoglycan metabolic process","9/515","140/21069",0.00757131381461685,0.0416108196344328,0.0297709727762684,"CHST15/CSGALNACT2/CSGALNACT1/LYVE1/CHI3L1/IL1B/HS3ST3B1/TNFAIP6/CD44",9
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","16/515","330/21069",0.0075713190053587,0.0416108196344328,0.0297709727762684,"LRRK2/NTF3/IFNE/CSNK1A1L/STK32A/PRKCB/IFNK/SFRP2/IL6/RAMP3/CAV1/RASSF2/OSM/PTGS2/CD44/CAMK1G",16
"GO:0032274","GO:0032274","gonadotropin secretion","3/515","17/21069",0.00764837299545813,0.041639144639198,0.0297912382493631,"LEP/INHBA/GNRHR",3
"GO:0034144","GO:0034144","negative regulation of toll-like receptor 4 signaling pathway","3/515","17/21069",0.00764837299545813,0.041639144639198,0.0297912382493631,"LILRA2/TNFAIP3/ACOD1",3
"GO:0034374","GO:0034374","low-density lipoprotein particle remodeling","3/515","17/21069",0.00764837299545813,0.041639144639198,0.0297912382493631,"LIPC/APOA2/MPO",3
"GO:0042481","GO:0042481","regulation of odontogenesis","3/515","17/21069",0.00764837299545813,0.041639144639198,0.0297912382493631,"CSF1/BMP2/EDN1",3
"GO:0060033","GO:0060033","anatomical structure regression","3/515","17/21069",0.00764837299545813,0.041639144639198,0.0297912382493631,"SLC6A3/FLT1/SPI1",3
"GO:0090399","GO:0090399","replicative senescence","3/515","17/21069",0.00764837299545813,0.041639144639198,0.0297912382493631,"MIR21/MME/WNT16",3
"GO:1905288","GO:1905288","vascular associated smooth muscle cell apoptotic process","3/515","17/21069",0.00764837299545813,0.041639144639198,0.0297912382493631,"MIR21/SOD2/SLC7A5",3
"GO:1905459","GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process","3/515","17/21069",0.00764837299545813,0.041639144639198,0.0297912382493631,"MIR21/SOD2/SLC7A5",3
"GO:0010573","GO:0010573","vascular endothelial growth factor production","6/515","71/21069",0.00776485509228336,0.0421741777755555,0.0301740342883943,"C3AR1/IL6/IL1B/IL1A/HIF1A/PTGS2",6
"GO:1904645","GO:1904645","response to amyloid-beta","6/515","71/21069",0.00776485509228336,0.0421741777755555,0.0301740342883943,"FPR2/MMP3/TLR4/RAMP3/MMP9/ICAM1",6
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","11/515","192/21069",0.00780433212465284,0.042338958704352,0.0302919288309279,"MIR21/ZEB1/SFRP2/EREG/IL12B/CCL2/CAV1/HPN/FLT1/CPB2/ALOX5",11
"GO:0022612","GO:0022612","gland morphogenesis","9/515","141/21069",0.00791816431450393,0.0429062634726277,0.0306978140059992,"CSF1/IL6/EDAR/TNFAIP3/AREG/CAV1/HPN/CPB2/TP63",9
"GO:0001894","GO:0001894","tissue homeostasis","15/515","303/21069",0.0079615846254733,0.0430084700465192,0.0307709389565676,"ITGB3/SERPINA3/CSF1/S1PR1/DCSTAMP/CLRN1/LPCAT1/ADAM8/TLR4/IL6/SPP1/TNFAIP3/SNX10/PTGS2/CNGB1",15
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","15/515","303/21069",0.0079615846254733,0.0430084700465192,0.0307709389565676,"CLEC12B/FCGR3A/NLRP6/LEP/SLC22A13/SERPINB9/ITGAM/IL7R/TREM1/IL12B/ICAM1/PTPRC/SPI1/SLAMF7/TYROBP",15
"GO:0022602","GO:0022602","ovulation cycle process","5/515","51/21069",0.00797415837901144,0.0430084700465192,0.0307709389565676,"LEP/PTX3/EREG/TNFAIP6/INHBA",5
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","5/515","51/21069",0.00797415837901144,0.0430084700465192,0.0307709389565676,"IGF2/IL1B/EREG/IL1A/EDN1",5
"GO:0002062","GO:0002062","chondrocyte differentiation","8/515","117/21069",0.00807391389821077,0.0434958640586169,0.0311196509981221,"COL27A1/BMP6/SFRP2/BMP2/ZBTB16/CCN4/HIF1A/PTHLH",8
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","12/515","220/21069",0.00815189060219917,0.043864935145167,0.031383707447063,"MIR21/FLNA/ADGRG3/TRIB1/NLRP3/NLRP12/IRAK2/TNFAIP3/ACOD1/NFKBIA/HMOX1/SPI1",12
"GO:0002438","GO:0002438","acute inflammatory response to antigenic stimulus","4/515","33/21069",0.00823525764510497,0.043905579596975,0.0314127870200903,"FCGR3A/CXCR2/FUT7/NLRP6",4
"GO:0002544","GO:0002544","chronic inflammatory response","4/515","33/21069",0.00823525764510497,0.043905579596975,0.0314127870200903,"S100A9/S100A8/TNFAIP3/VNN1",4
"GO:0010039","GO:0010039","response to iron ion","4/515","33/21069",0.00823525764510497,0.043905579596975,0.0314127870200903,"BMP6/SLC6A3/HIF1A/HMOX1",4
"GO:0010743","GO:0010743","regulation of macrophage derived foam cell differentiation","4/515","33/21069",0.00823525764510497,0.043905579596975,0.0314127870200903,"ITGB3/CSF1/ALOX15B/NFKBIA",4
"GO:0032753","GO:0032753","positive regulation of interleukin-4 production","4/515","33/21069",0.00823525764510497,0.043905579596975,0.0314127870200903,"IL1RAP/NLRP3/FCER1G/SLC7A5",4
"GO:0033198","GO:0033198","response to ATP","4/515","33/21069",0.00823525764510497,0.043905579596975,0.0314127870200903,"IL1B/P2RX1/PTGS2/ABCC9",4
