chr,start,end,n,width
chr1,206506626,206507980,67,1354
chr1,206555320,206557553,43,2233
chr1,206612821,206613881,14,1060
chr1,206635111,206636255,58,1144
chr1,206671220,206671485,6,265
chr1,206685123,206686467,58,1344
chr1,206721989,206722276,6,287
chr1,206752053,206752364,5,311
chr1,206777589,206778131,5,542
chr1,206913797,206913951,5,154
chr1,207023150,207023281,5,131
chr1,207050653,207050949,19,296
chr1,207052079,207053996,25,1917
chr1,207180323,207180429,5,106
chr1,207321662,207321886,24,224
chr1,207371702,207371745,5,43
chr1,207416821,207416948,5,127
chr1,207423208,207424135,14,927
chr1,207454201,207454812,40,611
chr1,207496136,207496532,17,396
chr1,207645053,207645329,22,276
chr1,207669321,207669667,23,346
chr1,207677178,207677501,6,323
chr1,207751767,207752308,19,541
chr1,207826813,207827002,5,189
chr1,207868753,207869259,39,506
chr1,207877152,207877208,5,56
chr1,207910587,207910845,5,258
chr1,207958983,207959874,54,891
chr1,207963194,207963679,27,485
chr1,208084327,208084432,5,105
chr1,208090080,208090497,5,417
chr1,208217717,208217983,11,266
chr1,208219811,208219945,5,134
chr1,208243041,208245531,106,2490
chr1,208487794,208488754,13,960
chr1,208739649,208739927,15,278
chr1,208826651,208826713,6,62
chr1,209106036,209106755,6,719
chr1,209207905,209208244,11,339
chr1,209231578,209233141,62,1563
chr1,209426804,209427581,6,777
chr1,209623576,209623795,7,219
chr1,209625720,209625992,18,272
chr1,209675205,209675390,9,185
chr1,209747645,209747907,7,262
chr1,209768675,209770069,8,1394
chr1,209805671,209806320,19,649
chr1,209827408,209829181,26,1773
chr1,209889112,209889352,28,240
chr1,209937870,209938642,61,772
chr1,210232555,210234187,50,1632
chr1,210250809,210252938,62,2129
chr1,210266182,210267260,5,1078
chr1,210292404,210292866,35,462
chr1,210328781,210329394,64,613
chr1,210629967,210630191,5,224
chr1,210684083,210684128,5,45
chr1,210744152,210745023,7,871
chr1,211133388,211134449,41,1061
chr1,211207398,211207620,5,222
chr1,211237350,211238723,6,1373
chr1,211246659,211247177,6,518
chr1,211258455,211260899,81,2444
chr1,211286528,211286606,5,78
chr1,211313598,211313689,5,91
chr1,211326822,211327218,36,396
chr1,211336926,211336999,7,73
chr1,211382723,211383069,32,346
chr1,211416345,211416923,44,578
chr1,211514228,211516271,48,2043
chr1,211577802,211579682,87,1880
chr1,211614053,211614522,7,469
chr1,211643802,211644082,5,280
chr1,211654960,211655305,6,345
chr1,211675300,211676213,27,913
chr1,211687161,211687697,8,536
chr1,211698564,211699513,16,949
chr1,211735683,211735839,5,156
chr1,211741087,211741254,5,167
chr1,211830124,211830713,49,589
chr1,211848029,211848090,6,61
chr1,211969688,211969811,6,123
chr1,212035138,212035757,16,619
chr1,212093402,212093596,6,194
chr1,212242396,212242775,6,379
chr1,212284787,212286590,48,1803
chr1,212319723,212320657,9,934
chr1,212414321,212414845,44,524
chr1,212431782,212433366,38,1584
chr1,212464159,212464458,6,299
chr1,212481260,212481692,5,432
chr1,212509529,212509777,6,248
chr1,212513795,212515527,13,1732
chr1,212558831,212558993,20,162
chr1,212576852,212576998,8,146
chr1,212595444,212595697,8,253
chr1,212606810,212609856,113,3046
chr1,212626069,212626364,5,295
chr1,212698992,212700919,83,1927
chr1,212857665,212858995,56,1330
chr1,212916444,212917191,19,747
chr1,212950502,212951590,43,1088
chr1,212981104,212982460,13,1356
chr1,213015366,213016303,50,937
chr1,213051270,213051398,19,128
chr1,213059673,213060094,9,421
chr1,213064245,213064460,5,215
chr1,213142656,213142884,6,228
chr1,213151752,213151802,5,50
chr1,213389614,213389751,5,137
chr1,213677979,213678097,5,118
chr1,213861854,213862080,6,226
chr1,213979959,213980238,16,279
chr1,213982681,213983118,41,437
chr1,213985511,213986397,18,886
chr1,213987611,213989378,62,1767
chr1,214107363,214107727,11,364
chr1,214280560,214281734,96,1174
chr1,214330971,214331049,6,78
chr1,214364487,214364602,6,115
chr1,214383595,214384558,27,963
chr1,214422441,214422639,5,198
chr1,214470548,214470676,6,128
chr1,214533693,214533753,6,60
chr1,214550981,214552948,97,1967
chr1,214602606,214603544,32,938
chr1,214823873,214824037,5,164
chr1,215081912,215083879,71,1967
chr1,215567532,215567723,20,191
chr1,215579622,215579868,5,246
chr1,216370284,216370572,7,288
chr1,216600781,216601337,42,556
chr1,216736275,216736696,12,421
chr1,216804263,216804375,5,112
chr1,216925361,216925492,5,131
chr1,217045679,217045768,5,89
chr1,217088685,217090726,41,2041
chr1,217133925,217134081,5,156
chr1,217136226,217138342,30,2116
chr1,217139699,217140756,29,1057
chr1,217370916,217371031,5,115
chr1,217630904,217631394,7,490
chr1,217894644,217894769,5,125
chr1,217898450,217898739,9,289
chr1,217924999,217925052,11,53
chr1,217982777,217982914,6,137
chr1,218156675,218156860,12,185
chr1,218164020,218165580,72,1560
chr1,218323597,218324397,11,800
chr1,218345324,218347601,39,2277
chr1,218743351,218743423,5,72
chr1,218752614,218752990,6,376
chr1,219173953,219174107,6,154
chr1,219273921,219274200,7,279
chr1,219375397,219375804,5,407
chr1,219480375,219480435,5,60
chr1,219579695,219579843,5,148
chr1,219927745,219928443,60,698
chr1,220045436,220046102,7,666
chr1,220094117,220094578,46,461
chr1,220271758,220272852,31,1094
chr1,220289032,220289130,7,98
chr1,220527915,220529005,87,1090
chr1,220653165,220653222,5,57
chr1,220690191,220690851,44,660
chr1,220733192,220733270,5,78
chr1,220736093,220736162,7,69
chr1,220748511,220748722,13,211
chr1,220786244,220787435,41,1191
chr1,220810451,220810535,6,84
chr1,220876618,220877400,35,782
chr1,220878565,220880462,126,1897
chr1,220884216,220885507,12,1291
chr1,220886988,220887592,23,604
chr1,220894477,220894992,22,515
chr1,221740810,221743519,85,2709
chr1,222431671,222431703,5,32
chr1,222465334,222465706,19,372
chr1,222544131,222544203,9,72
chr1,222589800,222590468,14,668
chr1,222604878,222604968,5,90
chr1,222618088,222619245,33,1157
chr1,222643595,222644630,29,1035
chr1,222712191,222713470,26,1279
chr1,222815004,222815404,23,400
chr1,222893445,222894172,5,727
chr1,223079893,223081652,17,1759
chr1,223083092,223084056,6,964
chr1,223129151,223129542,9,391
chr1,223133896,223134389,9,493
chr1,223143086,223143585,22,499
chr1,223203063,223203284,7,221
chr1,223223447,223223582,10,135
chr1,223267359,223267570,5,211
chr1,223363501,223365358,87,1857
chr1,223393058,223394772,52,1714
chr1,223619118,223619393,7,275
chr1,223711983,223714000,87,2017
chr1,223748987,223749301,9,314
chr1,223756838,223759450,17,2612
chr1,223845059,223847273,112,2214
chr1,223991951,223994332,18,2381
chr1,224114078,224114769,26,691
chr1,224145990,224146165,5,175
chr1,224175710,224176260,23,550
chr1,224182884,224183958,51,1074
chr1,224264869,224265040,6,171
chr1,224329867,224330425,18,558
chr1,224340926,224341004,6,78
chr1,224356822,224357498,42,676
chr1,224433862,224435074,77,1212
chr1,224474765,224475312,10,547
chr1,224615967,224618147,71,2180
chr1,224929779,224930031,27,252
chr1,225411356,225412480,5,1124
chr1,225426672,225428293,61,1621
chr1,225467317,225467917,9,600
chr1,225480614,225480986,6,372
chr1,225591393,225591508,6,115
chr1,225652369,225655051,108,2682
chr1,225677483,225677612,9,129
chr1,225703490,225705741,12,2251
chr1,225743564,225744193,7,629
chr1,225748019,225748319,6,300
chr1,225810208,225811110,10,902
chr1,225815548,225817875,15,2327
chr1,225838411,225838935,6,524
chr1,225850043,225851000,5,957
chr1,225881942,225883531,65,1589
chr1,225911775,225912175,7,400
chr1,225923624,225924421,28,797
chr1,225939244,225940766,7,1522
chr1,225962040,225963124,12,1084
chr1,225969776,225969906,5,130
chr1,225974576,225977719,13,3143
chr1,225999111,225999936,28,825
chr1,226039246,226039534,5,288
chr1,226061930,226063166,59,1236
chr1,226080218,226080451,5,233
chr1,226082116,226084581,65,2465
chr1,226087553,226087959,7,406
chr1,226102169,226102275,6,106
chr1,226108897,226111072,82,2175
chr1,226121526,226123151,100,1625
chr1,226127778,226128357,14,579
chr1,226132886,226133152,6,266
chr1,226137144,226137820,14,676
chr1,226185819,226186817,23,998
chr1,226209760,226210429,5,669
chr1,226223307,226224289,55,982
chr1,226308467,226309784,73,1317
chr1,226328560,226328762,10,202
chr1,226349402,226350686,16,1284
chr1,226366974,226367294,5,320
chr1,226405452,226405601,5,149
chr1,226407646,226408274,37,628
chr1,226425700,226426703,17,1003
chr1,226498134,226498482,6,348
chr1,226548704,226550094,85,1390
chr1,226633021,226633236,5,215
chr1,226639917,226640814,8,897
chr1,226646094,226647279,11,1185
chr1,226702118,226702253,5,135
chr1,226703295,226703491,9,196
chr1,226712140,226713460,17,1320
chr1,226736055,226739299,93,3244
chr1,226795624,226796738,7,1114
chr1,226826177,226828591,25,2414
chr1,226870297,226871224,82,927
chr1,226936681,226936713,5,32
chr1,226939530,226940551,47,1021
chr1,226963413,226965795,20,2382
chr1,227317633,227319212,63,1579
chr1,227383768,227383800,5,32
chr1,227447085,227448071,21,986
chr1,227542156,227543542,45,1386
chr1,227558457,227558806,16,349
chr1,227560507,227562420,32,1913
chr1,227563540,227563893,12,353
chr1,227606062,227606525,6,463
chr1,227640812,227641167,6,355
chr1,227669573,227669641,7,68
chr1,227727867,227728776,31,909
chr1,227730321,227731146,5,825
chr1,227734023,227735700,61,1677
chr1,227775470,227775554,8,84
chr1,227786944,227789554,65,2610
chr1,227857267,227857387,5,120
chr1,227883751,227883941,5,190
chr1,227885770,227888195,41,2425
chr1,227891491,227891535,6,44
chr1,227899778,227900156,6,378
chr1,227921637,227921698,7,61
chr1,227925014,227925433,15,419
chr1,227930337,227930598,6,261
chr1,227938846,227940881,9,2035
chr1,227946390,227949281,124,2891
chr1,227976063,227976097,5,34
chr1,228005377,228007790,53,2413
chr1,228035588,228039032,56,3444
chr1,228059388,228059470,9,82
chr1,228060952,228061111,6,159
chr1,228073325,228073940,8,615
chr1,228082077,228083690,112,1613
chr1,228097585,228097725,11,140
chr1,228101982,228103628,79,1646
chr1,228109096,228109840,21,744
chr1,228130872,228131038,9,166
chr1,228139727,228141599,83,1872
chr1,228156611,228159092,47,2481
chr1,228163200,228163613,8,413
chr1,228165464,228167468,50,2004
chr1,228173817,228175849,19,2032
chr1,228186334,228187164,9,830
chr1,228189439,228189755,5,316
chr1,228205622,228208892,29,3270
chr1,228211132,228215814,64,4682
chr1,228217079,228217189,8,110
chr1,228256868,228257055,5,187
chr1,228274958,228278918,40,3960
chr1,228280039,228280923,8,884
chr1,228285248,228286901,12,1653
chr1,228316381,228318655,29,2274
chr1,228335086,228335882,5,796
chr1,228338184,228338352,5,168
chr1,228341131,228342197,18,1066
chr1,228351200,228352027,15,827
chr1,228359840,228360618,13,778
chr1,228365404,228366843,5,1439
chr1,228368752,228368983,5,231
chr1,228371172,228372864,29,1692
chr1,228378213,228379808,25,1595
chr1,228390867,228392434,12,1567
chr1,228395155,228395233,7,78
chr1,228406064,228409265,58,3201
chr1,228416174,228416830,32,656
chr1,228445009,228446634,52,1625
chr1,228457316,228459576,67,2260
chr1,228463811,228465595,49,1784
chr1,228469346,228471450,36,2104
chr1,228485973,228489004,90,3031
chr1,228501134,228501381,9,247
chr1,228555316,228557123,46,1807
chr1,228646641,228648685,60,2044
chr1,228735074,228736703,78,1629
chr1,228755005,228755091,9,86
chr1,228773714,228773746,7,32
chr1,228990445,228990543,5,98
chr1,229146985,229148440,25,1455
chr1,229233260,229233748,8,488
chr1,229270981,229271883,51,902
chr1,229330428,229330799,7,371
chr1,229342202,229343934,89,1732
chr1,229406046,229408433,16,2387
chr1,229430971,229434846,70,3875
chr1,229483191,229483328,5,137
chr1,229508009,229508518,16,509
chr1,229558000,229559652,105,1652
chr1,229568312,229570471,20,2159
chr1,229625772,229626665,42,893
chr1,229632790,229632883,5,93
chr1,230066858,230069157,98,2299
chr1,230114573,230115219,5,646
chr1,230234844,230235822,7,978
chr1,230279421,230280147,6,726
chr1,230318960,230319126,5,166
chr1,230323368,230323669,9,301
chr1,230332854,230334190,19,1336
chr1,230381729,230382594,5,865
chr1,230392504,230392608,5,104
chr1,230393749,230393854,10,105
chr1,230416344,230416919,11,575
chr1,230424572,230426915,124,2343
chr1,230517095,230517649,5,554
chr1,230642600,230642693,10,93
chr1,230712929,230714130,15,1201
chr1,230747436,230748382,5,946
chr1,230772053,230772201,7,148
chr1,230822315,230823082,9,767
chr1,230839041,230839382,7,341
chr1,230857309,230857388,6,79
chr1,230867933,230869242,72,1309
chr1,230881960,230882647,9,687
chr1,230902306,230903552,9,1246
chr1,230978082,230979491,65,1409
chr1,231014198,231014362,7,164
chr1,231039317,231041217,114,1900
chr1,231127490,231127727,5,237
chr1,231129104,231129732,11,628
chr1,231161017,231163985,159,2968
chr1,231209035,231209095,5,60
chr1,231211412,231211998,14,586
chr1,231240843,231241532,22,689
chr1,231337209,231338662,66,1453
chr1,231405273,231406093,5,820
chr1,231420508,231422478,119,1970
chr1,231431071,231431170,9,99
chr1,231528009,231528967,14,958
chr1,231530579,231530863,10,284
chr1,231627141,231627243,10,102
chr1,231642169,231642211,9,42
chr1,231690426,231692295,10,1869
chr1,231693853,231695068,14,1215
chr1,231857813,231858261,5,448
chr1,231937597,231938163,6,566
chr1,232084037,232084138,8,101
chr1,232225731,232225980,7,249
chr1,232330633,232330788,5,155
chr1,232334851,232334968,5,117
chr1,232432248,232432362,5,114
chr1,232445629,232445766,7,137
chr1,232531781,232531965,5,184
chr1,232629305,232630810,99,1505
chr1,232805409,232805768,24,359
chr1,232864408,232864571,6,163
chr1,232950522,232950911,29,389
chr1,232999305,232999546,6,241
chr1,233327320,233329553,70,2233
chr1,233395620,233395672,5,52
chr1,233613911,233615431,65,1520
chr1,233747657,233748599,6,942
chr1,233904559,233906081,86,1522
chr1,234125388,234125899,8,511
chr1,234206395,234207110,9,715
chr1,234214282,234214664,13,382
chr1,234231153,234231827,14,674
chr1,234235838,234235949,5,111
chr1,234309475,234309665,6,190
chr1,234356938,234357147,17,209
chr1,234373407,234374291,14,884
chr1,234478371,234479624,86,1253
chr1,234490658,234490690,5,32
chr1,234509406,234509597,5,191
chr1,234598965,234600625,33,1660
chr1,234606697,234611277,131,4580
chr1,234636600,234637023,7,423
chr1,234656596,234656988,7,392
chr1,234709318,234709635,6,317
chr1,234721937,234723045,9,1108
chr1,234771082,234773647,14,2565
chr1,234778689,234779092,7,403
chr1,234863022,234863224,9,202
chr1,234898843,234899987,6,1144
chr1,234919117,234919174,6,57
chr1,234927210,234927627,7,417
chr1,234956083,234957879,6,1796
chr1,234969857,234970932,16,1075
chr1,234990042,234990093,5,51
chr1,235005369,235005556,5,187
chr1,235009016,235009554,7,538
chr1,235048094,235048500,8,406
chr1,235073528,235073793,6,265
chr1,235075697,235075889,7,192
chr1,235092795,235093232,8,437
chr1,235116278,235116625,6,347
chr1,235128443,235128643,10,200
chr1,235160961,235161320,21,359
chr1,235170662,235170805,5,143
chr1,235270099,235270231,5,132
chr1,235276948,235277455,5,507
chr1,235327126,235329144,104,2018
chr1,235348836,235349915,5,1079
chr1,235352893,235353892,6,999
chr1,235367551,235367649,7,98
chr1,235370810,235371765,8,955
chr1,235373703,235373741,6,38
chr1,235398435,235398804,5,369
chr1,235442169,235442263,7,94
chr1,235502343,235502422,5,79
chr1,235503829,235505300,48,1471
chr1,235573312,235573604,6,292
chr1,235591853,235592931,6,1078
chr1,235642158,235643217,10,1059
chr1,235648412,235650709,109,2297
chr1,235866139,235867106,50,967
chr1,235951545,235952569,7,1024
chr1,235993597,235993787,21,190
chr1,236035689,236035814,6,125
chr1,236048786,236049436,7,650
chr1,236063999,236065834,95,1835
chr1,236109230,236110088,14,858
chr1,236141406,236144594,82,3188
chr1,236147734,236148043,5,309
chr1,236168371,236170460,19,2089
chr1,236281476,236282257,52,781
chr1,236290726,236291064,6,338
chr1,236377553,236377772,5,219
chr1,236395081,236395813,60,732
chr1,236463978,236464621,12,643
chr1,236523509,236524466,42,957
chr1,236529312,236529450,6,138
chr1,236604255,236605637,39,1382
chr1,236608004,236608118,5,114
chr1,236686187,236687010,72,823
chr1,236710584,236710680,5,96
chr1,236795096,236795891,58,795
chr1,236970758,236970864,7,106
chr1,237041922,237044090,67,2168
chr1,237071905,237072209,7,304
chr1,237118696,237118915,5,219
chr1,237536571,237536631,5,60
chr1,237566595,237566723,6,128
chr1,237613823,237614698,6,875
chr1,237660602,237660962,5,360
chr1,237904880,237905022,5,142
chr1,238238995,238239157,5,162
chr1,238286426,238286576,6,150
chr1,238355085,238355314,8,229
chr1,238393393,238394081,5,688
chr1,238593451,238593738,7,287
chr1,238684922,238684992,7,70
chr1,239386553,239387904,69,1351
chr1,239397085,239397528,5,443
chr1,239519848,239519958,5,110
chr1,239997517,239998658,71,1141
chr1,240006952,240007518,6,566
chr1,240030460,240030767,6,307
chr1,240091882,240093587,88,1705
chr1,240121085,240121468,12,383
chr1,240137747,240138150,7,403
chr1,240184751,240185880,6,1129
chr1,240209411,240209549,9,138
chr1,240406782,240407230,11,448
chr1,240492644,240493061,19,417
chr1,240510293,240510367,6,74
chr1,240549905,240550125,5,220
chr1,240612079,240612101,8,22
chr1,240668159,240668456,6,297
chr1,240674793,240675466,6,673
chr1,240729810,240730123,9,313
chr1,240732094,240732488,6,394
chr1,240784111,240784467,6,356
chr1,240823511,240823608,6,97
chr1,240888806,240889117,11,311
chr1,240932814,240932976,6,162
chr1,241108131,241108227,8,96
chr1,241128134,241128501,10,367
chr1,241134793,241136109,12,1316
chr1,241238753,241239195,8,442
chr1,241356371,241357851,103,1480
chr1,241424039,241424841,39,802
chr1,241516540,241516813,7,273
chr1,241519174,241519839,46,665
chr1,241551848,241552602,7,754
chr1,241640156,241641103,29,947
chr1,241705466,241705744,6,278
chr1,241748705,241749023,5,318
chr1,241832238,241832362,5,124
chr1,241847755,241848244,20,489
chr1,241853821,241854230,6,409
chr1,241885131,241885445,5,314
chr1,241915657,241915956,5,299
chr1,241944991,241945272,5,281
chr1,241979082,241979255,13,173
chr1,242012784,242013214,8,430
chr1,242020958,242021345,5,387
chr1,242024832,242025193,7,361
chr1,242057127,242057312,10,185
chr1,242437956,242438723,10,767
chr1,242470091,242470296,16,205
chr1,242523814,242525271,85,1457
chr1,242558972,242559360,6,388
chr1,242689444,242690780,6,1336
chr1,242890256,242890766,31,510
chr1,242956533,242956695,6,162
chr1,243055120,243055567,8,447
chr1,243101087,243101190,6,103
chr1,243226730,243226896,5,166
chr1,243254440,243256272,66,1832
chr1,243258601,243259228,8,627
chr1,243267311,243267580,6,269
chr1,243296589,243296628,5,39
chr1,243327842,243327995,5,153
chr1,243332660,243332834,6,174
chr1,243348147,243348196,6,49
chr1,243438035,243438170,6,135
chr1,243473941,243475416,16,1475
chr1,243483232,243483740,9,508
chr1,243487741,243488641,17,900
chr1,243491755,243492344,8,589
chr1,243496315,243496359,6,44
chr1,243849058,243851153,96,2095
chr1,243887549,243887591,6,42
chr1,243916505,243917790,16,1285
chr1,243931186,243931783,12,597
chr1,244047915,244049882,104,1967
chr1,244070347,244070430,5,83
chr1,244073673,244075152,8,1479
chr1,244077429,244077526,5,97
chr1,244178340,244178402,5,62
chr1,244184305,244184687,5,382
chr1,244214906,244215566,5,660
chr1,244231905,244232063,5,158
chr1,244256281,244256448,6,167
chr1,244299664,244299967,5,303
chr1,244359833,244360001,5,168
chr1,244364197,244364784,5,587
chr1,244367581,244367710,6,129
chr1,244451229,244452423,61,1194
chr1,244461219,244461542,18,323
chr1,244652898,244653683,43,785
chr1,244729371,244730895,65,1524
chr1,244740625,244740946,10,321
chr1,244786099,244788110,9,2011
chr1,244828804,244829383,13,579
chr1,244833021,244833850,5,829
chr1,244835136,244835933,57,797
chr1,244863136,244864685,81,1549
chr1,244877610,244877752,5,142
chr1,244903405,244905173,32,1768
chr1,244918668,244918884,13,216
chr1,244924089,244924228,5,139
chr1,244931387,244931779,5,392
chr1,244945883,244946215,6,332
chr1,244951807,244951873,5,66
chr1,244969731,244971290,77,1559
chr1,245081456,245081561,5,105
chr1,245109506,245109779,5,273
chr1,245129700,245129877,5,177
chr1,245153171,245156908,169,3737
chr1,245202684,245202797,6,113
chr1,245212496,245212787,8,291
chr1,245217669,245219231,7,1562
chr1,245229509,245230089,7,580
chr1,245257945,245258874,7,929
chr1,245303246,245303291,5,45
chr1,245362269,245362394,5,125
chr1,245366929,245367068,5,139
chr1,245418183,245418568,8,385
chr1,245441537,245442318,8,781
chr1,245464903,245465556,12,653
chr1,245488526,245489083,5,557
chr1,245527388,245527791,7,403
chr1,245552715,245552875,5,160
chr1,245565491,245565606,6,115
chr1,245577897,245577997,5,100
chr1,245590204,245590333,14,129
chr1,245592003,245592152,6,149
chr1,245605454,245606429,11,975
chr1,245609394,245610100,13,706
chr1,245685238,245689013,84,3775
chr1,245745544,245745799,5,255
chr1,246002155,246002277,7,122
chr1,246088323,246088466,5,143
chr1,246101776,246102600,5,824
chr1,246147075,246148064,17,989
chr1,246185339,246185554,7,215
chr1,246506559,246507274,20,715
chr1,246516265,246516326,6,61
chr1,246565636,246566938,51,1302
chr1,246607374,246607937,10,563
chr1,246615276,246615376,8,100
chr1,246689820,246690139,5,319
chr1,246699313,246699392,6,79
chr1,246703536,246703821,8,285
chr1,246724047,246724646,33,599
chr1,246775849,246776194,7,345
chr1,246788616,246789295,33,679
chr1,246791828,246792159,7,331
chr1,246795042,246795203,6,161
chr1,246796246,246796441,7,195
chr1,246805615,246805810,5,195
chr1,246834535,246835057,6,522
chr1,246931291,246932250,75,959
chr1,246944478,246944623,6,145
chr1,246945723,246945907,5,184
chr1,246971875,246972613,5,738
chr1,246992024,246992080,6,56
chr1,247007651,247008036,18,385
chr1,247078391,247078971,32,580
chr1,247090523,247091204,8,681
chr1,247100567,247100898,6,331
chr1,247104072,247106372,29,2300
chr1,247110878,247112506,63,1628
chr1,247115343,247115762,10,419
chr1,247127706,247127840,5,134
chr1,247210505,247210706,9,201
chr1,247278522,247278804,7,282
chr1,247285349,247286554,9,1205
chr1,247288848,247289155,6,307
chr1,247300865,247301097,15,232
chr1,247329214,247329292,7,78
chr1,247331052,247333151,89,2099
chr1,247347910,247348261,19,351
chr1,247371844,247373890,43,2046
chr1,247426706,247426822,5,116
chr1,247518206,247518311,15,105
chr1,247530849,247531836,30,987
chr1,247639437,247640303,15,866
chr1,247663568,247663658,5,90
chr1,247837366,247837601,5,235
chr1,247850419,247850714,6,295
chr1,247856744,247857701,64,957
chr1,247895685,247896142,8,457
chr1,247936926,247937170,10,244
chr1,248691635,248692049,12,414
chr1,248825669,248826339,15,670
chr1,248838256,248839985,60,1729
chr1,248847686,248847939,18,253
chr1,248858295,248859209,34,914
chr1,248872774,248874296,52,1522
chr1,248906234,248906305,17,71
chr1,248917335,248918358,8,1023
chr2,10748,11969,18,1221
chr2,45448,46998,97,1550
chr2,91013,91076,6,63
chr2,160260,160351,5,91
chr2,193563,194057,5,494
chr2,263509,265237,33,1728
chr2,287553,290336,121,2783
chr2,317452,317648,9,196
chr2,382080,383328,12,1248
chr2,388333,388418,6,85
chr2,397600,397730,5,130
chr2,423913,424496,5,583
chr2,426058,426276,10,218
chr2,439085,440144,6,1059
chr2,443323,443438,5,115
chr2,444736,444865,6,129
chr2,467034,468423,48,1389
chr2,496038,496281,11,243
chr2,522244,522518,13,274
chr2,525436,525790,10,354
chr2,557474,557820,10,346
chr2,573820,574023,5,203
chr2,583325,583548,10,223
chr2,601243,601453,5,210
chr2,602623,602826,6,203
chr2,620777,621940,32,1163
chr2,628366,628958,5,592
chr2,636122,636992,49,870
chr2,676702,677378,35,676
chr2,708511,709367,12,856
chr2,719836,721275,7,1439
chr2,731094,731839,6,745
chr2,742158,742427,7,269
chr2,763522,763626,6,104
chr2,771729,772613,11,884
chr2,777136,777293,11,157
chr2,794744,796858,20,2114
chr2,816987,817164,6,177
chr2,818492,819367,14,875
chr2,835220,835966,6,746
chr2,871141,871433,11,292
chr2,880126,880321,14,195
chr2,920910,922271,13,1361
chr2,927597,927674,6,77
chr2,950142,951454,57,1312
chr2,1081702,1082796,9,1094
chr2,1104174,1104983,6,809
chr2,1133861,1133941,6,80
chr2,1233486,1234237,9,751
chr2,1262573,1262792,12,219
chr2,1267568,1267741,9,173
chr2,1287577,1287614,5,37
chr2,1318791,1318920,5,129
chr2,1339908,1340244,9,336
chr2,1425295,1425529,6,234
chr2,1437247,1438185,7,938
chr2,1476912,1477967,34,1055
chr2,1493597,1494472,11,875
chr2,1495739,1496708,5,969
chr2,1502886,1502987,5,101
chr2,1511851,1512126,5,275
chr2,1549061,1549476,10,415
chr2,1550996,1551097,6,101
chr2,1557727,1559922,23,2195
chr2,1584262,1585572,22,1310
chr2,1586753,1587292,10,539
chr2,1590679,1592002,11,1323
chr2,1598440,1599108,8,668
chr2,1600260,1600640,8,380
chr2,1605242,1606227,11,985
chr2,1625342,1625384,6,42
chr2,1643391,1643516,13,125
chr2,1647183,1649699,26,2516
chr2,1653747,1653972,5,225
chr2,1676655,1676747,6,92
chr2,1685191,1686091,6,900
chr2,1691513,1692421,7,908
chr2,1705088,1705168,6,80
chr2,1713353,1715556,16,2203
chr2,1720839,1720989,7,150
chr2,1728975,1729306,5,331
chr2,1737006,1737238,10,232
chr2,1738971,1740140,10,1169
chr2,1742572,1745198,111,2626
chr2,1746200,1747538,15,1338
chr2,1751027,1751705,7,678
chr2,1759340,1759656,10,316
chr2,1792551,1793578,6,1027
chr2,1796797,1798399,20,1602
chr2,1811594,1811827,9,233
chr2,1813006,1814490,27,1484
chr2,1816339,1818669,30,2330
chr2,1824666,1824768,6,102
chr2,1832637,1833700,6,1063
chr2,1835608,1835916,6,308
chr2,1839306,1839450,11,144
chr2,1841354,1841629,5,275
chr2,1842797,1842978,9,181
chr2,1868913,1869437,6,524
chr2,1871362,1871610,5,248
chr2,1874094,1875160,5,1066
chr2,1880182,1880430,6,248
chr2,1889275,1889513,7,238
chr2,1900902,1901323,8,421
chr2,1912008,1912070,7,62
chr2,1922359,1922638,7,279
chr2,1929202,1929250,6,48
chr2,1942322,1943101,8,779
chr2,1976273,1976416,5,143
chr2,1995264,1996166,13,902
chr2,2121229,2121264,5,35
chr2,2169579,2169749,5,170
chr2,2185456,2186340,50,884
chr2,2270888,2271016,6,128
chr2,2291814,2291990,7,176
chr2,2324451,2324668,6,217
chr2,2331213,2331441,7,228
chr2,2411089,2411268,7,179
chr2,2467939,2468548,8,609
chr2,2507588,2507688,5,100
chr2,2543376,2544120,8,744
chr2,2565720,2565875,6,155
chr2,2568628,2569681,6,1053
chr2,2571682,2572054,5,372
chr2,2580650,2581310,5,660
chr2,2629379,2629764,11,385
chr2,2663526,2663883,7,357
chr2,2665867,2666049,6,182
chr2,2668711,2669507,7,796
chr2,2695768,2696913,7,1145
chr2,2704065,2705407,9,1342
chr2,2712198,2713104,6,906
chr2,2717581,2717849,6,268
chr2,2743731,2743877,5,146
chr2,2748306,2749509,5,1203
chr2,2751116,2751261,11,145
chr2,2762883,2764135,12,1252
chr2,2769697,2770242,5,545
chr2,2787426,2787831,9,405
chr2,2808015,2808512,5,497
chr2,2834090,2834383,6,293
chr2,2850332,2850729,7,397
chr2,2861801,2861941,6,140
chr2,2875577,2875720,5,143
chr2,2894080,2894367,11,287
chr2,2919700,2920386,6,686
chr2,2921555,2921914,5,359
chr2,3030645,3030733,6,88
chr2,3052999,3053186,8,187
chr2,3059477,3060746,22,1269
chr2,3128900,3128948,5,48
chr2,3145443,3145596,7,153
chr2,3147245,3147805,16,560
chr2,3223964,3224900,8,936
chr2,3238850,3238979,5,129
chr2,3282223,3282588,8,365
chr2,3287420,3287639,6,219
chr2,3303451,3303827,9,376
chr2,3313939,3314236,13,297
chr2,3322743,3323256,7,513
chr2,3327028,3327276,9,248
chr2,3348737,3348972,8,235
