"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","87/1947","454/21069",3.58441675301873e-11,2.69651785612638e-09,1.90471860433082e-09,"TENM1/BID/HSPA5/FSCN1/CAPZB/SSH1/PLEKHG2/EP300/FERMT1/HCK/MAPRE1/RIOK3/CORO1A/COTL1/MEFV/PIEZO1/VPS18/TGFB1/NAPA/CARD8/MTPN/DKK1/CSF3/PFN1/CRYAB/VEGFA/DBN1/PLEK/CAPZA1/PTK2B/NCKAP1L/HJURP/VASP/RAP1B/TICAM1/SNX9/ARPC1B/RAF1/H3-3B/LCP1/TLR4/SORL1/SPTBN5/TMOD3/SSH2/RALB/DAAM2/MSN/MMP3/BCL2L11/CYRIB/ASAP1/GBP5/NRG1/PINK1/NPHS1/ARPC5/H3-3A/CDC42EP3/ARPC2/PRKCD/STXBP5/SYK/ABCA1/ARF6/PTGER4/CLEC7A/MYD88/TLR6/GBA1/GRB2/MYADM/HCLS1/FES/C15orf62/MMP1/SRC/SVIL/CYRIA/PLCG2/FCHSD1/CAPZA2/TMSB4X/DDX3X/FNIP1/TNF/TWF2",87
"GO:0006022","GO:0006022","aminoglycan metabolic process","40/1947","140/21069",4.99779450889693e-11,3.71502725161338e-09,2.62415526219024e-09,"PGLYRP1/ST3GAL1/CD44/CHI3L2/NDST1/HMMR/HAS3/XYLT1/CEMIP/TGFB1/HAS1/NFKB1/ST3GAL4/DSE/PDGFRB/HS3ST2/TNFAIP6/HS3ST3B1/IL1B/CHSY1/CHIT1/LYVE1/CEMIP2/EDNRB/GALNT5/FGF2/CHST7/CSGALNACT1/ST3GAL2/B4GALT5/PGLYRP3/PGLYRP4/CSGALNACT2/HAS2/CHST11/HPSE/CHST2/B3GNT8/CHST15/B3GNT6",40
"GO:0008544","GO:0008544","epidermis development","79/1947","399/21069",5.56709259034998e-11,4.08952072166415e-09,2.88868333790296e-09,"CYP26B1/WAS/PRKCH/LAMA3/COL17A1/FOSL2/TGM1/STK4/FERMT1/CNFN/GSDME/DKK1/CYP27B1/GLI1/VDR/PPARD/IL1A/KLF7/PPL/CSTA/INHBA/SNAI1/EREG/ZFP36/KRT17/FLOT2/SPINK5/FST/EMP1/SCEL/KLF4/FGF2/EPHA2/CRABP2/PIP5K1A/NOTCH1/LATS2/CERS3/CD109/GRHL3/IL20/IVL/SPRR3/SPRR2D/TMC1/AQP3/SPINT1/KLK5/EVPL/ADAM9/MAP2K1/KLK7/SPRR1B/SPRR1A/CLIC4/BNC1/KRT78/KRT6C/KRT4/OVOL1/RELA/HPSE/SFN/ZBED2/CALML5/MAFF/KRT6B/ZFP36L1/KRT16/KRT14/SPRR2B/LAMB3/MAFG/SPRR2E/LIPN/MAFB/KRT6A/TNF/SPRR2F",79
"GO:0032943","GO:0032943","mononuclear cell proliferation","80/1947","407/21069",6.11256680809548e-11,4.43800780811025e-09,3.13484148420074e-09,"BTK/TYROBP/CD22/BID/SLC11A1/TNFRSF1B/TNFRSF9/FCGR2B/PTPRC/IL12RB1/SOS2/ELF4/TNFSF13B/CORO1A/RIPK2/LILRB1/RASAL3/CLC/JAK3/PIK3CG/TNFSF8/DOCK8/VSIR/BST1/PTPN6/BCL6/CD86/IL1A/SLAMF1/ARG1/CD274/TMEM131L/SASH3/NCKAP1L/CDKN1A/IL1B/TNFSF9/TNFSF14/TICAM1/RAC2/LILRB2/CD180/DOCK2/HAVCR2/IL10/TLR4/MSN/VSIG4/PLA2G2F/ZBTB7B/NCSTN/MNDA/PRKCD/SYK/CD300A/CCDC88B/INPP5D/GPR183/PTEN/CEBPB/MYD88/STAT5B/CLCF1/GAPT/TBK1/CSF1/IRS2/LILRB4/TNFRSF4/CD55/IL27/PELI1/PNP/CR1/FCGR3A/AGER/AIF1/LST1/LYN/RASSF5",80
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","43/1947","159/21069",6.84213146045114e-11,4.9106056136847e-09,3.46866676579434e-09,"FGR/GAB2/SPI1/RAB27A/FCGR2B/STXBP2/IL4R/CEACAM1/RPH3A/UNC13D/HMOX1/STX4/VPS18/RAB3D/P2RX1/GNAI2/RAP1A/CNR1/NCKAP1L/IL13RA2/RAP1B/ADGRE2/RAC2/SYT11/PRAM1/MICAL1/RAB5A/NOTCH1/ITGB2/F2RL1/STXBP5/SYK/PRKCB/CD300A/PTAFR/ITGAM/GATA2/FES/LAMP1/LRRK2/CD177/LYN/DOC2B",43
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","54/1947","228/21069",7.11061339550461e-11,4.98861461140795e-09,3.52376938227845e-09,"BTK/TYROBP/ACTB/IL4R/PTPRC/TESC/IL12RB1/RIPK2/TGFB1/VSIR/ZMIZ1/NEDD9/CD83/VNN1/BCL6/CD86/IL1RL2/ID2/GPR68/SASH3/NCKAP1L/TNFSF9/LILRB2/RARA/TESPA1/HLX/IL10/DUSP10/NFKBIZ/IL2RG/ADAM8/ZBTB7B/NLRP3/IL20/CCR1/SYK/NFKBID/RHOH/INPP5D/FOS/TRIB1/STAT5B/EGR3/HCLS1/FES/CSF1/ZFP36L1/EVI2B/LILRB4/PNP/CR1/AGER/TNF/PIK3R6",54
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","54/1947","228/21069",7.11061339550461e-11,4.98861461140795e-09,3.52376938227845e-09,"BTK/TYROBP/ACTB/IL4R/PTPRC/TESC/IL12RB1/RIPK2/TGFB1/VSIR/ZMIZ1/NEDD9/CD83/VNN1/BCL6/CD86/IL1RL2/ID2/GPR68/SASH3/NCKAP1L/TNFSF9/LILRB2/RARA/TESPA1/HLX/IL10/DUSP10/NFKBIZ/IL2RG/ADAM8/ZBTB7B/NLRP3/IL20/CCR1/SYK/NFKBID/RHOH/INPP5D/FOS/TRIB1/STAT5B/EGR3/HCLS1/FES/CSF1/ZFP36L1/EVI2B/LILRB4/PNP/CR1/AGER/TNF/PIK3R6",54
"GO:0071496","GO:0071496","cellular response to external stimulus","72/1947","351/21069",7.44625537475283e-11,5.16604650666185e-09,3.64910058715957e-09,"LAMP2/HSPA5/CNN2/TNFRSF1A/ATP2B1/PTGS2/PTPRC/MAP3K1/HMOX1/TLR8/STK24/SLC7A5/PIEZO1/TNFRSF10A/PLIN3/MTPN/ENG/PPP1R9B/NFKB1/CBL/CYP27B1/LTBR/VDR/CPEB4/NFE2L2/GADD45A/RRAGC/TNFRSF10B/TNFRSF8/CDKN1A/IL1B/TNFSF14/SESN2/SLC38A2/STK26/DSC2/TLR4/PIM1/CASP1/CASP5/FGF2/GABARAPL1/MAP1LC3B/PMAIP1/BCL10/RALB/PLIN2/BMP6/NR4A2/FLCN/CDA/ZC3H12A/AQP3/MN1/FOS/PPM1D/PTGER4/MYD88/LPL/FOSL1/GBA1/FES/UPP1/SP1/PDE2A/LRRK2/AIF1/SIPA1/FNIP1/LYN/MAP1LC3B2/ITGB3",72
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","41/1947","148/21069",8.34152429586699e-11,5.72356897839488e-09,4.04291345282622e-09,"SPI1/EDN1/RIN3/CCL7/CCL2/BST1/NEDD9/VEGFA/SLAMF1/PADI2/DUSP1/PTK2B/NCKAP1L/TNFAIP6/GPR18/TNFSF14/RAC2/MPP1/C5AR2/CCN3/THBS1/CYP19A1/PLA2G7/IL6R/CCR1/F2RL1/GREM1/CXCL8/FPR2/C3AR1/OXSR1/CXCR2/CSF1/S100A14/C5AR1/AIF1/GPSM3/LYN/MMP28/CCL4/CCL3",41
"GO:0050920","GO:0050920","regulation of chemotaxis","59/1947","263/21069",9.8594933852616e-11,6.6915952932145e-09,4.72669076478789e-09,"SPI1/EDN1/PPM1F/RIN3/STX4/TGFB1/CCL7/CCL2/BST1/NEDD9/VEGFA/PDGFRB/SLAMF1/PADI2/DUSP1/PTK2B/CXCR4/NCKAP1L/TNFAIP6/GPR18/TNFSF14/RAC2/MPP1/C5AR2/CCN3/THBS1/CYP19A1/SEMA7A/FGF2/PLA2G7/NOTCH1/CYRIB/IL6R/CCR1/F2RL1/STX3/GREM1/SEMA6B/CXCL8/GPR183/S1PR1/FPR2/C3AR1/OXSR1/CXCR2/CSF1/SEMA4D/S100A14/SEMA4A/C5AR1/SUCNR1/AGER/AIF1/TMSB4X/GPSM3/LYN/MMP28/CCL4/CCL3",59
"GO:0017157","GO:0017157","regulation of exocytosis","54/1947","230/21069",1.01036019297881e-10,6.78353660748354e-09,4.79163464468729e-09,"FGR/GAB2/SPI1/RAB27A/FCGR2B/RAB7A/STXBP2/IL4R/CEACAM1/RAB21/RPH3A/UNC13D/HMOX1/SYTL4/STX4/VPS18/RAB3D/SEPTIN4/P2RX1/GNAI2/SDC1/RAP1A/CNR1/NCKAP1L/IL13RA2/RAB9A/RAP1B/ADGRE2/RAC2/SYT11/PRAM1/MICAL1/SDCBP/RAB5A/NOTCH1/ITGB2/F2RL1/STXBP5/SYK/RAB8B/PRKCB/RAB8A/CD300A/PTAFR/ITGAM/RAB33B/SMCR8/GATA2/FES/LAMP1/LRRK2/CD177/LYN/DOC2B",54
"GO:0050866","GO:0050866","negative regulation of cell activation","62/1947","285/21069",1.27602271377215e-10,8.45875501647388e-09,5.97494580380754e-09,"FGR/PGLYRP1/BTK/TYROBP/GRN/SPI1/FCGR2B/PAG1/IL4R/CST7/CEACAM1/PTPRC/HMOX1/BPI/SMAD7/LILRB1/JAK3/VSIR/SH2B3/PTPN6/BCL6/CD86/ID2/CNR1/TNFAIP3/ARG1/CD274/TMEM131L/INHBA/NCKAP1L/IL13RA2/LILRB2/SYT11/HAVCR2/SERPINE2/HLX/IL10/SAMSN1/VSIG4/PLA2G2F/PGLYRP3/ZBTB7B/LAPTM5/TNFAIP8L2/MNDA/ZC3H12A/PRKCD/IL31RA/CD300A/INPP5D/PTEN/CEBPB/C1QTNF1/THBD/CD300LF/LILRB4/PELI1/CR1/LST1/LYN/RASSF5/MILR1",62
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","80/1947","413/21069",1.28696625010413e-10,8.45875501647388e-09,5.97494580380754e-09,"ALOX5/CD44/ACTB/IL4R/PTPRC/IL12RB1/LGALS1/SIRPB1/TNFSF13B/CORO1A/NFAT5/CSK/RIPK2/LILRB1/RASAL3/JAK3/CAV1/DOCK8/VSIR/MAP3K8/ZMIZ1/CCL2/ST3GAL4/PTPN6/CD83/VNN1/BCL6/CD86/IL1A/IL1RL2/SLAMF1/NR4A3/CD274/PIK3CA/SASH3/NCKAP1L/IL1B/TNFSF9/TNFSF14/FCHO1/LILRB2/RARA/FLOT2/ETS1/HAVCR2/TESPA1/HLX/VAV1/BCL10/ABL2/DUSP10/NFKBIZ/IL2RG/ADAM8/CYRIB/ITGB2/ZBTB7B/NLRP3/SYK/NFKBID/CCDC88B/RHOH/PTAFR/HAS2/RELA/STAT5B/CHST2/EGR3/FUT7/LILRB4/CD55/SRC/SIRPA/PNP/CR1/AGER/AIF1/TNF/LYN/PIK3R6",80
"GO:0007265","GO:0007265","Ras protein signal transduction","77/1947","392/21069",1.44419651103864e-10,9.31868532702188e-09,6.58236817158732e-09,"WAS/CUL3/RASGRP2/MAP4K4/ARHGEF1/RAB21/ARHGAP4/MYO9B/CRKL/CYTH4/SOS2/RASAL3/DENND3/PIK3CG/TNFAIP1/CBL/RASAL1/ARHGDIB/RAB35/PDGFRB/BCL6/RAP1A/ARHGEF2/GNA13/ARAP3/CDK2/RAB9A/RAP2C/CDKN1A/GPR18/RAP1B/RAC2/STARD8/RAF1/FLOT1/SDCBP/FGF2/GPR65/ARHGDIA/ABL2/RIT1/RALB/PLK2/DOK3/NOTCH1/ITGB1/FLCN/ELMO1/RASA2/TIAM1/NRG1/RGL4/SQSTM1/CDC42EP3/F2RL1/ABCA1/ARF6/MAPRE2/CRK/RHOH/COL3A1/AKAP13/RASGRP4/RAB33B/CFL1/RHOG/GPR4/GRB2/RAP2B/P2RY8/CSF1/C15orf62/SRC/CDC42SE1/DENND4B/AIF1/TAX1BP3",77
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","89/1947","481/21069",1.44764970647201e-10,9.31868532702188e-09,6.58236817158732e-09,"PLAUR/ALOX5/CD44/FSTL3/ACTB/IL4R/PTPRC/IL12RB1/LGALS1/SIRPB1/SMAD7/TNFSF13B/CORO1A/NFAT5/PIEZO1/CSK/RIPK2/LILRB1/RASAL3/JAK3/CAV1/DOCK8/VSIR/MAP3K8/ZMIZ1/CCL2/ST3GAL4/PTPN6/CD83/VNN1/BCL6/CD86/IL1A/IL1RL2/SLAMF1/NR4A3/CD274/PIK3CA/SASH3/NCKAP1L/IL1B/TNFSF9/TNFSF14/FCHO1/LILRB2/RARA/EMILIN2/FLOT2/ETS1/ADAM19/HAVCR2/TESPA1/HLX/IL10/FLOT1/VAV1/BCL10/ABL2/DUSP10/NFKBIZ/IL2RG/ADAM8/CYRIB/ITGB2/ZBTB7B/NLRP3/CITED2/SYK/NFKBID/CCDC88B/RHOH/PTAFR/HAS2/RELA/STAT5B/CHST2/EGR3/FUT7/LILRB4/CD55/SRC/SIRPA/PNP/CR1/AGER/AIF1/TNF/LYN/PIK3R6",89
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","38/1947","133/21069",1.50925112445877e-10,9.51895355668744e-09,6.72383010258612e-09,"BTK/TYROBP/IFNGR1/PSEN1/PTPRC/RIPK2/IL1A/ARHGEF2/MMP8/TNFRSF8/SASH3/FRMD8/TICAM1/HAVCR2/TLR4/TLR2/THBS1/PTPRJ/LY96/MAPKAPK2/SYK/CYBB/STAT3/PTAFR/CD14/CLEC7A/MYD88/TLR1/LPL/LILRA5/LRRK2/ARID5A/PLCG2/FCGR3A/AGER/ORM1/LILRA2/CCL3",38
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","38/1947","133/21069",1.50925112445877e-10,9.51895355668744e-09,6.72383010258612e-09,"PRDM1/BCL3/IL4R/IL12RB1/SMAD7/RIPK2/RELB/JAK3/TNFSF8/CD83/BCL6/CD86/IL18R1/SASH3/NCKAP1L/GPR18/RARA/CTSL/HLX/IRF4/NFKBIZ/IL2RG/BATF/ZBTB7B/IL6R/NLRP3/ZC3H12A/SYK/NFKBID/STAT3/GPR183/JUNB/PTGER4/FUT7/LILRB4/SEMA4A/IL27/PNP",38
"GO:0046651","GO:0046651","lymphocyte proliferation","78/1947","400/21069",1.57703336565611e-10,9.83568997416083e-09,6.94756077273911e-09,"BTK/TYROBP/CD22/BID/SLC11A1/TNFRSF1B/TNFRSF9/FCGR2B/PTPRC/IL12RB1/SOS2/ELF4/TNFSF13B/CORO1A/RIPK2/LILRB1/RASAL3/CLC/JAK3/PIK3CG/TNFSF8/DOCK8/VSIR/BST1/PTPN6/BCL6/CD86/IL1A/SLAMF1/ARG1/CD274/TMEM131L/SASH3/NCKAP1L/CDKN1A/IL1B/TNFSF9/TNFSF14/TICAM1/RAC2/LILRB2/CD180/DOCK2/HAVCR2/IL10/TLR4/MSN/VSIG4/PLA2G2F/ZBTB7B/NCSTN/MNDA/PRKCD/SYK/CD300A/CCDC88B/INPP5D/GPR183/PTEN/CEBPB/MYD88/STAT5B/CLCF1/GAPT/IRS2/LILRB4/TNFRSF4/CD55/IL27/PELI1/PNP/CR1/FCGR3A/AGER/AIF1/LST1/LYN/RASSF5",78
"GO:0006801","GO:0006801","superoxide metabolic process","28/1947","79/21069",1.59540565575936e-10,9.83568997416083e-09,6.94756077273911e-09,"MPO/TYROBP/GNAI3/CYB5R4/EDN1/NCF4/TGFB1/BST1/SOD2/GNAI2/NFE2L2/NCF2/PREX1/GCH1/NCF1/ITGB2/PRKCD/F2RL1/SYK/CYBB/NCF1C/ITGAM/FPR2/CLEC7A/NRROS/SH3PXD2B/NCF1B/CD177",28
"GO:0050878","GO:0050878","regulation of body fluid levels","83/1947","437/21069",1.60672706176234e-10,9.83568997416083e-09,6.94756077273911e-09,"CYP26B1/PLAUR/WAS/RAB27A/ACTB/FAP/EDN1/CEACAM1/MYH9/HIF1A/PROCR/MYL12A/PLAT/KCNN4/PIK3CG/CAV1/P2RX1/ST3GAL4/HPS5/VWF/SH2B3/VDR/PTPN6/MAPK14/VEGFA/GNAI2/PLEK/NFE2L2/GNA13/SOCS2/PIK3CA/PLAU/NFE2/EMILIN2/SERPINE2/EDNRB/KLF4/TLR4/TLN1/THBS1/ENTPD1/VAV1/SLC6A3/ADM/FERMT3/SLC7A11/FLI1/GRHL3/XDH/GPAT4/FCER1G/HK2/ZBTB7B/PRKCD/ANXA5/F2RL1/SPINK1/SYK/AQP3/COL3A1/HAS2/JMJD1C/HPSE/STAT5B/C1QTNF1/NLRP6/P2RY2/SFN/GBA1/THBD/ALOXE3/RAP2B/KRT16/FLNA/SRC/SERPINA1/SERPINB2/PLCG2/TMPRSS11F/F5/MPIG6B/LYN/ITGB3",83
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","32/1947","100/21069",1.71251749891865e-10,1.03815138478136e-08,7.33311018954433e-09,"BCL3/IL4R/IL12RB1/SMAD7/RIPK2/RELB/JAK3/CD83/BCL6/CD86/IL18R1/SASH3/NCKAP1L/RARA/CTSL/HLX/IRF4/NFKBIZ/IL2RG/BATF/ZBTB7B/IL6R/NLRP3/ZC3H12A/NFKBID/STAT3/GPR183/JUNB/PTGER4/FUT7/SEMA4A/IL27",32
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","70/1947","343/21069",1.73075142814886e-10,1.03911653051553e-08,7.33992761532767e-09,"CUL3/MAP4K4/ARHGAP10/ARHGAP15/ARHGEF1/GMIP/ARHGAP4/MYO9B/CYTH4/SOS2/RASAL3/DENND3/PIK3CG/DOCK8/TNFAIP1/CBL/RASAL1/ARHGDIB/PDGFRB/BCL6/ARHGEF2/SIPA1L2/GNA13/ARAP3/ARHGAP9/PREX1/GPR18/PLEKHG3/FGD3/STARD8/RAF1/RAP1GAP2/DOCK2/FLOT1/FGD4/GPR65/ARHGDIA/VAV1/ABL2/ARHGAP26/NOTCH1/ITGB1/CYRIB/FLCN/RASA2/TIAM1/NRG1/SQSTM1/ARHGAP25/F2RL1/TAGAP/ABCA1/ARF6/ARHGEF40/MAPRE2/CRK/COL3A1/AKAP13/RASGRP4/GPR4/ARHGAP45/P2RY8/CSF1/ARHGAP30/ARAP1/RELN/SRC/CDC42SE1/DENND4B/SIPA1",70
"GO:0052548","GO:0052548","regulation of endopeptidase activity","91/1947","498/21069",1.7773070662875e-10,1.0569052687523e-08,7.46558055914248e-09,"CFLAR/PLAUR/BID/HGF/SERPINB1/BIRC3/CD44/TIMP2/PTGS2/PICALM/CST7/NLRC4/PPM1F/TIMP3/MMP9/RENBP/TIMP1/MEFV/RIPK2/CARD8/VSIR/P2RX1/CRYAB/GAPDH/VEGFA/APAF1/CSTA/PI3/SEMG1/TNFSF14/HIP1/CDKN2D/RHBDF2/RAF1/PPARG/SPINK5/AKIRIN2/MICAL1/SERPINE2/KLF4/SORL1/CASP1/THBS1/FURIN/ARRB2/PMAIP1/NLRP12/BCL10/S100A8/SPINK7/BCL2L11/CD109/XDH/LAPTM5/NLRP3/NCSTN/S100A9/AIM2/SPINK1/SYK/SPINT1/SERPINB7/SERPINB8/A2ML1/NLRP7/STAT3/PRELID1/SERPINB9/CLEC7A/NLRP6/SFN/RPS6KA3/SPINK6/PAK2/ST20/TNFSF15/SERPINA3/SRC/SERPINA1/SERPINB2/SERPINB13/ASPH/CR1/AGER/CARD16/SERPINB5/DDX3X/FNIP1/TNF/NAIP/LYN",91
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","77/1947","394/21069",1.85462287335879e-10,1.08297412169442e-08,7.64972111315218e-09,"FGR/BTK/TYROBP/WAS/TNFRSF1B/GAB2/SPI1/FCGR2B/PVR/STXBP2/IL4R/CEACAM1/PTPRC/ICAM1/UNC13D/IL12RB1/HMOX1/SMAD7/STX4/FCER2/LILRB1/CLC/TGFB1/JAK3/SUPT6H/PTPN6/BCL6/IL1R1/IL18R1/SLAMF1/ARG1/SASH3/NCKAP1L/IL13RA2/C4BPA/CXCL6/IL1B/ADGRE2/TICAM1/RAC2/PRAM1/HAVCR2/IL10/TLR4/SLC15A4/ARRB2/VAV1/FCGR1A/CYRIB/ITGB2/NLRP3/F2RL1/SYK/DDX21/CRK/CD300A/PTAFR/ITGAM/SERPINB9/CLEC7A/STAT5B/CLCF1/GATA2/FUT7/FES/LAMP1/LILRB4/NCR1/CD55/ARID5A/PLCG2/CR1/AGER/CD177/TNF/LYN/PIK3R6",77
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","73/1947","365/21069",1.8558332963053e-10,1.08297412169442e-08,7.64972111315218e-09,"BTK/TYROBP/CD22/BID/TNFRSF1B/TNFRSF9/CNN2/FCGR2B/PTPRC/IL12RB1/CSF2RB/SOS2/TNFSF13B/CORO1A/RIPK2/LILRB1/RASAL3/CLC/JAK3/TNFSF8/VSIR/BST1/PTPN6/BCL6/CD86/IL1A/SLAMF1/TNFAIP3/ARG1/CD274/TMEM131L/SASH3/NCKAP1L/CDKN1A/IL1B/TNFSF9/TICAM1/RAC2/LILRB2/HAVCR2/IL10/TLR4/VSIG4/PLA2G2F/ZBTB7B/MNDA/SYK/GREM1/CD300A/CCDC88B/INPP5D/GPR183/PTEN/CEBPB/MYD88/STAT5B/CLCF1/CSF1/IRS2/LILRB4/TNFRSF4/CD55/IL27/PELI1/CSF2RA/PNP/CR1/FCGR3A/AGER/AIF1/LST1/LYN/RASSF5",73
"GO:0042554","GO:0042554","superoxide anion generation","21/1947","47/21069",2.02486257535166e-10,1.17067054819405e-08,8.26917562448681e-09,"TYROBP/GNAI3/EDN1/NCF4/TGFB1/SOD2/GNAI2/NCF2/NCF1/ITGB2/PRKCD/F2RL1/SYK/CYBB/NCF1C/ITGAM/FPR2/CLEC7A/SH3PXD2B/NCF1B/CD177",21
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","27/1947","75/21069",2.24461453646257e-10,1.28581405189654e-08,9.08250594667132e-09,"CNN2/TNFRSF1A/PTGS2/MAP3K1/TLR8/PIEZO1/TNFRSF10A/MTPN/ENG/NFKB1/LTBR/GADD45A/TNFRSF10B/TNFRSF8/IL1B/TNFSF14/SLC38A2/TLR4/CASP1/CASP5/FGF2/BCL10/BMP6/PTGER4/MYD88/PDE2A/ITGB3",27
"GO:0009913","GO:0009913","epidermal cell differentiation","57/1947","255/21069",2.36333895466279e-10,1.34151713026495e-08,9.47597150242783e-09,"CYP26B1/PRKCH/FOSL2/TGM1/STK4/CNFN/GSDME/CYP27B1/GLI1/VDR/IL1A/KLF7/PPL/CSTA/EREG/ZFP36/KRT17/SPINK5/SCEL/KLF4/FGF2/EPHA2/PIP5K1A/NOTCH1/LATS2/CERS3/CD109/IL20/IVL/SPRR3/SPRR2D/TMC1/AQP3/KLK5/EVPL/ADAM9/MAP2K1/SPRR1B/SPRR1A/CLIC4/KRT78/KRT6C/KRT4/OVOL1/SFN/ZBED2/MAFF/KRT6B/ZFP36L1/KRT16/SPRR2B/MAFG/SPRR2E/LIPN/MAFB/KRT6A/SPRR2F",57
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","71/1947","353/21069",2.53249353683738e-10,1.41186514678684e-08,9.97288338284646e-09,"CREBBP/HSPA5/RAD51/CNN2/TNFRSF1A/PTGS2/MCOLN1/MAP3K20/MAP3K1/EP300/MMP9/TLR8/TIMP1/NFAT5/N4BP1/PIEZO1/TNFRSF10A/RELB/HAMP/MTPN/ENG/NFKB1/CRYAB/LTBR/MAPK14/ARHGEF2/GADD45A/GPR68/EGR1/TNFRSF10B/TNFRSF8/PIK3CA/CDKN1A/IL1B/TNFSF14/SLC38A2/TANK/TLR4/CASP1/CASP5/FGF2/SLC24A4/SLC12A6/BCL10/SDE2/MMP3/BMP6/MAPK13/BABAM2/NLRP3/PRKCD/PBK/PTAFR/LRRC8C/PTGER4/PTEN/MYD88/OXSR1/GRB2/AURKB/ST20/ZFP36L1/PDE2A/CLN3/MME/MMP1/RCSD1/CARD16/SIPA1/DDX3X/ITGB3",71
"GO:0104004","GO:0104004","cellular response to environmental stimulus","71/1947","353/21069",2.53249353683738e-10,1.41186514678684e-08,9.97288338284646e-09,"CREBBP/HSPA5/RAD51/CNN2/TNFRSF1A/PTGS2/MCOLN1/MAP3K20/MAP3K1/EP300/MMP9/TLR8/TIMP1/NFAT5/N4BP1/PIEZO1/TNFRSF10A/RELB/HAMP/MTPN/ENG/NFKB1/CRYAB/LTBR/MAPK14/ARHGEF2/GADD45A/GPR68/EGR1/TNFRSF10B/TNFRSF8/PIK3CA/CDKN1A/IL1B/TNFSF14/SLC38A2/TANK/TLR4/CASP1/CASP5/FGF2/SLC24A4/SLC12A6/BCL10/SDE2/MMP3/BMP6/MAPK13/BABAM2/NLRP3/PRKCD/PBK/PTAFR/LRRC8C/PTGER4/PTEN/MYD88/OXSR1/GRB2/AURKB/ST20/ZFP36L1/PDE2A/CLN3/MME/MMP1/RCSD1/CARD16/SIPA1/DDX3X/ITGB3",71
"GO:1903034","GO:1903034","regulation of response to wounding","46/1947","185/21069",3.25617990295378e-10,1.79925551451712e-08,1.27092629654181e-08,"PLAUR/ALOX5/GRN/SCARF1/FAP/EDN1/CEACAM1/FERMT1/STK24/PLAT/CAV1/ST3GAL4/SH2B3/HBEGF/NFE2L2/TNFAIP3/SPP1/CXCR4/PLAU/KLK8/EMILIN2/SERPINE2/IL10/KLF4/THBS1/FGF2/SIGLEC10/CERS2/PHLDB2/ITGB1/CD109/PRKCD/F2RL1/NDEL1/CRK/MAP2K1/PTEN/CLEC7A/HPSE/C1QTNF1/THBD/FLNA/SERPINB2/MIR221/TNF/INSL3",46
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","37/1947","131/21069",3.76201973794902e-10,2.06053081085559e-08,1.45548132059154e-08,"BTK/TYROBP/TLR8/RIPK2/IL1A/IL1RL2/ARHGEF2/MMP8/EREG/IL1B/TICAM1/LILRB2/AKIRIN2/IL36A/TLR4/TLR2/BCL10/MAPK13/IL6R/F2RL1/SYK/STAT3/PTAFR/CLEC7A/MYD88/TLR1/TLR6/LPL/IL17RA/LILRA5/IL1RAP/ARID5A/PLCG2/AGER/AIF1/TNF/LILRA2",37
"GO:0045229","GO:0045229","external encapsulating structure organization","73/1947","371/21069",4.00211349005905e-10,2.1382484966214e-08,1.51037816528603e-08,"CFLAR/MMP25/TNFRSF1B/COL17A1/TNFRSF1A/BCL3/FSCN1/NFKB2/FAP/COL5A3/ADAMTS2/NID2/TGM1/MMP9/FERMT1/HAS3/CRISPLD2/TGFB1/HAS1/HPN/CAV1/TGFBR1/ENG/MMP8/TGFBI/MMP19/LRP1/BMP2/COLGALT1/SPINK5/LOXL2/COL4A2/LCP1/ADAMTS7/CTSV/FLOT1/MMP13/SLC39A8/LUM/FURIN/ADAMTSL4/PHLDB2/NOTCH1/MMP3/ITGB1/ADAM8/ADAMTS1/NPHS1/MATN1/OLFML2B/PTX3/SPINT1/GREM1/KLK5/BMP1/COL3A1/KLK7/HAS2/SH3PXD2B/VWA1/COL18A1/COL4A1/NTNG2/MMP1/COL27A1/LAMB3/ERO1A/COL15A1/SERPINB5/TNF/ITGB3/MMP12/MMP28",73
