"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006289","GO:0006289","nucleotide-excision repair","7/981","95/21069",0.154041244901818,0.999999894544196,0.992232543098349,"MNAT1/SMARCE1/RPA3/BCL7A/CETN2/POLL/GTF2H5",7
"GO:0043967","GO:0043967","histone H4 acetylation","6/981","78/21069",0.155302253585269,0.999999894544196,0.992232543098349,"JADE1/MEAF6/APBB1/RUVBL1/RUVBL2/EP400",6
"GO:2000242","GO:2000242","negative regulation of reproductive process","6/981","78/21069",0.155302253585269,0.999999894544196,0.992232543098349,"TRIP13/OVGP1/EPPIN/SOD1/MAEL/NPR2",6
"GO:0009394","GO:0009394","2'-deoxyribonucleotide metabolic process","4/981","45/21069",0.156112832363325,0.999999894544196,0.992232543098349,"SAMHD1/NEIL1/AK9/NUDT16",4
"GO:0042462","GO:0042462","eye photoreceptor cell development","4/981","45/21069",0.156112832363325,0.999999894544196,0.992232543098349,"DZANK1/RPGRIP1L/RP1/BBS4",4
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","20/981","337/21069",0.159794305798701,0.999999894544196,0.992232543098349,"ACAT1/ADCY2/NDUFB7/NME3/NME5/NDUFA8/NDUFA2/AK7/NME7/PRPS1/ACSS1/AK9/NPR2/NDUFV3/NDUFS4/NUDT2/AK8/DCAKD/NME9/ADSS1",20
"GO:0048839","GO:0048839","inner ear development","13/981","205/21069",0.161302454131123,0.999999894544196,0.992232543098349,"MKS1/IFT88/MYO15A/IFT27/RPGRIP1L/SOBP/MYCL/SOD1/WDPCP/TTC8/STOX1/SLC44A4/STRC",13
"GO:0035315","GO:0035315","hair cell differentiation","5/981","62/21069",0.161451248043748,0.999999894544196,0.992232543098349,"MYCL/SOD1/WDPCP/SLC44A4/STRC",5
"GO:0000305","GO:0000305","response to oxygen radical","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"MT3/SOD1/NQO1",3
"GO:0010996","GO:0010996","response to auditory stimulus","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"MDK/KIAA0319/ATOH7",3
"GO:0015740","GO:0015740","C4-dicarboxylate transport","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"SLC25A14/SLC1A4/SLC25A10",3
"GO:0016226","GO:0016226","iron-sulfur cluster assembly","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"NUBPL/ISCA2/BOLA1",3
"GO:0021680","GO:0021680","cerebellar Purkinje cell layer development","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"AARS1/TTLL1/TTC21B",3
"GO:0031163","GO:0031163","metallo-sulfur cluster assembly","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"NUBPL/ISCA2/BOLA1",3
"GO:0042178","GO:0042178","xenobiotic catabolic process","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"CYP2C8/NR1I2/GSTM2",3
"GO:0046337","GO:0046337","phosphatidylethanolamine metabolic process","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"PLAAT2/ALOX15/PCYT2",3
"GO:0048207","GO:0048207","vesicle targeting, rough ER to cis-Golgi","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"TRAPPC2L/TRAPPC12/MAPK15",3
"GO:0048208","GO:0048208","COPII vesicle coating","3/981","30/21069",0.162053488989753,0.999999894544196,0.992232543098349,"TRAPPC2L/TRAPPC12/MAPK15",3
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","8/981","114/21069",0.162135989887621,0.999999894544196,0.992232543098349,"EFHC1/ROPN1B/ARL3/BBS4/ANK3/MAP9/DCDC1/EFHC2",8
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","4/981","46/21069",0.165116976368229,0.999999894544196,0.992232543098349,"SAMHD1/NEIL1/AK9/NUDT16",4
"GO:0019692","GO:0019692","deoxyribose phosphate metabolic process","4/981","46/21069",0.165116976368229,0.999999894544196,0.992232543098349,"SAMHD1/NEIL1/AK9/NUDT16",4
"GO:0044275","GO:0044275","cellular carbohydrate catabolic process","4/981","46/21069",0.165116976368229,0.999999894544196,0.992232543098349,"SORD/ABHD10/IDNK/TKFC",4
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","10/981","151/21069",0.167033671899064,0.999999894544196,0.992232543098349,"GIPR/GRK3/RPGRIP1L/GRK4/MRAP2/PLCE1/DYNLT1/ABHD6/TUB/GAS2L2",10
"GO:0006790","GO:0006790","sulfur compound metabolic process","21/981","359/21069",0.168284232710732,0.999999894544196,0.992232543098349,"XYLT2/ACAT1/GSTP1/PHGDH/NUDT7/SOD1/MAT1A/NUBPL/CHST9/ACSS1/EGFLAM/ISCA2/ACSF2/BOLA1/GSTA5/SLC25A10/SULT1C2/GSTM2/TSTD1/GSTA1/GSTA2",21
"GO:0046148","GO:0046148","pigment biosynthetic process","5/981","63/21069",0.169137450163265,0.999999894544196,0.992232543098349,"DCT/ATP5IF1/TMEM14B/PPOX/SLC25A38",5
"GO:0006266","GO:0006266","DNA ligation","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"APTX/MGMT",2
"GO:0014819","GO:0014819","regulation of skeletal muscle contraction","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"GSTM2/STRIT1",2
"GO:0021694","GO:0021694","cerebellar Purkinje cell layer formation","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"TTLL1/TTC21B",2
"GO:0030575","GO:0030575","nuclear body organization","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"WRAP53/DYRK3",2
"GO:0051299","GO:0051299","centrosome separation","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"KIF3B/MAP9",2
"GO:0051447","GO:0051447","negative regulation of meiotic cell cycle","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"TRIP13/NPR2",2
"GO:0090281","GO:0090281","negative regulation of calcium ion import","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"EPPIN/ACE",2
"GO:1902101","GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"CDC16/MAPK15",2
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"RUVBL1/RUVBL2",2
"GO:2000095","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"MKS1/SPEF1",2
"GO:2000232","GO:2000232","regulation of rRNA processing","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"BUD23/NUDT16",2
"GO:2001034","GO:2001034","positive regulation of double-strand break repair via nonhomologous end joining","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"KMT5C/WRAP53",2
"GO:2001212","GO:2001212","regulation of vasculogenesis","2/981","16/21069",0.169273466569041,0.999999894544196,0.992232543098349,"ASB4/HEY1",2
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","28/981","496/21069",0.169972468461183,0.999999894544196,0.992232543098349,"ACAT1/ADCY2/ABCC6/NDUFB7/NME3/ENO2/NME5/PDE8B/NDUFA8/ATP5IF1/NDUFA2/NUDT7/NME7/DLG2/ENPP3/ACSS1/AK9/LRGUK/NPR2/NDUFV3/NDUFS4/NUDT2/ACSF2/DCAKD/NME9/ZBTB20/ADSS1/ENO4",28
"GO:0043414","GO:0043414","macromolecule methylation","22/981","379/21069",0.17027204185874,0.999999894544196,0.992232543098349,"TFB1M/TARBP1/BUD23/SETD6/PRMT8/MYB/PRMT7/KMT5C/SKIC8/MAEL/SMYD2/DPY30/MGMT/DYDC1/COPRS/METTL23/SMYD3/SETD4/BCDIN3D/FAM47E/WDR5B/EEF1AKMT2",22
"GO:0007052","GO:0007052","mitotic spindle organization","10/981","152/21069",0.171881064732937,0.999999894544196,0.992232543098349,"EML1/NUDC/EFHC1/KIF3B/CEP126/MAP9/CEP97/EFHC2/TOGARAM2/SPICE1",10
"GO:0061351","GO:0061351","neural precursor cell proliferation","10/981","152/21069",0.171881064732937,0.999999894544196,0.992232543098349,"EML1/KIFAP3/PCM1/DCT/MDK/ORC3/APPL2/TMEM14B/DIXDC1/NF1",10
"GO:0008535","GO:0008535","respiratory chain complex IV assembly","3/981","31/21069",0.173610531803565,0.999999894544196,0.992232543098349,"SMIM4/COX14/COA5",3
"GO:0021522","GO:0021522","spinal cord motor neuron differentiation","3/981","31/21069",0.173610531803565,0.999999894544196,0.992232543098349,"IFT172/DYNC2H1/TCTN1",3
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","3/981","31/21069",0.173610531803565,0.999999894544196,0.992232543098349,"MT3/CAT/PRDX5",3
"GO:0097254","GO:0097254","renal tubular secretion","3/981","31/21069",0.173610531803565,0.999999894544196,0.992232543098349,"ATP6V0A4/SPX/ACE",3
"GO:2001032","GO:2001032","regulation of double-strand break repair via nonhomologous end joining","3/981","31/21069",0.173610531803565,0.999999894544196,0.992232543098349,"KMT5C/WRAP53/USP51",3
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","4/981","47/21069",0.174301673586034,0.999999894544196,0.992232543098349,"EEF2K/CALM2/ACE/NEK10",4
"GO:0042491","GO:0042491","inner ear auditory receptor cell differentiation","4/981","47/21069",0.174301673586034,0.999999894544196,0.992232543098349,"MYCL/SOD1/WDPCP/STRC",4
"GO:0046688","GO:0046688","response to copper ion","4/981","47/21069",0.174301673586034,0.999999894544196,0.992232543098349,"MT3/SORD/SOD1/AQP1",4
"GO:0006399","GO:0006399","tRNA metabolic process","14/981","227/21069",0.174381643062591,0.999999894544196,0.992232543098349,"TRIT1/TARBP1/ELP1/AARS1/GTF3C3/QRSL1/ANKRD16/ELP2/FARS2/TSEN2/SLFN13/POP5/GON7/BCDIN3D",14
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","14/981","227/21069",0.174381643062591,0.999999894544196,0.992232543098349,"ACAT1/DCT/PHGDH/HIBADH/NIT2/IVD/AZIN2/PYCR2/ADHFE1/MAT1A/DDAH1/NOXRED1/DDO/HOGA1",14
"GO:0060047","GO:0060047","heart contraction","16/981","265/21069",0.174755616397517,0.999999894544196,0.992232543098349,"ADRB1/SRI/TNNI3K/CCN2/POPDC2/TNNI3/SPX/CYP2J2/HCN4/SOD1/CALM2/CACNA1D/ACE/KCNH6/IRX3/GSTM2",16
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","6/981","81/21069",0.175526140701458,0.999999894544196,0.992232543098349,"ALDH3B1/MAOB/MT3/SORD/INPP5E/TKFC",6
"GO:0008016","GO:0008016","regulation of heart contraction","14/981","228/21069",0.178394080554365,0.999999894544196,0.992232543098349,"ADRB1/SRI/TNNI3K/CCN2/POPDC2/TNNI3/SPX/CYP2J2/HCN4/CALM2/CACNA1D/KCNH6/IRX3/GSTM2",14
"GO:0019722","GO:0019722","calcium-mediated signaling","14/981","228/21069",0.178394080554365,0.999999894544196,0.992232543098349,"LMCD1/NFATC2/NCALD/RCAN3/ADGRB2/PTGFR/TNNI3/PLCE1/CALM2/AKAP6/EFHB/CIB1/JPT2/GSTM2",14
"GO:0060541","GO:0060541","respiratory system development","14/981","228/21069",0.178394080554365,0.999999894544196,0.992232543098349,"CELSR1/HSPB11/RPGRIP1L/IGFBP5/CCN2/FOXJ1/CCDC40/WDPCP/SPEF2/DNAAF1/HYDIN/ACE/SLC23A1/ODAD4",14
"GO:0046395","GO:0046395","carboxylic acid catabolic process","16/981","266/21069",0.178461848443713,0.999999894544196,0.992232543098349,"ACAT1/MCAT/HIBADH/ECHDC2/IVD/SORD/SLC27A2/NUDT7/ADHFE1/IDNK/MAT1A/DDAH1/ECI1/ECI2/DDO/HOGA1",16
"GO:0051650","GO:0051650","establishment of vesicle localization","13/981","210/21069",0.18199434085561,0.999999894544196,0.992232543098349,"ATP9A/AP3M2/KIFAP3/MYO15A/KIF3B/BBS2/KIF3A/BBS4/BBS5/FYCO1/TRAPPC2L/TRAPPC12/MAPK15",13
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","16/981","267/21069",0.182207371190379,0.999999894544196,0.992232543098349,"MKS1/CCDC88C/JADE1/CBY1/MDK/IGFBP2/WLS/TMEM9/TTC21B/PIN1/NPHP4/PRDM15/WNK2/FZD4/RUVBL1/RUVBL2",16
"GO:0060976","GO:0060976","coronary vasculature development","4/981","48/21069",0.183656636157012,0.999999894544196,0.992232543098349,"AP2B1/CNTRL/ACE/DYNC2H1",4
"GO:0070884","GO:0070884","regulation of calcineurin-NFAT signaling cascade","4/981","48/21069",0.183656636157012,0.999999894544196,0.992232543098349,"LMCD1/AKAP6/EFHB/CIB1",4
"GO:2001222","GO:2001222","regulation of neuron migration","4/981","48/21069",0.183656636157012,0.999999894544196,0.992232543098349,"FBXO31/MDK/IGSF10/ULK4",4
"GO:0000018","GO:0000018","regulation of DNA recombination","9/981","136/21069",0.183671554327743,0.999999894544196,0.992232543098349,"ZCWPW1/MSH3/KMT5C/WRAP53/MEAF6/RUVBL1/RUVBL2/EP400/USP51",9
"GO:0006497","GO:0006497","protein lipidation","7/981","100/21069",0.184631314735084,0.999999894544196,0.992232543098349,"PIGQ/HHATL/HHAT/PIGU/PIGZ/DPM3/PIGP",7
"GO:0009798","GO:0009798","axis specification","7/981","100/21069",0.184631314735084,0.999999894544196,0.992232543098349,"HSPB11/COBL/WLS/IFT172/MNS1/TTC8/CXXC4",7
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","8/981","118/21069",0.18477153843941,0.999999894544196,0.992232543098349,"STIM2/CALM2/NIPSNAP2/ANK3/AKAP6/WNK2/CACNB3/GSTM2",8
"GO:0000413","GO:0000413","protein peptidyl-prolyl isomerization","3/981","32/21069",0.185390304110815,0.999999894544196,0.992232543098349,"PPIE/PIN1/PPIL6",3
"GO:0030204","GO:0030204","chondroitin sulfate metabolic process","3/981","32/21069",0.185390304110815,0.999999894544196,0.992232543098349,"XYLT2/CHST9/EGFLAM",3
"GO:0031365","GO:0031365","N-terminal protein amino acid modification","3/981","32/21069",0.185390304110815,0.999999894544196,0.992232543098349,"HHATL/HHAT/NAA38",3
"GO:0070293","GO:0070293","renal absorption","3/981","32/21069",0.185390304110815,0.999999894544196,0.992232543098349,"MAGED2/KLHL3/AQP1",3
"GO:0035435","GO:0035435","phosphate ion transmembrane transport","2/981","17/21069",0.186242314538004,0.999999894544196,0.992232543098349,"SLC25A14/SLC25A10",2
"GO:0043486","GO:0043486","histone exchange","2/981","17/21069",0.186242314538004,0.999999894544196,0.992232543098349,"RUVBL1/RUVBL2",2
"GO:0043508","GO:0043508","negative regulation of JUN kinase activity","2/981","17/21069",0.186242314538004,0.999999894544196,0.992232543098349,"GSTP1/DUSP19",2
"GO:0060088","GO:0060088","auditory receptor cell stereocilium organization","2/981","17/21069",0.186242314538004,0.999999894544196,0.992232543098349,"SOD1/STRC",2
"GO:0071732","GO:0071732","cellular response to nitric oxide","2/981","17/21069",0.186242314538004,0.999999894544196,0.992232543098349,"MT3/AQP1",2
"GO:1902358","GO:1902358","sulfate transmembrane transport","2/981","17/21069",0.186242314538004,0.999999894544196,0.992232543098349,"SLC25A14/SLC25A10",2
"GO:0021510","GO:0021510","spinal cord development","7/981","101/21069",0.191032931210839,0.999999894544196,0.992232543098349,"PHGDH/IFT172/INTU/SLIT1/DYNC2H1/NF1/TCTN1",7
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","7/981","101/21069",0.191032931210839,0.999999894544196,0.992232543098349,"MAPRE3/SPEF1/TTBK2/MAP1A/CIB1/STMND1/GAS2L2",7
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","7/981","101/21069",0.191032931210839,0.999999894544196,0.992232543098349,"SLC46A1/NIT2/MDH1B/ADHFE1/ME3/DDO/HOGA1",7
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","5/981","66/21069",0.193010884900609,0.999999894544196,0.992232543098349,"NDUFB7/NDUFA8/NDUFA2/NDUFV3/NDUFS4",5
"GO:0032507","GO:0032507","maintenance of protein location in cell","5/981","66/21069",0.193010884900609,0.999999894544196,0.992232543098349,"SYNE1/DZIP1/BBS4/ANK3/PFN4",5
"GO:0106056","GO:0106056","regulation of calcineurin-mediated signaling","4/981","49/21069",0.193171482949467,0.999999894544196,0.992232543098349,"LMCD1/AKAP6/EFHB/CIB1",4
"GO:0016054","GO:0016054","organic acid catabolic process","16/981","270/21069",0.193675212140945,0.999999894544196,0.992232543098349,"ACAT1/MCAT/HIBADH/ECHDC2/IVD/SORD/SLC27A2/NUDT7/ADHFE1/IDNK/MAT1A/DDAH1/ECI1/ECI2/DDO/HOGA1",16
"GO:0090257","GO:0090257","regulation of muscle system process","16/981","270/21069",0.193675212140945,0.999999894544196,0.992232543098349,"LMCD1/SRI/PPP1R12B/IGFBP5/TNNI3K/CCN2/PARP2/TNNI3/SPX/PLCE1/HCN4/SOD1/CALM2/AKAP6/GSTM2/STRIT1",16
"GO:0015849","GO:0015849","organic acid transport","20/981","349/21069",0.199052486811835,0.999999894544196,0.992232543098349,"SLC46A1/SLC27A5/SLC25A14/SLC7A6/SFXN3/SLC1A4/SPX/SLC38A6/SLC27A2/SLC25A38/ACE/PROCA1/FABP6/SLC23A1/SLC16A11/SLC25A10/GRM7/NF1/SLC25A29/SLC22A4",20
"GO:0006690","GO:0006690","icosanoid metabolic process","9/981","139/21069",0.200127109038186,0.999999894544196,0.992232543098349,"GSTP1/CYP2J2/CYP2C8/MGST3/EPHX1/CBR1/ALOX15/ABHD6/GSTA1",9
"GO:0032088","GO:0032088","negative regulation of NF-kappaB transcription factor activity","8/981","121/21069",0.202586123370734,0.999999894544196,0.992232543098349,"SETD6/CAT/FOXJ1/MAP2K5/NLRC3/MTURN/NWD1/COMMD6",8
"GO:0018208","GO:0018208","peptidyl-proline modification","4/981","50/21069",0.202835775381931,0.999999894544196,0.992232543098349,"PPIE/PIN1/P4HTM/PPIL6",4
"GO:0006085","GO:0006085","acetyl-CoA biosynthetic process","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"ACAT1/ACSS1",2
"GO:0006595","GO:0006595","polyamine metabolic process","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"AZIN2/OAZ3",2
"GO:0008272","GO:0008272","sulfate transport","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"SLC25A14/SLC25A10",2
"GO:0035234","GO:0035234","ectopic germ cell programmed cell death","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"SOD1/MAEL",2
"GO:0043981","GO:0043981","histone H4-K5 acetylation","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"JADE1/MEAF6",2
"GO:0043982","GO:0043982","histone H4-K8 acetylation","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"JADE1/MEAF6",2
"GO:0061687","GO:0061687","detoxification of inorganic compound","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"MT3/CAT",2
"GO:0061709","GO:0061709","reticulophagy","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"ULK2/UFC1",2
"GO:1901387","GO:1901387","positive regulation of voltage-gated calcium channel activity","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"NIPSNAP2/CACNB3",2
"GO:1990822","GO:1990822","basic amino acid transmembrane transport","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"SLC7A6/SLC25A29",2
"GO:2001224","GO:2001224","positive regulation of neuron migration","2/981","18/21069",0.203433278133437,0.999999894544196,0.992232543098349,"FBXO31/MDK",2
"GO:0043393","GO:0043393","regulation of protein binding","13/981","216/21069",0.208407327320901,0.999999894544196,0.992232543098349,"MAPRE3/DHRS7B/PRMT8/PIN1/TTBK2/DNAAF11/PRMT7/DZIP1/SPAG8/GAS8/PTPRF/ACE/EFHB",13
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","12/981","197/21069",0.208709222346293,0.999999894544196,0.992232543098349,"SLC46A1/GSTP1/SOD1/PCYOX1L/CKB/GSTA5/SLC22A4/DIO1/GSTM2/HOGA1/GSTA1/GSTA2",12
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","12/981","197/21069",0.208709222346293,0.999999894544196,0.992232543098349,"MYO15A/ATP6V0A4/SOBP/SOD1/DCDC2/CACNA1D/TMPRSS3/TUB/FZD4/ESPN/GRM7/STRC",12
"GO:0034315","GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation","3/981","34/21069",0.209532207940176,0.999999894544196,0.992232543098349,"WASHC3/ABI2/DNAI3",3
"GO:0050879","GO:0050879","multicellular organismal movement","5/981","68/21069",0.209545101984566,0.999999894544196,0.992232543098349,"TNNI3/CCDC78/MAP1A/GSTM2/STRIT1",5
"GO:0050881","GO:0050881","musculoskeletal movement","5/981","68/21069",0.209545101984566,0.999999894544196,0.992232543098349,"TNNI3/CCDC78/MAP1A/GSTM2/STRIT1",5
"GO:0009066","GO:0009066","aspartate family amino acid metabolic process","4/981","51/21069",0.21263905108747,0.999999894544196,0.992232543098349,"PHGDH/NIT2/MAT1A/DDO",4
"GO:1901020","GO:1901020","negative regulation of calcium ion transmembrane transporter activity","4/981","51/21069",0.21263905108747,0.999999894544196,0.992232543098349,"SRI/CALM2/RRAD/GSTM2",4
"GO:0009266","GO:0009266","response to temperature stimulus","13/981","217/21069",0.212967013925869,0.999999894544196,0.992232543098349,"ADRB1/EIF2B3/LXN/CIRBP/ST8SIA1/LRP11/ANO3/APPL2/GMPR/DNAJA4/SOD1/PSIP1/NF1",13
"GO:0045444","GO:0045444","fat cell differentiation","16/981","275/21069",0.213530080895539,0.999999894544196,0.992232543098349,"ADRB1/C1QTNF3/CBY1/ANKRD26/DHRS7B/CREBL2/FAM120B/BBS9/BBS2/BBS4/NUDT7/RORC/CDS1/TTC8/BBS12/MB",16
"GO:0031647","GO:0031647","regulation of protein stability","21/981","373/21069",0.214282175138049,0.999999894544196,0.992232543098349,"CCDC88C/USP2/USP13/PFN2/MT3/CREBL2/TSPAN1/IFT46/PIN1/QRSL1/APTX/PIH1D2/FAM107A/SWSAP1/RUVBL1/DPM3/GET1/RUVBL2/PARVA/ZSWIM7/DNAAF10",21
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","7/981","105/21069",0.217492023855307,0.999999894544196,0.992232543098349,"ADRB1/NCALD/TNNI3/SPX/BBS4/DDAH1/ACE",7
"GO:0042158","GO:0042158","lipoprotein biosynthetic process","7/981","105/21069",0.217492023855307,0.999999894544196,0.992232543098349,"PIGQ/HHATL/HHAT/PIGU/PIGZ/DPM3/PIGP",7
"GO:0003015","GO:0003015","heart process","16/981","276/21069",0.217607631039145,0.999999894544196,0.992232543098349,"ADRB1/SRI/TNNI3K/CCN2/POPDC2/TNNI3/SPX/CYP2J2/HCN4/SOD1/CALM2/CACNA1D/ACE/KCNH6/IRX3/GSTM2",16
"GO:2001022","GO:2001022","positive regulation of response to DNA damage stimulus","11/981","180/21069",0.218634639917124,0.999999894544196,0.992232543098349,"SMARCE1/ZCWPW1/NSMCE4A/BCL7A/KMT5C/WRAP53/MEAF6/MGMT/RUVBL1/RUVBL2/EP400",11
"GO:0002098","GO:0002098","tRNA wobble uridine modification","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"ELP1/ELP2",2
"GO:0006390","GO:0006390","mitochondrial transcription","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"TFB1M/MTERF2",2
"GO:0007379","GO:0007379","segment specification","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"COBL/IRX3",2
"GO:0009068","GO:0009068","aspartate family amino acid catabolic process","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"MAT1A/DDO",2
"GO:0010459","GO:0010459","negative regulation of heart rate","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"SRI/SPX",2
"GO:0015802","GO:0015802","basic amino acid transport","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"SLC7A6/SLC25A29",2
"GO:0015867","GO:0015867","ATP transport","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"ABCC6/SLC25A4",2
"GO:0016264","GO:0016264","gap junction assembly","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"ACE/IRX3",2
"GO:0019373","GO:0019373","epoxygenase P450 pathway","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"CYP2J2/CYP2C8",2
"GO:0030206","GO:0030206","chondroitin sulfate biosynthetic process","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"XYLT2/CHST9",2
"GO:0035813","GO:0035813","regulation of renal sodium excretion","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"SPX/ACE",2
"GO:0042407","GO:0042407","cristae formation","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"CHCHD6/APOO",2
"GO:0043649","GO:0043649","dicarboxylic acid catabolic process","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"ADHFE1/DDO",2
"GO:0045117","GO:0045117","azole transmembrane transport","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"SLC25A29/SLC44A4",2
"GO:0051382","GO:0051382","kinetochore assembly","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"TRAPPC12/CENPS",2
"GO:0080154","GO:0080154","regulation of fertilization","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"CFAP69/CCDC87",2
"GO:1902170","GO:1902170","cellular response to reactive nitrogen species","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"MT3/AQP1",2
"GO:2000651","GO:2000651","positive regulation of sodium ion transmembrane transporter activity","2/981","19/21069",0.220788961622486,0.999999894544196,0.992232543098349,"ANK3/WNK2",2
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","3/981","35/21069",0.221852477180717,0.999999894544196,0.992232543098349,"ACAT1/NUDT7/ACSS1",3
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process","3/981","35/21069",0.221852477180717,0.999999894544196,0.992232543098349,"PRPS1/NUDT2/ADSS1",3
"GO:0090162","GO:0090162","establishment of epithelial cell polarity","3/981","35/21069",0.221852477180717,0.999999894544196,0.992232543098349,"AMOT/TTC8/FBF1",3
"GO:0061337","GO:0061337","cardiac conduction","7/981","106/21069",0.224305151495826,0.999999894544196,0.992232543098349,"SRI/TNNI3K/HCN4/CALM2/CACNA1D/KCNH6/IRX3",7
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","14/981","239/21069",0.225374702632938,0.999999894544196,0.992232543098349,"GPM6B/COL16A1/MDK/SKAP1/BCAS3/WDPCP/UTRN/ALOX15/EGFLAM/FAM107A/PEAK1/FZD4/CIB1/NF1",14
"GO:0042440","GO:0042440","pigment metabolic process","6/981","88/21069",0.226434369980908,0.999999894544196,0.992232543098349,"SLC46A1/DCT/ATP5IF1/TMEM14B/PPOX/SLC25A38",6
"GO:0051568","GO:0051568","histone H3-K4 methylation","6/981","88/21069",0.226434369980908,0.999999894544196,0.992232543098349,"MYB/SKIC8/DPY30/DYDC1/SETD4/WDR5B",6
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","24/981","436/21069",0.226483605375912,0.999999894544196,0.992232543098349,"MYOM2/MAPRE3/KIF9/CIRBP/KIF3B/SQLE/MDM1/ALMS1/CETN2/STARD9/CCDC78/ANKRD23/CDS1/MAP9/DEUP1/TRAPPC12/CENPS/CCDC57/MAPK15/CEP97/TOGARAM2/KIAA0753/GOLGA2P5/SPICE1",24
