_MEMBER_DEGs,_MEMBER_DMRs,_LogP_DEGs,_LogP_DMRs,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,1,0.0,-5.415450260951916,GO:0043087,M01,1,0,GO Biological Processes,19,regulation of GTPase activity,19_GO:0065007 biological regulation,-5.760399969797675,3.3380507511016333,5.959233438381791,30337,277,689,21,3.0478955007256894,0.6548910356956943,1969|2049|5361|5909|6347|6354|6364|8477|10235|11033|23526|23654|55843|57186|57580|58504|64333|116986|116988|153090|201176,EPHA2|EPHB3|PLXNA1|RAP1GAP|CCL2|CCL7|CCL20|GPR65|RASGRP2|ADAP1|ARHGAP45|PLXNB2|ARHGAP15|RALGAPA2|PREX1|ARHGAP22|ARHGAP9|AGAP2|AGAP3|DAB2IP|ARHGAP27,-3.8121873923188643,0,29,0,0,-10.538970992377877,6.149391891891892,
1,0,-4.696720798691158,0.0,GO:0051345,M10,1,0,GO Biological Processes,19,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-5.1238049981780565,2.6561309810445213,5.278921694951402,30337,431,689,26,3.7735849056603774,0.7259631983437634,597|1378|1969|4155|4210|5341|5909|6279|6280|6347|6354|6364|6406|8477|10235|11314|23526|57186|57580|58484|58504|64581|91662|114548|116986|116988,BCL2A1|CR1|EPHA2|MBP|MEFV|PLEK|RAP1GAP|S100A8|S100A9|CCL2|CCL7|CCL20|SEMG1|GPR65|RASGRP2|CD300A|ARHGAP45|RALGAPA2|PREX1|NLRC4|ARHGAP22|CLEC7A|NLRP12|NLRP3|AGAP2|AGAP3,-3.2594000165606607,0,29,0,0,-10.538970992377877,6.149391891891892,
0,1,0.0,-3.343269765686427,GO:0090630,M01,1,0,GO Biological Processes,19,activation of GTPase activity,19_GO:0065007 biological regulation,-3.343269765686427,6.149391891891892,5.119816735152991,30337,100,296,6,2.027027027027027,0.8191002482421099,1969|23526|57186|58504|116986|116988,EPHA2|ARHGAP45|RALGAPA2|ARHGAP22|AGAP2|AGAP3,-1.8131054368438007,0,29,0,0,-10.538970992377877,6.149391891891892,
0,1,0.0,-2.3254598001423554,GO:0043547,M01,1,0,GO Biological Processes,19,positive regulation of GTPase activity,19_GO:0065007 biological regulation,-2.9592179651844654,2.725696316262354,3.8254906380967286,30337,210,689,13,1.8867924528301887,0.51834175074977,1969|5909|6347|6354|6364|8477|10235|23526|57186|57580|58504|116986|116988,EPHA2|RAP1GAP|CCL2|CCL7|CCL20|GPR65|RASGRP2|ARHGAP45|RALGAPA2|PREX1|ARHGAP22|AGAP2|AGAP3,-1.485926113589753,0,29,0,0,-10.538970992377877,6.149391891891892,
1,0,-10.526956496830854,0.0,WP2806,M10,1,0,WikiPathways,27,Complement system,,-10.526956496830854,11.176789473684211,11.483449194923573,30337,95,400,14,3.5,0.9188987974744554,133|719|722|728|1378|2219|2357|3383|5329|5806|6402|6696|7454|22918,ADM|C3AR1|C4BPA|C5AR1|CR1|FCN1|FPR1|ICAM1|PLAUR|PTX3|SELL|SPP1|WAS|CD93,-8.101608059238583,0,30,1,1,-10.526956496830854,30.337,
1,0,-8.709320631144525,0.0,hsa04610,M10,1,0,KEGG Pathway,24,Complement and coagulation cascades,,-8.709320631144525,10.34215909090909,10.144674074913675,30337,88,400,12,3.0,0.8529361054615989,719|722|728|1378|3684|3687|3689|5265|5270|5328|5329|7056,C3AR1|C4BPA|C5AR1|CR1|ITGAM|ITGAX|ITGB2|SERPINA1|SERPINE2|PLAU|PLAUR|THBD,-6.462983176805394,0,30,0,0,-10.526956496830854,30.337,
1,0,-7.639945931329082,0.0,GO:0002430,M10,1,0,GO Biological Processes,19,complement receptor mediated signaling pathway,19_GO:0002376 immune system process,-7.639945931329082,30.337,13.13673452422713,30337,15,400,6,1.5,0.6077622890571609,719|728|1378|2357|2358|3684,C3AR1|C5AR1|CR1|FPR1|FPR2|ITGAM,-5.496931131074987,0,30,0,0,-10.526956496830854,30.337,
1,0,-4.95546103524332,0.0,WP558,M10,1,0,WikiPathways,27,Complement and coagulation cascades,,-4.95546103524332,9.153405172413795,7.184346533514992,30337,58,400,7,1.75,0.6556247020971678,719|728|1378|5265|5328|5329|7056,C3AR1|C5AR1|CR1|SERPINA1|PLAU|PLAUR|THBD,-3.1637173267809664,0,30,0,0,-10.526956496830854,30.337,
1,0,-4.905523098634402,0.0,WP3896,M10,1,0,WikiPathways,27,Dengue 2 interactions with complement and coagulation cascades,,-4.905523098634402,8.998262711864408,7.108256539171004,30337,59,400,7,1.75,0.6556247020971678,719|728|1378|5265|5328|5329|7056,C3AR1|C5AR1|CR1|SERPINA1|PLAU|PLAUR|THBD,-3.1210177990959673,0,30,0,0,-10.526956496830854,30.337,
1,0,-4.0500915008734895,0.0,WP5090,M10,1,0,WikiPathways,27,Complement system in neuronal development and plasticity,,-4.4821188329047255,4.526497836496073,5.570670932109227,30337,107,689,11,1.5965166908563135,0.47750987427605096,719|722|728|1378|2219|2621|3684|3687|3689|4155|5590,C3AR1|C4BPA|C5AR1|CR1|FCN1|GAS6|ITGAM|ITGAX|ITGB2|MBP|PRKCZ,-2.7254178733490906,0,30,0,0,-10.526956496830854,30.337,
1,0,-3.338993150312043,0.0,WP5148,M10,1,0,WikiPathways,27,Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway,,-3.338993150312043,18.960625,7.193109613026819,30337,12,400,3,0.75,0.431385848168435,719|728|2219,C3AR1|C5AR1|FCN1,-1.8121465952972773,0,30,0,0,-10.526956496830854,30.337,
1,0,-2.99845102461228,0.0,R-HSA-166658,M10,1,0,Reactome Gene Sets,6,Complement cascade,,-2.99845102461228,6.538146551724139,4.879919878825082,30337,58,400,5,1.25,0.5555121510822244,719|722|728|1378|2219,C3AR1|C4BPA|C5AR1|CR1|FCN1,-1.5565858793517249,0,30,0,0,-10.526956496830854,30.337,
1,0,-2.469086643295024,0.0,R-HSA-977606,M10,1,0,Reactome Gene Sets,6,Regulation of Complement cascade,,-2.469086643295024,6.45468085106383,4.325871878449724,30337,47,400,4,1.0,0.49749371855331,719|722|728|1378,C3AR1|C4BPA|C5AR1|CR1,-1.158901979491028,0,30,0,0,-10.526956496830854,30.337,
1,0,-10.52180418807125,0.0,GO:0002252,M10,1,0,GO Biological Processes,19,immune effector process,19_GO:0002376 immune system process,-10.52180418807125,4.58658747300216,8.989390554696792,30337,463,400,28,7.0,1.2757350822173075,722|1378|1439|2207|2212|2215|2219|2268|2529|3055|3142|3383|3598|3936|5806|6556|7099|7462|8291|8809|9021|11027|26253|51311|54210|54518|171389|338339,C4BPA|CR1|CSF2RB|FCER1G|FCGR2A|FCGR3B|FCN1|FGR|FUT7|HCK|HLX|ICAM1|IL13RA2|LCP1|PTX3|SLC11A1|TLR4|LAT2|DYSF|IL18R1|SOCS3|LILRA2|CLEC4E|TLR8|TREM1|APBB1IP|NLRP6|CLEC4D,-8.101608059238583,0,31,1,1,-10.52180418807125,4.58658747300216,
1,0,-5.6080367786431635,0.0,GO:0002250,M10,1,0,GO Biological Processes,19,adaptive immune response,19_GO:0002376 immune system process,-5.6080367786431635,2.899178134556575,5.6755204714610565,30337,654,400,25,6.25,1.2103072956898178,383|722|1378|1439|2015|2207|2212|2215|3142|3383|3598|3718|7099|7462|8809|9021|10288|11024|11025|50856|51311|54210|55824|79168|338339,ARG1|C4BPA|CR1|CSF2RB|ADGRE1|FCER1G|FCGR2A|FCGR3B|HLX|ICAM1|IL13RA2|JAK3|TLR4|LAT2|IL18R1|SOCS3|LILRB2|LILRA1|LILRB3|CLEC4A|TLR8|TREM1|PAG1|LILRA6|CLEC4D,-3.715411289592907,0,31,0,0,-10.52180418807125,4.58658747300216,
1,0,-4.539797225812824,0.0,GO:0002460,M10,1,0,GO Biological Processes,19,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-4.539797225812824,3.9756149193548387,5.438807723585599,30337,248,400,13,3.25,0.8866192813152667,722|1378|1439|2207|2212|2215|3142|3383|3598|7099|8809|9021|51311,C4BPA|CR1|CSF2RB|FCER1G|FCGR2A|FCGR3B|HLX|ICAM1|IL13RA2|TLR4|IL18R1|SOCS3|TLR8,-2.805175356310078,0,31,0,0,-10.52180418807125,4.58658747300216,
1,0,-3.2076425843150895,0.0,GO:0002443,M10,1,0,GO Biological Processes,19,leukocyte mediated immunity,19_GO:0002376 immune system process,-3.2076425843150895,3.074695945945946,4.146179843653508,30337,296,400,12,3.0,0.8529361054615989,722|1378|1439|2207|2212|2215|3383|3598|7462|51311|54210|171389,C4BPA|CR1|CSF2RB|FCER1G|FCGR2A|FCGR3B|ICAM1|IL13RA2|LAT2|TLR8|TREM1|NLRP6,-1.710803318882655,0,31,0,0,-10.52180418807125,4.58658747300216,
1,0,-2.7404749602621257,0.0,GO:0016064,M10,1,0,GO Biological Processes,19,immunoglobulin mediated immune response,19_GO:0002376 immune system process,-2.7404749602621257,3.6115476190476192,3.923531533171353,30337,168,400,8,2.0,0.7000000000000001,722|1378|1439|2207|2212|2215|3598|51311,C4BPA|CR1|CSF2RB|FCER1G|FCGR2A|FCGR3B|IL13RA2|TLR8,-1.3574841297540274,0,31,0,0,-10.52180418807125,4.58658747300216,
1,0,-2.660936844492402,0.0,GO:0019724,M10,1,0,GO Biological Processes,19,B cell mediated immunity,19_GO:0002376 immune system process,-2.660936844492402,3.5071676300578036,3.8226714441705725,30337,173,400,8,2.0,0.7000000000000001,722|1378|1439|2207|2212|2215|3598|51311,C4BPA|CR1|CSF2RB|FCER1G|FCGR2A|FCGR3B|IL13RA2|TLR8,-1.2968170926460936,0,31,0,0,-10.52180418807125,4.58658747300216,
1,0,-2.3064817293984037,0.0,GO:0002449,M10,1,0,GO Biological Processes,19,lymphocyte mediated immunity,19_GO:0002376 immune system process,-2.3064817293984037,2.832292531120332,3.301064105952769,30337,241,400,9,2.25,0.7415144974981945,722|1378|1439|2207|2212|2215|3383|3598|51311,C4BPA|CR1|CSF2RB|FCER1G|FCGR2A|FCGR3B|ICAM1|IL13RA2|TLR8,-1.0398009844762492,0,31,0,0,-10.52180418807125,4.58658747300216,
1,0,-10.516105805802905,0.0,hsa05133,M10,1,0,KEGG Pathway,24,Pertussis,,-10.516105805802905,12.640416666666667,11.898536757269945,30337,78,400,13,3.25,0.8866192813152667,722|929|2353|3552|3553|3576|3586|3678|3684|3689|6374|7099|114548,C4BPA|CD14|FOS|IL1A|IL1B|CXCL8|IL10|ITGA5|ITGAM|ITGB2|CXCL5|TLR4|NLRP3,-8.101112806942652,0,32,1,1,-10.516105805802905,12.640416666666667,
1,0,-7.316345257442483,0.0,hsa05134,M10,1,0,KEGG Pathway,24,Legionellosis,,-7.316345257442483,12.188973214285713,9.687331374357735,30337,56,400,9,2.25,0.7415144974981945,929|1378|3310|3553|3576|3684|3689|7099|58484,CD14|CR1|HSPA6|IL1B|CXCL8|ITGAM|ITGB2|TLR4|NLRC4,-5.212482581150536,0,32,0,0,-10.516105805802905,12.640416666666667,
1,0,-6.1082367302581195,0.0,hsa04640,M10,1,0,KEGG Pathway,24,Hematopoietic cell lineage,,-6.1082367302581195,7.660858585858587,7.6731960434010364,30337,99,400,10,2.5,0.7806247497997998,929|951|1378|1441|3552|3553|3678|3684|4311|7850,CD14|CD37|CR1|CSF3R|IL1A|IL1B|ITGA5|ITGAM|MME|IL1R2,-4.145841848258441,0,32,0,0,-10.516105805802905,12.640416666666667,
1,0,-5.032757487745276,0.0,hsa05146,M10,1,0,KEGG Pathway,24,Amoebiasis,,-5.032757487745276,6.627014563106796,6.61231998577098,30337,103,400,9,2.25,0.7415144974981945,383|929|3553|3576|3586|3684|3689|7099|7850,ARG1|CD14|IL1B|CXCL8|IL10|ITGAM|ITGB2|TLR4|IL1R2,-3.2294411091114497,0,32,0,0,-10.516105805802905,12.640416666666667,
1,0,-2.9537712529977207,0.0,hsa05202,M10,1,0,KEGG Pathway,24,Transcriptional misregulation in cancer,,-2.9537712529977207,3.53669689119171,4.086502843329948,30337,193,400,9,2.25,0.7415144974981945,597|929|2321|3576|3684|4318|5328|6688|7850,BCL2A1|CD14|FLT1|CXCL8|ITGAM|MMP9|PLAU|SPI1|IL1R2,-1.5222896419854257,0,32,0,0,-10.516105805802905,12.640416666666667,
1,0,-10.510367850429164,0.0,GO:0009611,M10,1,0,GO Biological Processes,19,response to wounding,19_GO:0050896 response to stimulus,-10.510367850429164,4.751154292343388,9.066285965879299,30337,431,400,27,6.75,1.25442965127583,1230|1839|2069|2316|2828|3162|3552|3678|3853|5023|5265|5270|5328|5329|5341|5653|6556|6707|7056|7099|7454|7538|10894|11202|80739|83706|171389,CCR1|HBEGF|EREG|FLNA|GPR4|HMOX1|IL1A|ITGA5|KRT6A|P2RX1|SERPINA1|SERPINE2|PLAU|PLAUR|PLEK|KLK6|SLC11A1|SPRR3|THBD|TLR4|WAS|ZFP36|LYVE1|KLK8|MPIG6B|FERMT3|NLRP6,-8.100454377098185,0,33,1,1,-10.510367850429164,5.197928348909658,
1,0,-9.397108803540728,0.0,GO:0042060,M10,1,0,GO Biological Processes,19,wound healing,19_GO:0050896 response to stimulus,-9.397108803540728,5.197928348909658,8.74009482201137,30337,321,400,22,5.5,1.1399013115177998,1839|2069|2316|2828|3162|3552|3678|3853|5023|5265|5270|5328|5329|5341|6556|6707|7056|7099|7454|80739|83706|171389,HBEGF|EREG|FLNA|GPR4|HMOX1|IL1A|ITGA5|KRT6A|P2RX1|SERPINA1|SERPINE2|PLAU|PLAUR|PLEK|SLC11A1|SPRR3|THBD|TLR4|WAS|MPIG6B|FERMT3|NLRP6,-7.078002744230952,0,33,0,0,-10.510367850429164,5.197928348909658,
1,0,-5.34862727544548,0.0,GO:0050817,M10,1,0,GO Biological Processes,19,coagulation,19_GO:0032501 multicellular organismal process,-5.34862727544548,5.1418644067796615,6.388102214853754,30337,177,400,12,3.0,0.8529361054615989,2316|5023|5265|5270|5328|5329|5341|6406|7056|7454|80739|83706,FLNA|P2RX1|SERPINA1|SERPINE2|PLAU|PLAUR|PLEK|SEMG1|THBD|WAS|MPIG6B|FERMT3,-3.4983699448893764,0,33,0,0,-10.510367850429164,5.197928348909658,
1,0,-5.24888610258649,0.0,GO:0007599,M10,1,0,GO Biological Processes,19,hemostasis,19_GO:0065007 biological regulation,-5.24888610258649,5.028232044198895,6.2830702402088905,30337,181,400,12,3.0,0.8529361054615989,2316|4778|5023|5265|5270|5328|5329|5341|7056|7454|80739|83706,FLNA|NFE2|P2RX1|SERPINA1|SERPINE2|PLAU|PLAUR|PLEK|THBD|WAS|MPIG6B|FERMT3,-3.415019188218556,0,33,0,0,-10.510367850429164,5.197928348909658,
1,0,-4.643765361455887,0.0,GO:0007596,M10,1,0,GO Biological Processes,19,blood coagulation,19_GO:0032501 multicellular organismal process,-4.643765361455887,4.767242857142858,5.777202486137272,30337,175,400,11,2.75,0.8176758220713145,2316|5023|5265|5270|5328|5329|5341|7056|7454|80739|83706,FLNA|P2RX1|SERPINA1|SERPINE2|PLAU|PLAUR|PLEK|THBD|WAS|MPIG6B|FERMT3,-2.893745987256767,0,33,0,0,-10.510367850429164,5.197928348909658,
1,0,-4.066620906211798,0.0,GO:0050878,M10,1,0,GO Biological Processes,19,regulation of body fluid levels,19_GO:0065007 biological regulation,-4.13591418127716,2.6046198818454998,4.6360393483886275,30337,355,689,21,3.0478955007256894,0.6548910356956943,133|1609|1952|2316|2621|4778|5023|5154|5265|5270|5328|5329|5341|5581|6531|7056|7454|9612|80739|83706|171389,ADM|DGKQ|CELSR2|FLNA|GAS6|NFE2|P2RX1|PDGFA|SERPINA1|SERPINE2|PLAU|PLAUR|PLEK|PRKCE|SLC6A3|THBD|WAS|NCOR2|MPIG6B|FERMT3|NLRP6,-2.449513653359726,0,33,0,0,-10.510367850429164,5.197928348909658,
1,0,-10.353590340055637,0.0,GO:0002685,M10,1,0,GO Biological Processes,19,regulation of leukocyte migration,19_GO:0040011 locomotion,-10.353590340055637,6.538146551724139,9.78800393908798,30337,232,400,20,5.0,1.0897247358851683,101|719|728|1230|2358|2529|3162|3383|3552|3576|4354|5880|6347|6354|6364|7130|8740|10894|11240|11314,ADAM8|C3AR1|C5AR1|CCR1|FPR2|FUT7|HMOX1|ICAM1|IL1A|CXCL8|MPP1|RAC2|CCL2|CCL7|CCL20|TNFAIP6|TNFSF14|LYVE1|PADI2|CD300A,-7.95366108763126,0,34,1,1,-10.353590340055637,15.614632352941177,
1,0,-8.10322466256396,0.0,GO:1902622,M10,1,0,GO Biological Processes,19,regulation of neutrophil migration,19_GO:0040011 locomotion,-8.10322466256396,14.83875,10.857353771937856,30337,46,400,9,2.25,0.7415144974981945,101|719|728|2529|3552|3576|4354|5880|7130,ADAM8|C3AR1|C5AR1|FUT7|IL1A|CXCL8|MPP1|RAC2|TNFAIP6,-5.920180740224389,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-7.868959283509992,0.0,GO:0002687,M10,1,0,GO Biological Processes,19,positive regulation of leukocyte migration,19_GO:0040011 locomotion,-7.868959283509992,7.078633333333334,8.626738115971937,30337,150,400,14,3.5,0.9188987974744554,101|719|728|1230|2358|2529|3383|3552|3576|5880|6354|6364|8740|10894,ADAM8|C3AR1|C5AR1|CCR1|FPR2|FUT7|ICAM1|IL1A|CXCL8|RAC2|CCL7|CCL20|TNFSF14|LYVE1,-5.709238789753044,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-7.043806372955165,0.0,GO:0002688,M10,1,0,GO Biological Processes,19,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-7.043806372955165,7.399268292682927,8.22022635670323,30337,123,400,12,3.0,0.8529361054615989,719|728|1230|2358|3576|4354|5880|6347|6354|7130|8740|11240,C3AR1|C5AR1|CCR1|FPR2|CXCL8|MPP1|RAC2|CCL2|CCL7|TNFAIP6|TNFSF14|PADI2,-4.968907392598535,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-6.584694504662881,0.0,GO:1902624,M10,1,0,GO Biological Processes,19,positive regulation of neutrophil migration,19_GO:0040011 locomotion,-6.584694504662881,15.614632352941177,9.855747195457301,30337,34,400,7,1.75,0.6556247020971678,101|719|728|2529|3552|3576|5880,ADAM8|C3AR1|C5AR1|FUT7|IL1A|CXCL8|RAC2,-4.562501874822254,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-6.029007936882861,0.0,GO:0050920,M10,1,0,GO Biological Processes,19,regulation of chemotaxis,19_GO:0040011 locomotion,-6.029007936882861,5.032203791469195,6.79388169836044,30337,211,400,14,3.5,0.9188987974744554,719|728|1230|1901|2358|3576|4354|5880|6347|6354|7130|7852|8740|11240,C3AR1|C5AR1|CCR1|S1PR1|FPR2|CXCL8|MPP1|RAC2|CCL2|CCL7|TNFAIP6|CXCR4|TNFSF14|PADI2,-4.07729296556798,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-5.3026973265970225,0.0,GO:0090022,M10,1,0,GO Biological Processes,19,regulation of neutrophil chemotaxis,19_GO:0040011 locomotion,-5.3026973265970225,13.383970588235295,8.351443980666584,30337,34,400,6,1.5,0.6077622890571609,719|728|3576|4354|5880|7130,C3AR1|C5AR1|CXCL8|MPP1|RAC2|TNFAIP6,-3.460712522006909,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-4.696158034092927,0.0,GO:0050921,M10,1,0,GO Biological Processes,19,positive regulation of chemotaxis,19_GO:0040011 locomotion,-4.696158034092927,5.341021126760564,5.9934042226644895,30337,142,400,10,2.5,0.7806247497997998,719|728|1230|1901|2358|3576|5880|6354|7852|8740,C3AR1|C5AR1|CCR1|S1PR1|FPR2|CXCL8|RAC2|CCL7|CXCR4|TNFSF14,-2.9349448834870033,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-4.669725831075637,0.0,GO:0071675,M10,1,0,GO Biological Processes,19,regulation of mononuclear cell migration,19_GO:0040011 locomotion,-4.669725831075637,5.303671328671329,5.962821449687677,30337,143,400,10,2.5,0.7806247497997998,101|719|728|1230|2358|6347|6354|6364|8740|11240,ADAM8|C3AR1|C5AR1|CCR1|FPR2|CCL2|CCL7|CCL20|TNFSF14|PADI2,-2.918599973521548,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-4.519998302067022,0.0,GO:0071677,M10,1,0,GO Biological Processes,19,positive regulation of mononuclear cell migration,19_GO:0040011 locomotion,-4.519998302067022,6.595,6.2125833002453765,30337,92,400,8,2.0,0.7000000000000001,101|719|728|1230|2358|6354|6364|8740,ADAM8|C3AR1|C5AR1|CCR1|FPR2|CCL7|CCL20|TNFSF14,-2.7925867186133746,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-4.485898242344479,0.0,GO:0002690,M10,1,0,GO Biological Processes,19,positive regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-4.485898242344479,6.524086021505377,6.167189698486334,30337,93,400,8,2.0,0.7000000000000001,719|728|1230|2358|3576|5880|6354|8740,C3AR1|C5AR1|CCR1|FPR2|CXCL8|RAC2|CCL7|TNFSF14,-2.762662599544968,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-4.209478428496337,0.0,GO:0071622,M10,1,0,GO Biological Processes,19,regulation of granulocyte chemotaxis,19_GO:0040011 locomotion,-4.209478428496337,8.751057692307693,6.466270482091087,30337,52,400,6,1.5,0.6077622890571609,719|728|3576|4354|5880|7130,C3AR1|C5AR1|CXCL8|MPP1|RAC2|TNFAIP6,-2.540929590704884,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-3.519357016877056,0.0,GO:0090023,M10,1,0,GO Biological Processes,19,positive regulation of neutrophil chemotaxis,19_GO:0040011 locomotion,-3.519357016877056,12.1348,6.437987717456362,30337,25,400,4,1.0,0.49749371855331,719|728|3576|5880,C3AR1|C5AR1|CXCL8|RAC2,-1.959562384935385,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-3.3862063131041302,0.0,GO:0071624,M10,1,0,GO Biological Processes,19,positive regulation of granulocyte chemotaxis,19_GO:0040011 locomotion,-3.3862063131041302,11.235925925925926,6.150650689729126,30337,27,400,4,1.0,0.49749371855331,719|728|3576|5880,C3AR1|C5AR1|CXCL8|RAC2,-1.8520269065246677,0,34,0,0,-10.353590340055637,15.614632352941177,
1,0,-9.23579217329975,0.0,GO:0007188,M10,1,0,GO Biological Processes,19,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-9.515449827003906,4.586508224479923,8.50368012945077,30337,240,689,25,3.6284470246734397,0.7124021330759406,115|133|1268|1269|1609|1901|1903|2015|2316|2357|2358|2779|2828|2865|3640|5138|8477|8685|8698|22859|30817|53637|54331|84658|222487,ADCY9|ADM|CNR1|CNR2|DGKQ|S1PR1|S1PR3|ADGRE1|FLNA|FPR1|FPR2|GNAT1|GPR4|FFAR3|INSL3|PDE2A|GPR65|MARCO|S1PR4|ADGRL1|ADGRE2|S1PR5|GNG2|ADGRE3|ADGRG3,-7.115520574579528,0,35,1,1,-9.515449827003906,4.92446146207318,
1,0,-6.042130889029469,0.0,GO:0007189,M10,1,0,GO Biological Processes,19,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-7.128217558841918,4.92446146207318,7.394304659561952,30337,152,689,17,2.467343976777939,0.5909901796315864,115|133|1268|1269|1609|1901|1903|2015|2828|8477|8698|22859|30817|53637|54331|84658|222487,ADCY9|ADM|CNR1|CNR2|DGKQ|S1PR1|S1PR3|ADGRE1|GPR4|GPR65|S1PR4|ADGRL1|ADGRE2|S1PR5|GNG2|ADGRE3|ADGRG3,-4.965649222212144,0,35,0,0,-9.515449827003906,4.92446146207318,
1,0,-2.06795644406194,0.0,R-HSA-373080,M10,1,0,Reactome Gene Sets,6,Class B/2 (Secretin family receptors),,-2.06795644406194,3.99171052631579,3.3758343850684125,30337,95,400,5,1.25,0.5555121510822244,133|2015|30817|54331|84658,ADM|ADGRE1|ADGRE2|GNG2|ADGRE3,-0.8621629533868858,0,35,0,0,-9.515449827003906,4.92446146207318,
0,1,0.0,-9.35434389337061,hsa04360,M01,1,0,KEGG Pathway,24,Axon guidance,,-9.35434389337061,8.355152027027028,9.933518893667502,30337,184,296,15,5.0675675675675675,1.2748562660170835,1969|2049|3983|3985|4773|5293|5361|5578|5590|5595|5998|6586|23654|84628|219699,EPHA2|EPHB3|ABLIM1|LIMK2|NFATC2|PIK3CD|PLXNA1|PRKCA|PRKCZ|MAPK3|RGS3|SLIT3|PLXNB2|NTNG2|UNC5B,-7.043355724283013,0,36,1,1,-9.35434389337061,8.355152027027028,
0,1,0.0,-5.368518317374806,R-HSA-9675108,M01,1,0,Reactome Gene Sets,6,Nervous system development,,-5.368518317374806,3.398442290457998,5.7534554816655366,30337,573,296,19,6.418918918918919,1.4245546622805052,1298|1759|1969|2049|2817|3983|3985|4155|5293|5361|5578|5595|5605|5909|6196|6586|23396|116986|219699,COL9A2|DNM1|EPHA2|EPHB3|GPC1|ABLIM1|LIMK2|MBP|PIK3CD|PLXNA1|PRKCA|MAPK3|MAP2K2|RAP1GAP|RPS6KA2|SLIT3|PIP5K1C|AGAP2|UNC5B,-3.5140648722250942,0,36,0,0,-9.35434389337061,8.355152027027028,
0,1,0.0,-5.059443599385418,R-HSA-422475,M01,1,0,Reactome Gene Sets,6,Axon guidance,,-5.059443599385418,3.3664554152692836,5.549175553763936,30337,548,296,18,6.081081081081081,1.3890602512974541,1298|1759|1969|2049|2817|3983|3985|5293|5361|5578|5595|5605|5909|6196|6586|23396|116986|219699,COL9A2|DNM1|EPHA2|EPHB3|GPC1|ABLIM1|LIMK2|PIK3CD|PLXNA1|PRKCA|MAPK3|MAP2K2|RAP1GAP|RPS6KA2|SLIT3|PIP5K1C|AGAP2|UNC5B,-3.246742112414831,0,36,0,0,-9.35434389337061,8.355152027027028,
0,1,0.0,-2.02836371948049,GO:0048732,M01,1,0,GO Biological Processes,19,gland development,19_GO:0032502 developmental process,-2.02836371948049,2.4115262321144675,2.9088981352315253,30337,425,296,10,3.3783783783783785,1.0501357656280257,1969|1999|2049|3200|3202|5361|5595|5605|8140|9612,EPHA2|ELF3|EPHB3|HOXA3|HOXA5|PLXNA1|MAPK3|MAP2K2|SLC7A5|NCOR2,-0.8331709075613233,0,36,0,0,-9.35434389337061,8.355152027027028,
1,0,-9.2940164460858,0.0,WP3945,M10,1,0,WikiPathways,27,TYROBP causal network in microglia,,-9.2940164460858,13.45592741935484,11.348405683755903,30337,62,400,11,2.75,0.8176758220713145,951|3142|3684|3687|3689|5341|6696|7133|54518|64092|170954,CD37|HLX|ITGAM|ITGAX|ITGB2|PLEK|SPP1|TNFRSF1B|APBB1IP|SAMSN1|PPP1R18,-6.990997206669479,0,37,1,1,-9.2940164460858,13.45592741935484,
1,0,-9.225923035012281,0.0,GO:0002673,M10,1,0,GO Biological Processes,19,regulation of acute inflammatory response,19_GO:0050896 response to stimulus,-9.225923035012281,15.800520833333335,11.862061312402044,30337,48,400,10,2.5,0.7806247497997998,101|241|1268|2529|2865|2867|3553|5008|5743|114548,ADAM8|ALOX5AP|CNR1|FUT7|FFAR3|FFAR2|IL1B|OSM|PTGS2|NLRP3,-6.938415961774207,0,38,1,1,-9.225923035012281,32.503928571428574,
