Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-9.2,6,9,30337,240,400,19,4.8,1.1,133|1268|1901|1903|2015|2316|2357|2358|2828|2865|3640|5138|8477|8685|8698|30817|54331|84658|222487,ADM|CNR1|S1PR1|S1PR3|ADGRE1|FLNA|FPR1|FPR2|GPR4|FFAR3|INSL3|PDE2A|GPR65|MARCO|S1PR4|ADGRE2|GNG2|ADGRE3|ADGRG3,-6.9,DEGs
GO Biological Processes,19,GO:0002673,regulation of acute inflammatory response,19_GO:0050896 response to stimulus,-9.2,16,12,30337,48,400,10,2.5,0.78,101|241|1268|2529|2865|2867|3553|5008|5743|114548,ADAM8|ALOX5AP|CNR1|FUT7|FFAR3|FFAR2|IL1B|OSM|PTGS2|NLRP3,-6.9,DEGs
GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-9.2,4.4,8.3,30337,427,400,25,6.2,1.2,101|399|1230|1378|1441|1960|2124|2353|3142|3586|3624|3718|5788|6688|7099|7130|7538|8993|9308|9770|10288|11025|114548|114771|150372,ADAM8|RHOH|CCR1|CR1|CSF3R|EGR3|EVI2B|FOS|HLX|IL10|INHBA|JAK3|PTPRC|SPI1|TLR4|TNFAIP6|ZFP36|PGLYRP1|CD83|RASSF2|LILRB2|LILRB3|NLRP3|PGLYRP3|NFAM1,-6.9,DEGs
GO Biological Processes,19,GO:0031424,keratinization,19_GO:0032502 developmental process,-9.1,11,11,30337,82,400,12,3,0.85,3552|3853|3854|3868|6698|6699|6703|6707|25818|84518|286887|643418,IL1A|KRT6A|KRT6B|KRT16|SPRR1A|SPRR1B|SPRR2D|SPRR3|KLK5|CNFN|KRT6C|LIPN,-6.8,DEGs
GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-9.1,4.8,8.4,30337,366,400,23,5.8,1.2,101|399|1378|1960|3142|3552|3553|3586|4317|5788|6347|6688|7099|8740|9173|9308|10288|10326|57817|64581|114548|140885|338339,ADAM8|RHOH|CR1|EGR3|HLX|IL1A|IL1B|IL10|MMP8|PTPRC|CCL2|SPI1|TLR4|TNFSF14|IL1RL1|CD83|LILRB2|SIRPB1|HAMP|CLEC7A|NLRP3|SIRPA|CLEC4D,-6.8,DEGs
GO Biological Processes,19,GO:0009612,response to mechanical stimulus,19_GO:0050896 response to stimulus,-9,6.2,9,30337,220,400,18,4.5,1,654|793|838|943|2353|2354|3249|3553|3684|5138|5270|5743|7099|7852|8740|8796|51311|56729,BMP6|CALB1|CASP5|TNFRSF8|FOS|FOSB|HPN|IL1B|ITGAM|PDE2A|SERPINE2|PTGS2|TLR4|CXCR4|TNFSF14|SCEL|TLR8|RETN,-6.7,DEGs
GO Biological Processes,19,GO:0044703,multi-organism reproductive process,19_GO:0022414 reproductive process,-9,6.6,9.1,30337,194,400,17,4.2,1,133|1268|2353|2354|2529|3553|3678|4318|5023|5270|5743|5997|6406|6573|6696|6781|7056,ADM|CNR1|FOS|FOSB|FUT7|IL1B|ITGA5|MMP9|P2RX1|SERPINE2|PTGS2|RGS2|SEMG1|SLC19A1|SPP1|STC1|THBD,-6.7,DEGs
GO Biological Processes,19,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-8.9,6.5,9,30337,198,400,17,4.2,1,383|722|1178|1378|2529|3142|3553|3586|3718|5788|6556|7133|7454|8809|9173|64581|114548,ARG1|C4BPA|CLC|CR1|FUT7|HLX|IL1B|IL10|JAK3|PTPRC|SLC11A1|TNFRSF1B|WAS|IL18R1|IL1RL1|CLEC7A|NLRP3,-6.6,DEGs
Canonical Pathways,11,M5883,NABA SECRETED FACTORS,,-8.9,4.9,8.3,30337,343,400,22,5.5,1.1,654|944|1839|2069|3552|3553|3557|3576|3586|3624|3640|4050|5008|5473|6279|6280|6283|6347|6354|6364|6374|8740,BMP6|TNFSF8|HBEGF|EREG|IL1A|IL1B|IL1RN|CXCL8|IL10|INHBA|INSL3|LTB|OSM|PPBP|S100A8|S100A9|S100A12|CCL2|CCL7|CCL20|CXCL5|TNFSF14,-6.6,DEGs
GO Biological Processes,19,GO:0043588,skin development,19_GO:0032502 developmental process,-8.9,5.4,8.5,30337,282,400,20,5,1.1,2069|3552|3624|3853|3854|3861|3868|4050|6615|6698|6699|6703|6707|8796|25818|29986|84518|286887|389208|643418,EREG|IL1A|INHBA|KRT6A|KRT6B|KRT14|KRT16|LTB|SNAI1|SPRR1A|SPRR1B|SPRR2D|SPRR3|SCEL|KLK5|SLC39A2|CNFN|KRT6C|TMPRSS11F|LIPN,-6.6,DEGs
GO Biological Processes,19,GO:0044706,multi-multicellular organism process,19_GO:0032501 multicellular organismal process,-8.7,6.4,8.9,30337,202,400,17,4.2,1,133|1268|2353|2354|2529|3553|3678|4318|5023|5270|5743|5997|6406|6573|6696|6781|7056,ADM|CNR1|FOS|FOSB|FUT7|IL1B|ITGA5|MMP9|P2RX1|SERPINE2|PTGS2|RGS2|SEMG1|SLC19A1|SPP1|STC1|THBD,-6.5,DEGs
GO Biological Processes,19,GO:0030855,epithelial cell differentiation,19_GO:0032502 developmental process,-8.7,3.6,7.6,30337,631,400,30,7.5,1.3,654|1901|2069|2316|2828|3383|3552|3853|3854|3860|3861|3868|5138|6698|6699|6703|6707|6781|6926|7852|8796|23135|25818|27284|29986|51458|54507|84518|286887|643418,BMP6|S1PR1|EREG|FLNA|GPR4|ICAM1|IL1A|KRT6A|KRT6B|KRT13|KRT14|KRT16|PDE2A|SPRR1A|SPRR1B|SPRR2D|SPRR3|STC1|TBX3|CXCR4|SCEL|KDM6B|KLK5|SULT1B1|SLC39A2|RHCG|ADAMTSL4|CNFN|KRT6C|LIPN,-6.5,DEGs
KEGG Pathway,24,hsa04610,Complement and coagulation cascades,,-8.7,10,10,30337,88,400,12,3,0.85,719|722|728|1378|3684|3687|3689|5265|5270|5328|5329|7056,C3AR1|C4BPA|C5AR1|CR1|ITGAM|ITGAX|ITGB2|SERPINA1|SERPINE2|PLAU|PLAUR|THBD,-6.5,DEGs
Reactome Gene Sets,6,R-HSA-418594,G alpha (i) signalling events,,-8.7,5,8.3,30337,318,400,21,5.2,1.1,719|728|1230|1268|1903|2357|2358|3576|3577|3579|5142|5473|6364|6374|6753|7852|8698|8843|53829|54331|64407,C3AR1|C5AR1|CCR1|CNR1|S1PR3|FPR1|FPR2|CXCL8|CXCR1|CXCR2|PDE4B|PPBP|CCL20|CXCL5|SSTR3|CXCR4|S1PR4|HCAR3|P2RY13|GNG2|RGS18,-6.5,DEGs
GO Biological Processes,19,GO:0032652,regulation of interleukin-1 production,19_GO:0032501 multicellular organismal process,-8.7,8.2,9.5,30337,130,400,14,3.5,0.92,1903|3586|4210|7099|7850|11027|51311|58484|64581|91662|114548|140885|199713|353514,S1PR3|IL10|MEFV|TLR4|IL1R2|LILRA2|TLR8|NLRC4|CLEC7A|NLRP12|NLRP3|SIRPA|NLRP7|LILRA5,-6.4,DEGs
WikiPathways,27,WP3937,Microglia pathogen phagocytosis pathway,,-8.7,17,12,30337,40,400,9,2.2,0.74,2207|3055|3684|3689|4689|5880|27036|54210|653361,FCER1G|HCK|ITGAM|ITGB2|NCF4|RAC2|SIGLEC7|TREM1|NCF1,-6.4,DEGs
GO Biological Processes,19,GO:0002675,positive regulation of acute inflammatory response,19_GO:0048518 positive regulation of biological process,-8.7,22,13,30337,28,400,8,2,0.7,101|241|1268|2865|2867|3553|5008|5743,ADAM8|ALOX5AP|CNR1|FFAR3|FFAR2|IL1B|OSM|PTGS2,-6.4,DEGs
WikiPathways,27,WP455,GPCRs class A rhodopsin like,,-8.6,5.5,8.5,30337,261,400,19,4.8,1.1,719|1230|1268|2357|2358|2828|2865|2866|2867|3274|3577|3579|4923|6753|7852|8477|8843|53829|266747,C3AR1|CCR1|CNR1|FPR1|FPR2|GPR4|FFAR3|GPR42|FFAR2|HRH2|CXCR1|CXCR2|NTSR1|SSTR3|CXCR4|GPR65|HCAR3|P2RY13|RGL4,-6.4,DEGs
GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,19_GO:0050789 regulation of biological process,-8.6,4.5,8,30337,389,400,23,5.8,1.2,101|240|383|399|1378|1960|2529|3142|3552|3553|3586|3689|3718|5788|6347|8740|9308|10288|10326|11314|55824|114548|140885,ADAM8|ALOX5|ARG1|RHOH|CR1|EGR3|FUT7|HLX|IL1A|IL1B|IL10|ITGB2|JAK3|PTPRC|CCL2|TNFSF14|CD83|LILRB2|SIRPB1|CD300A|PAG1|NLRP3|SIRPA,-6.3,DEGs
Canonical Pathways,11,M169,PID INTEGRIN2 PATHWAY,,-8.5,21,12,30337,29,400,8,2,0.7,2212|3383|3385|3684|3687|3689|5328|5329,FCGR2A|ICAM1|ICAM3|ITGAM|ITGAX|ITGB2|PLAU|PLAUR,-6.3,DEGs
GO Biological Processes,19,GO:0002886,regulation of myeloid leukocyte mediated immunity,19_GO:0002376 immune system process,-8.5,14,11,30337,56,400,10,2.5,0.78,383|2268|3598|3684|3689|5880|6688|11314|30817|57126,ARG1|FGR|IL13RA2|ITGAM|ITGB2|RAC2|SPI1|CD300A|ADGRE2|CD177,-6.3,DEGs
GO Biological Processes,19,GO:0050766,positive regulation of phagocytosis,19_GO:0051179 localization,-8.5,11,10,30337,73,400,11,2.8,0.82,2207|2212|2219|2358|5788|5806|6347|6556|10326|64581|140885,FCER1G|FCGR2A|FCN1|FPR2|PTPRC|PTX3|CCL2|SLC11A1|SIRPB1|CLEC7A|SIRPA,-6.3,DEGs
GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-8.5,3.6,7.5,30337,607,400,29,7.2,1.3,101|240|654|1268|2268|2865|2867|3552|3553|3598|3624|3684|3689|4923|5008|5023|5880|6279|6688|6696|6781|7099|7133|8291|11314|30817|56729|57126|171389,ADAM8|ALOX5|BMP6|CNR1|FGR|FFAR3|FFAR2|IL1A|IL1B|IL13RA2|INHBA|ITGAM|ITGB2|NTSR1|OSM|P2RX1|RAC2|S100A8|SPI1|SPP1|STC1|TLR4|TNFRSF1B|DYSF|CD300A|ADGRE2|RETN|CD177|NLRP6,-6.3,DEGs
GO Biological Processes,19,GO:0030097,hemopoiesis,19_GO:0032502 developmental process,-8.5,3.4,7.4,30337,687,400,31,7.8,1.3,399|944|2124|2207|2316|2353|2529|3142|3586|3624|3718|4318|5341|5788|5880|6688|7099|7538|8809|9021|9173|9308|23601|26253|57580|80739|115727|126014|150372|222487|338339,RHOH|TNFSF8|EVI2B|FCER1G|FLNA|FOS|FUT7|HLX|IL10|INHBA|JAK3|MMP9|PLEK|PTPRC|RAC2|SPI1|TLR4|ZFP36|IL18R1|SOCS3|IL1RL1|CD83|CLEC5A|CLEC4E|PREX1|MPIG6B|RASGRP4|OSCAR|NFAM1|ADGRG3|CLEC4D,-6.2,DEGs
Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-8.4,3.3,7.3,30337,768,400,33,8.2,1.4,929|1308|3383|3385|3689|3937|4689|5788|6279|6280|6402|7099|7454|8778|9021|9437|10235|10288|10437|11024|11027|11314|27036|27180|54210|55824|79865|124599|126014|285852|342510|353514|653361,CD14|COL17A1|ICAM1|ICAM3|ITGB2|LCP2|NCF4|PTPRC|S100A8|S100A9|SELL|TLR4|WAS|SIGLEC5|SOCS3|NCR1|RASGRP2|LILRB2|IFI30|LILRA1|LILRA2|CD300A|SIGLEC7|SIGLEC9|TREM1|PAG1|TREML2|CD300LB|OSCAR|TREML4|CD300E|LILRA5|NCF1,-6.2,DEGs
KEGG Pathway,24,hsa05323,Rheumatoid arthritis,,-8.4,9.7,9.7,30337,94,400,12,3,0.85,2321|2353|3383|3552|3553|3576|3689|4050|6347|6364|6374|7099,FLT1|FOS|ICAM1|IL1A|IL1B|CXCL8|ITGB2|LTB|CCL2|CCL20|CXCL5|TLR4,-6.2,DEGs
KEGG Pathway,24,hsa05135,Yersinia infection,,-8.3,7.7,9.1,30337,138,400,14,3.5,0.92,2212|2353|3553|3576|3586|3678|3937|4210|5880|6347|7099|7454|58484|114548,FCGR2A|FOS|IL1B|CXCL8|IL10|ITGA5|LCP2|MEFV|RAC2|CCL2|TLR4|WAS|NLRC4|NLRP3,-6.1,DEGs
KEGG Pathway,24,hsa04657,IL-17 signaling pathway,,-8.3,9.6,9.7,30337,95,400,12,3,0.85,2353|2354|3553|3576|4318|5743|6279|6280|6347|6354|6364|6374,FOS|FOSB|IL1B|CXCL8|MMP9|PTGS2|S100A8|S100A9|CCL2|CCL7|CCL20|CXCL5,-6.1,DEGs
Reactome Gene Sets,6,R-HSA-380108,Chemokine receptors bind chemokines,,-8.3,13,11,30337,59,400,10,2.5,0.78,1230|3576|3577|3579|5473|6347|6354|6364|6374|7852,CCR1|CXCL8|CXCR1|CXCR2|PPBP|CCL2|CCL7|CCL20|CXCL5|CXCR4,-6.1,DEGs
Reactome Gene Sets,6,R-HSA-6805567,Keratinization,,-8.3,5.9,8.4,30337,217,400,17,4.2,1,1824|1830|3853|3854|3860|3861|3868|6698|6699|6700|6703|6707|11202|25818|26085|286887|643418,DSC2|DSG3|KRT6A|KRT6B|KRT13|KRT14|KRT16|SPRR1A|SPRR1B|SPRR2A|SPRR2D|SPRR3|KLK8|KLK5|KLK13|KRT6C|LIPN,-6.1,DEGs
GO Biological Processes,19,GO:0043300,regulation of leukocyte degranulation,19_GO:0002376 immune system process,-8.2,15,11,30337,45,400,9,2.2,0.74,2268|3598|3684|3689|5880|6688|11314|30817|57126,FGR|IL13RA2|ITGAM|ITGB2|RAC2|SPI1|CD300A|ADGRE2|CD177,-6,DEGs
GO Biological Processes,19,GO:0051250,negative regulation of lymphocyte activation,19_GO:0002376 immune system process,-8.1,6.8,8.7,30337,168,400,15,3.8,0.95,383|1378|2268|3142|3586|3624|3718|4332|7940|8993|10288|11314|55824|64092|114771,ARG1|CR1|FGR|HLX|IL10|INHBA|JAK3|MNDA|LST1|PGLYRP1|LILRB2|CD300A|PAG1|SAMSN1|PGLYRP3,-5.9,DEGs
GO Biological Processes,19,GO:1902622,regulation of neutrophil migration,19_GO:0040011 locomotion,-8.1,15,11,30337,46,400,9,2.2,0.74,101|719|728|2529|3552|3576|4354|5880|7130,ADAM8|C3AR1|C5AR1|FUT7|IL1A|CXCL8|MPP1|RAC2|TNFAIP6,-5.9,DEGs
GO Biological Processes,19,GO:0002718,regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-8.1,8.1,9.1,30337,121,400,13,3.2,0.89,383|1178|2865|2867|3553|3586|3718|7099|7133|8140|8809|64581|114548,ARG1|CLC|FFAR3|FFAR2|IL1B|IL10|JAK3|TLR4|TNFRSF1B|SLC7A5|IL18R1|CLEC7A|NLRP3,-5.9,DEGs
GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,19_GO:0051179 localization,-8.1,3.8,7.4,30337,519,400,26,6.5,1.2,929|2207|2212|2219|2268|2358|3055|3598|3684|3689|5023|5788|5806|5880|6347|6556|6688|8291|10326|10938|11314|23237|30817|57126|64581|140885,CD14|FCER1G|FCGR2A|FCN1|FGR|FPR2|HCK|IL13RA2|ITGAM|ITGB2|P2RX1|PTPRC|PTX3|RAC2|CCL2|SLC11A1|SPI1|DYSF|SIRPB1|EHD1|CD300A|ARC|ADGRE2|CD177|CLEC7A|SIRPA,-5.9,DEGs
WikiPathways,27,WP5115,Network map of SARS CoV 2 signaling,,-8,5.4,8.1,30337,254,400,18,4.5,1,838|929|2353|3240|3552|3553|3576|3577|3579|3586|5743|6347|6364|6374|7850|8807|64386|114548,CASP5|CD14|FOS|HP|IL1A|IL1B|CXCL8|CXCR1|CXCR2|IL10|PTGS2|CCL2|CCL20|CXCL5|IL1R2|IL18RAP|MMP25|NLRP3,-5.8,DEGs
GO Biological Processes,19,GO:0009620,response to fungus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8,12,10,30337,63,400,10,2.5,0.78,5806|6279|6280|6283|7099|26253|50856|57817|64581|338339,PTX3|S100A8|S100A9|S100A12|TLR4|CLEC4E|CLEC4A|HAMP|CLEC7A|CLEC4D,-5.8,DEGs
GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8,8,9,30337,123,400,13,3.2,0.89,929|2219|2867|3656|4210|7099|26253|51311|58484|79931|81793|114548|171389,CD14|FCN1|FFAR2|IRAK2|MEFV|TLR4|CLEC4E|TLR8|NLRC4|TNIP3|TLR10|NLRP3|NLRP6,-5.8,DEGs
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0048518 positive regulation of biological process,-8,3.9,7.4,30337,489,400,25,6.2,1.2,101|240|399|1378|1960|2316|2529|3142|3552|3553|3586|3678|3689|5329|5788|6347|8740|9308|10288|10326|54518|57091|57580|114548|140885,ADAM8|ALOX5|RHOH|CR1|EGR3|FLNA|FUT7|HLX|IL1A|IL1B|IL10|ITGA5|ITGB2|PLAUR|PTPRC|CCL2|TNFSF14|CD83|LILRB2|SIRPB1|APBB1IP|CASS4|PREX1|NLRP3|SIRPA,-5.8,DEGs
GO Biological Processes,19,GO:0050777,negative regulation of immune response,19_GO:0002376 immune system process,-8,6.1,8.3,30337,199,400,16,4,0.98,383|722|1378|2268|3055|3142|3586|3718|5788|6688|8993|9173|11314|64092|114771|171389,ARG1|C4BPA|CR1|FGR|HCK|HLX|IL10|JAK3|PTPRC|SPI1|PGLYRP1|IL1RL1|CD300A|SAMSN1|PGLYRP3|NLRP6,-5.8,DEGs
GO Biological Processes,19,GO:0002687,positive regulation of leukocyte migration,19_GO:0040011 locomotion,-7.9,7.1,8.6,30337,150,400,14,3.5,0.92,101|719|728|1230|2358|2529|3383|3552|3576|5880|6354|6364|8740|10894,ADAM8|C3AR1|C5AR1|CCR1|FPR2|FUT7|ICAM1|IL1A|CXCL8|RAC2|CCL7|CCL20|TNFSF14|LYVE1,-5.7,DEGs
GO Biological Processes,19,GO:0009913,epidermal cell differentiation,19_GO:0032502 developmental process,-7.8,5.9,8.2,30337,204,400,16,4,0.98,2069|3552|3853|3854|3861|3868|6698|6699|6703|6707|8796|25818|29986|84518|286887|643418,EREG|IL1A|KRT6A|KRT6B|KRT14|KRT16|SPRR1A|SPRR1B|SPRR2D|SPRR3|SCEL|KLK5|SLC39A2|CNFN|KRT6C|LIPN,-5.7,DEGs
WikiPathways,27,WP5095,Overview of proinflammatory and profibrotic mediators,,-7.8,7.6,8.7,30337,129,400,13,3.2,0.89,3552|3553|3557|3576|3586|4318|5008|5473|6347|6354|6364|6374|6696,IL1A|IL1B|IL1RN|CXCL8|IL10|MMP9|OSM|PPBP|CCL2|CCL7|CCL20|CXCL5|SPP1,-5.6,DEGs
GO Biological Processes,19,GO:0006897,endocytosis,19_GO:0051179 localization,-7.7,3.8,7.2,30337,503,400,25,6.2,1.2,133|929|1089|2207|2219|2268|3055|3385|3576|3577|3579|3684|3689|4542|4648|4689|6556|7099|8685|9051|10894|10938|22918|23237|64581,ADM|CD14|CEACAM4|FCER1G|FCN1|FGR|HCK|ICAM3|CXCL8|CXCR1|CXCR2|ITGAM|ITGB2|MYO1F|MYO7B|NCF4|SLC11A1|TLR4|MARCO|PSTPIP1|LYVE1|EHD1|CD93|ARC|CLEC7A,-5.6,DEGs
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0032502 developmental process,-7.7,4.4,7.5,30337,363,400,21,5.2,1.1,399|944|2207|2353|2529|3142|3586|3718|4318|5788|6688|7099|8809|9021|9173|9308|26253|57580|150372|222487|338339,RHOH|TNFSF8|FCER1G|FOS|FUT7|HLX|IL10|JAK3|MMP9|PTPRC|SPI1|TLR4|IL18R1|SOCS3|IL1RL1|CD83|CLEC4E|PREX1|NFAM1|ADGRG3|CLEC4D,-5.5,DEGs
GO Biological Processes,19,GO:0022409,positive regulation of cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-7.7,4.6,7.6,30337,330,400,20,5,1.1,101|240|399|1378|1960|2529|3142|3552|3553|3586|3689|5329|5788|6347|8740|9308|10288|10326|114548|140885,ADAM8|ALOX5|RHOH|CR1|EGR3|FUT7|HLX|IL1A|IL1B|IL10|ITGB2|PLAUR|PTPRC|CCL2|TNFSF14|CD83|LILRB2|SIRPB1|NLRP3|SIRPA,-5.5,DEGs
GO Biological Processes,19,GO:0002430,complement receptor mediated signaling pathway,19_GO:0002376 immune system process,-7.6,30,13,30337,15,400,6,1.5,0.61,719|728|1378|2357|2358|3684,C3AR1|C5AR1|CR1|FPR1|FPR2|ITGAM,-5.5,DEGs
WikiPathways,27,WP2865,IL1 and megakaryocytes in obesity,,-7.6,21,12,30337,25,400,7,1.8,0.66,1839|3383|3553|4318|6280|6347|114548,HBEGF|ICAM1|IL1B|MMP9|S100A9|CCL2|NLRP3,-5.5,DEGs
GO Biological Processes,19,GO:0032651,regulation of interleukin-1 beta production,19_GO:0032501 multicellular organismal process,-7.6,8.3,8.8,30337,110,400,12,3,0.85,1903|4210|7099|11027|51311|58484|64581|91662|114548|140885|199713|353514,S1PR3|MEFV|TLR4|LILRA2|TLR8|NLRC4|CLEC7A|NLRP12|NLRP3|SIRPA|NLRP7|LILRA5,-5.5,DEGs
GO Biological Processes,19,GO:1903530,regulation of secretion by cell,19_GO:0051179 localization,-7.5,3.6,7,30337,553,400,26,6.5,1.2,101|240|654|1268|2268|2865|2867|3552|3553|3598|3624|3684|3689|4923|5008|5023|5880|6688|6696|7099|7133|8291|11314|30817|56729|57126,ADAM8|ALOX5|BMP6|CNR1|FGR|FFAR3|FFAR2|IL1A|IL1B|IL13RA2|INHBA|ITGAM|ITGB2|NTSR1|OSM|P2RX1|RAC2|SPI1|SPP1|TLR4|TNFRSF1B|DYSF|CD300A|ADGRE2|RETN|CD177,-5.4,DEGs
GO Biological Processes,19,GO:0034113,heterotypic cell-cell adhesion,19_GO:0009987 cellular process,-7.5,16,11,30337,38,400,8,2,0.7,1824|3678|3684|3687|3689|5788|10288|140885,DSC2|ITGA5|ITGAM|ITGAX|ITGB2|PTPRC|LILRB2|SIRPA,-5.4,DEGs
GO Biological Processes,19,GO:0006909,phagocytosis,19_GO:0051179 localization,-7.5,6.6,8.2,30337,161,400,14,3.5,0.92,929|1089|2219|2268|3055|3385|3684|3689|4689|6556|7099|8685|22918|64581,CD14|CEACAM4|FCN1|FGR|HCK|ICAM3|ITGAM|ITGB2|NCF4|SLC11A1|TLR4|MARCO|CD93|CLEC7A,-5.3,DEGs
Reactome Gene Sets,6,R-HSA-9664424,Cell recruitment (pro-inflammatory response),,-7.5,20,11,30337,26,400,7,1.8,0.66,719|3162|3552|3553|4210|9051|114548,C3AR1|HMOX1|IL1A|IL1B|MEFV|PSTPIP1|NLRP3,-5.3,DEGs
Reactome Gene Sets,6,R-HSA-9660826,Purinergic signaling in leishmaniasis infection,,-7.5,20,11,30337,26,400,7,1.8,0.66,719|3162|3552|3553|4210|9051|114548,C3AR1|HMOX1|IL1A|IL1B|MEFV|PSTPIP1|NLRP3,-5.3,DEGs
Reactome Gene Sets,6,R-HSA-202733,Cell surface interactions at the vascular wall,,-7.4,7.2,8.4,30337,137,400,13,3.2,0.89,1084|2207|3678|3684|3687|3689|4973|6402|7056|8140|54210|57126|140885,CEACAM3|FCER1G|ITGA5|ITGAM|ITGAX|ITGB2|OLR1|SELL|THBD|SLC7A5|TREM1|CD177|SIRPA,-5.3,DEGs
GO Biological Processes,19,GO:0045619,regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-7.4,5.5,7.8,30337,219,400,16,4,0.98,101|399|1378|1960|3142|3586|3624|3718|5788|6688|8993|9308|10288|114548|114771|150372,ADAM8|RHOH|CR1|EGR3|HLX|IL10|INHBA|JAK3|PTPRC|SPI1|PGLYRP1|CD83|LILRB2|NLRP3|PGLYRP3|NFAM1,-5.3,DEGs
WikiPathways,27,WP24,Peptide GPCRs,,-7.4,10,9.3,30337,73,400,10,2.5,0.78,719|728|1230|2357|2358|3577|3579|4923|6753|7852,C3AR1|C5AR1|CCR1|FPR1|FPR2|CXCR1|CXCR2|NTSR1|SSTR3|CXCR4,-5.3,DEGs
Reactome Gene Sets,6,R-HSA-9658195,Leishmania infection,,-7.4,6.5,8.1,30337,164,400,14,3.5,0.92,719|2212|2268|2687|3055|3162|3552|3553|3586|4210|7454|9051|54331|114548,C3AR1|FCGR2A|FGR|GGT5|HCK|HMOX1|IL1A|IL1B|IL10|MEFV|WAS|PSTPIP1|GNG2|NLRP3,-5.3,DEGs
Reactome Gene Sets,6,R-HSA-9824443,Parasitic Infection Pathways,,-7.4,6.5,8.1,30337,164,400,14,3.5,0.92,719|2212|2268|2687|3055|3162|3552|3553|3586|4210|7454|9051|54331|114548,C3AR1|FCGR2A|FGR|GGT5|HCK|HMOX1|IL1A|IL1B|IL10|MEFV|WAS|PSTPIP1|GNG2|NLRP3,-5.3,DEGs
GO Biological Processes,19,GO:1903039,positive regulation of leukocyte cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-7.3,4.9,7.5,30337,281,400,18,4.5,1,101|240|399|1378|1960|2529|3142|3552|3553|3689|5788|6347|8740|9308|10288|10326|114548|140885,ADAM8|ALOX5|RHOH|CR1|EGR3|FUT7|HLX|IL1A|IL1B|ITGB2|PTPRC|CCL2|TNFSF14|CD83|LILRB2|SIRPB1|NLRP3|SIRPA,-5.2,DEGs
GO Biological Processes,19,GO:0002706,regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-7.3,5.9,7.9,30337,192,400,15,3.8,0.95,383|722|1178|1378|2529|3553|3586|5788|7133|7454|8807|8809|9437|114548|115727,ARG1|C4BPA|CLC|CR1|FUT7|IL1B|IL10|PTPRC|TNFRSF1B|WAS|IL18RAP|IL18R1|NCR1|NLRP3|RASGRP4,-5.2,DEGs
KEGG Pathway,24,hsa05134,Legionellosis,,-7.3,12,9.7,30337,56,400,9,2.2,0.74,929|1378|3310|3553|3576|3684|3689|7099|58484,CD14|CR1|HSPA6|IL1B|CXCL8|ITGAM|ITGB2|TLR4|NLRC4,-5.2,DEGs
GO Biological Processes,19,GO:0071496,cellular response to external stimulus,19_GO:0050896 response to stimulus,-7.3,10,9.1,30337,75,400,10,2.5,0.78,654|838|943|978|3553|5138|5743|7099|8740|51311,BMP6|CASP5|TNFRSF8|CDA|IL1B|PDE2A|PTGS2|TLR4|TNFSF14|TLR8,-5.2,DEGs
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-7.3,3.5,6.8,30337,571,400,26,6.5,1.2,101|133|383|838|943|1268|3162|3586|3624|4050|4318|4332|4923|5743|5788|6279|6280|6347|7099|7133|8794|9770|50486|54507|58484|64581,ADAM8|ADM|ARG1|CASP5|TNFRSF8|CNR1|HMOX1|IL10|INHBA|LTB|MMP9|MNDA|NTSR1|PTGS2|PTPRC|S100A8|S100A9|CCL2|TLR4|TNFRSF1B|TNFRSF10C|RASSF2|G0S2|ADAMTSL4|NLRC4|CLEC7A,-5.2,DEGs
Canonical Pathways,11,M159,PID AMB2 NEUTROPHILS PATHWAY,,-7.3,15,10,30337,41,400,8,2,0.7,2268|3055|3383|3684|3689|4318|5328|5329,FGR|HCK|ICAM1|ITGAM|ITGB2|MMP9|PLAU|PLAUR,-5.2,DEGs
