_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.7,M40152,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL ADRENAL VASCULAR ENDOTHELIAL CELLS,,-2.7,4,4,30337,139,380,7,1.8,0.69,1003|2022|3142|3625|54345|85358|134265,CDH5|ENG|HLX|INHBB|SOX18|SHANK3|AFAP1L1,-0.67,0
1,-2.7,M40004,M1,1,0,Cell Type Signatures,7,BUSSLINGER ESOPHAGEAL LATE SUPRABASAL CELLS,,-2.7,4,4,30337,140,380,7,1.8,0.69,218|3315|5493|6382|9524|11187|79026,ALDH3A1|HSPB1|PPL|SDC1|TECR|PKP3|AHNAK,-0.66,0
1,-2.6,M41747,M1,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE PCV ENDOTHELIAL CELLS,,-2.6,3.2,3.7,30337,225,380,9,2.4,0.78,3315|3983|6196|7171|8519|8553|9314|23353|54345,HSPB1|ABLIM1|RPS6KA2|TPM4|IFITM1|BHLHE40|KLF4|SUN1|SOX18,-0.64,0
1,-2.6,M39135,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,,-2.6,3.5,3.8,30337,184,380,8,2.1,0.74,1969|1999|3315|7171|7465|56937|79026|647024,EPHA2|ELF3|HSPB1|TPM4|WEE1|PMEPA1|AHNAK|C6orf132,-0.63,0
1,-2.6,M39201,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW MONOCYTE,,-2.6,3.2,3.7,30337,227,380,9,2.4,0.78,832|1523|3955|5023|9536|11156|23654|79890|221472,CAPZB|CUX1|LFNG|P2RX1|PTGES|PTP4A3|PLXNB2|RIN3|FGD2,-0.63,0
1,-2.6,M41651,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG BASAL CELL,,-2.6,3.4,3.7,30337,188,380,8,2.1,0.74,218|2034|2817|3187|6649|8519|51477|56262,ALDH3A1|EPAS1|GPC1|HNRNPH1|SOD3|IFITM1|ISYNA1|LRRC8A,-0.6,0
1,-2.6,M39021,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS BRAIN IMMUNE,,-2.6,3.8,3.8,30337,148,380,7,1.8,0.69,924|3689|8519|9516|23526|51411|147138,CD7|ITGB2|IFITM1|LITAF|ARHGAP45|BIN2|TMC8,-0.6,0
1,-2.5,M40001,M1,1,0,Cell Type Signatures,7,BUSSLINGER ESOPHAGEAL QUIESCENT BASAL CELLS,,-2.5,5.2,4.1,30337,77,380,5,1.3,0.58,1953|4782|8140|8519|22883,MEGF6|NFIC|SLC7A5|IFITM1|CLSTN1,-0.59,0
1,-2.5,M41697,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG EREG DENDRITIC CELL,,-2.5,2.2,3.3,30337,579,380,16,4.2,1,2022|2034|2107|5209|6533|7171|8140|9314|9516|9612|9922|10043|23136|54453|79026|284207,ENG|EPAS1|ETF1|PFKFB3|SLC6A6|TPM4|SLC7A5|KLF4|LITAF|NCOR2|IQSEC1|TOM1|EPB41L3|RIN2|AHNAK|METRNL,-0.59,0
1,-2.5,M41678,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG PERICYTE CELL,,-2.5,4.2,3.9,30337,114,380,6,1.6,0.64,639|6196|9828|10160|23180|79652,PRDM1|RPS6KA2|ARHGEF17|FARP1|RFTN1|TMEM204,-0.56,0
1,-2.4,M41666,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG CAPILLARY INTERMEDIATE 1 CELL,,-2.4,3.5,3.6,30337,158,380,7,1.8,0.69,1003|5581|7078|10044|10458|23187|79652,CDH5|PRKCE|TIMP3|SH2D3C|BAIAP2|PHLDB1|TMEM204,-0.5,0
1,-2.4,M39271,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA RPE,,-2.4,2.7,3.4,30337,292,380,10,2.6,0.82,1298|3315|7078|8140|8553|9516|9612|23654|63976|119587,COL9A2|HSPB1|TIMP3|SLC7A5|BHLHE40|LITAF|NCOR2|PLXNB2|PRDM16|CPXM2,-0.49,0
1,-2.3,M39247,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C28 INTERSTITIUM,,-2.3,4.6,3.8,30337,86,380,5,1.3,0.58,4774|5578|6586|7078|26053,NFIA|PRKCA|SLIT3|TIMP3|AUTS2,-0.46,0
1,-2.3,M41676,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ALVEOLAR FIBROBLAST CELL,,-2.3,3.4,3.5,30337,164,380,7,1.8,0.69,1305|3801|5998|7078|9516|9902|23499,COL13A1|KIFC3|RGS3|TIMP3|LITAF|MRC2|MACF1,-0.45,0
1,-2.3,M41708,M1,1,0,Cell Type Signatures,7,FAN OVARY CL6 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 2,,-2.3,2.7,3.3,30337,300,380,10,2.6,0.82,379|832|2022|2052|4774|4782|6595|7071|7171|9314,ARL4D|CAPZB|ENG|EPHX1|NFIA|NFIC|SMARCA2|KLF10|TPM4|KLF4,-0.44,0
1,-2.3,M40189,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL EYE VASCULAR ENDOTHELIAL CELLS,,-2.3,4.4,3.7,30337,90,380,5,1.3,0.58,1003|2022|2034|54345|85358,CDH5|ENG|EPAS1|SOX18|SHANK3,-0.41,0
1,-2.2,M39168,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS ALPHA CELL,,-2.2,2.1,3,30337,568,380,15,3.9,1,832|1298|3983|5581|5799|6595|11156|23136|26119|54453|80790|83648|89796|284422|387882,CAPZB|COL9A2|ABLIM1|PRKCE|PTPRN2|SMARCA2|PTP4A3|EPB41L3|LDLRAP1|RIN2|CMIP|FAM167A|NAV1|SMIM24|C12orf75,-0.4,0
1,-2.2,M40005,M1,1,0,Cell Type Signatures,7,BUSSLINGER ESOPHAGEAL DENDRITIC CELLS,,-2.2,3,3.3,30337,214,380,8,2.1,0.74,240|864|2022|3689|4773|9516|10458|254102,ALOX5|RUNX3|ENG|ITGB2|NFATC2|LITAF|BAIAP2|EHBP1L1,-0.4,0
1,-2.2,M40228,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL LIVER MESOTHELIAL CELLS,,-2.2,2.6,3.1,30337,310,380,10,2.6,0.82,379|2621|4062|5493|6586|9228|51090|130497|647024|100874185,ARL4D|GAS6|LY6H|PPL|SLIT3|DLGAP2|PLLP|OSR1|C6orf132|FRMD6-AS2,-0.39,0
1,-2.2,M39046,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BRAIN EFFECTOR T CELL,,-2.2,3.7,3.4,30337,131,380,6,1.6,0.64,864|924|8519|9516|53637|81873,RUNX3|CD7|IFITM1|LITAF|S1PR5|ARPC5L,-0.38,0
1,-2.2,M39222,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C3 PROXIMAL TUBULE EPITHELIAL CELLS S1 S2,,-2.2,2.9,3.2,30337,221,380,8,2.1,0.74,1523|3983|4774|10160|23051|23136|23327|51084,CUX1|ABLIM1|NFIA|FARP1|ZHX3|EPB41L3|NEDD4L|CRYL1,-0.35,0
1,-2.1,M39245,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C26 MESANGIAL CELLS,,-2.1,3.2,3.2,30337,177,380,7,1.8,0.69,2022|2034|3315|5578|7078|26960|79026,ENG|EPAS1|HSPB1|PRKCA|TIMP3|NBEA|AHNAK,-0.35,0
1,-2.1,M41749,M1,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE NK CELLS,,-2.1,2.8,3.1,30337,226,380,8,2.1,0.74,832|924|3689|7171|9516|51411|81873|387882,CAPZB|CD7|ITGB2|TPM4|LITAF|BIN2|ARPC5L|C12orf75,-0.32,0
1,-2.1,M39273,M1,1,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM RESPIRATORY HORIZONTAL BASAL CELLS,,-2.1,7.3,4.1,30337,33,380,3,0.79,0.45,218|1999|3315,ALDH3A1|ELF3|HSPB1,-0.32,0
1,-2.1,M40236,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL LIVER HEMATOPOIETIC STEM CELLS,,-2.1,7.3,4.1,30337,33,380,3,0.79,0.45,55182|57501|63976,RNF220|CFAP92|PRDM16,-0.32,0
1,-2.1,M40011,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC METALLOTHIONEIN CELLS,,-2.1,4,3.4,30337,100,380,5,1.3,0.58,218|23654|51090|57153|284422,ALDH3A1|PLXNB2|PLLP|SLC44A2|SMIM24,-0.3,0
1,-2.1,M39235,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C16 COLLECTING SYSTEM PRINCIPAL CELLS CORTEX,,-2.1,3.4,3.2,30337,141,380,6,1.6,0.64,5578|6595|23254|26960|51422|114781,PRKCA|SMARCA2|KAZN|NBEA|PRKAG2|BTBD9,-0.29,0
1,-2,M41719,M1,1,0,Cell Type Signatures,7,FAN OVARY CL17 PUTATIVE APOPTOTIC SMOOTH MUSCLE CELL,,-2,2.8,3,30337,231,380,8,2.1,0.74,2034|3187|3315|6649|7078|9516|11156|51477,EPAS1|HNRNPH1|HSPB1|SOD3|TIMP3|LITAF|PTP4A3|ISYNA1,-0.29,0
1,-2,M39125,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C24 EPCAM POS BILE DUCT CELLS 3,,-2,3,3.1,30337,185,380,7,1.8,0.69,1999|3315|3983|7171|7465|56937|57648,ELF3|HSPB1|ABLIM1|TPM4|WEE1|PMEPA1|NHSL3,-0.29,0
1,-2,M41718,M1,1,0,Cell Type Signatures,7,FAN OVARY CL16 LYMPHATIC ENDOTHELIAL CELL,,-2,2.8,3,30337,232,380,8,2.1,0.74,1003|1312|2022|3315|4774|7071|7078|9314,CDH5|COMT|ENG|HSPB1|NFIA|KLF10|TIMP3|KLF4,-0.28,0
