Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:1990138,neuron projection extension,19_GO:0040007 growth,-3.5,8.6,5.8,30337,80,221,5,2.3,1,1855|5361|5590|6586|26053,DVL1|PLXNA1|PRKCZ|SLIT3|AUTS2,-1.8
MyList,KEGG Pathway,24,hsa01521,EGFR tyrosine kinase inhibitor resistance,,-3.5,8.6,5.8,30337,80,221,5,2.3,1,5154|5293|5578|5595|5605,PDGFA|PIK3CD|PRKCA|MAPK3|MAP2K2,-1.8
MyList,GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-3.5,3.5,4.5,30337,427,221,11,5,1.5,639|864|3202|3559|3665|5578|5590|5771|6595|6886|7071,PRDM1|RUNX3|HOXA5|IL2RA|IRF7|PRKCA|PRKCZ|PTPN2|SMARCA2|TAL1|KLF10,-1.8
MyList,GO Biological Processes,19,GO:0007420,brain development,19_GO:0032502 developmental process,-3.5,2.8,4.3,30337,731,221,15,6.8,1.7,886|1312|2049|3339|3625|4155|5048|5361|5802|9612|23353|23654|26153|85358|153090,CCKAR|COMT|EPHB3|HSPG2|INHBB|MBP|PAFAH1B1|PLXNA1|PTPRS|NCOR2|SUN1|PLXNB2|KIF26A|SHANK3|DAB2IP,-1.7
MyList,Reactome Gene Sets,6,R-HSA-9694614,Attachment and Entry,,-3.5,22,7.7,30337,19,221,3,1.4,0.78,2817|3339|6382,GPC1|HSPG2|SDC1,-1.7
MyList,GO Biological Processes,19,GO:1905048,regulation of metallopeptidase activity,19_GO:0008152 metabolic process,-3.5,22,7.7,30337,19,221,3,1.4,0.78,4035|4155|7078,LRP1|MBP|TIMP3,-1.7
MyList,GO Biological Processes,19,GO:0060438,trachea development,19_GO:0032502 developmental process,-3.5,22,7.7,30337,19,221,3,1.4,0.78,3202|5595|5605,HOXA5|MAPK3|MAP2K2,-1.7
MyList,GO Biological Processes,19,GO:0001763,morphogenesis of a branching structure,19_GO:0032502 developmental process,-3.5,5.4,5,30337,178,221,7,3.2,1.2,639|1305|1969|2022|3202|5361|8642,PRDM1|COL13A1|EPHA2|ENG|HOXA5|PLXNA1|DCHS1,-1.7
MyList,GO Biological Processes,19,GO:0010594,regulation of endothelial cell migration,19_GO:0040011 locomotion,-3.5,4.7,4.8,30337,235,221,8,3.6,1.3,575|1969|3315|5293|5578|9314|54453|153090,ADGRB1|EPHA2|HSPB1|PIK3CD|PRKCA|KLF4|RIN2|DAB2IP,-1.7
MyList,Canonical Pathways,11,M198,PID SYNDECAN 1 PATHWAY,,-3.5,12,6.4,30337,46,221,4,1.8,0.9,1298|1305|5595|6382,COL9A2|COL13A1|MAPK3|SDC1,-1.7
MyList,WikiPathways,27,WP4566,Translation inhibitors in chronically activated PDGFRA cells,,-3.5,12,6.4,30337,46,221,4,1.8,0.9,5578|5595|5605|6196,PRKCA|MAPK3|MAP2K2|RPS6KA2,-1.7
MyList,Canonical Pathways,11,M8626,SIG BCR SIGNALING PATHWAY,,-3.5,12,6.4,30337,46,221,4,1.8,0.9,4772|4773|5293|5595,NFATC1|NFATC2|PIK3CD|MAPK3,-1.7
MyList,WikiPathways,27,WP4535,Envelope proteins and their potential roles in EDMD physiopathology,,-3.5,12,6.4,30337,46,221,4,1.8,0.9,115|5595|5605|23353,ADCY9|MAPK3|MAP2K2|SUN1,-1.7
MyList,GO Biological Processes,19,GO:0009410,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-3.4,3.5,4.5,30337,432,221,11,5,1.5,218|1312|1572|1788|2022|2052|3339|4773|5395|7161|119391,ALDH3A1|COMT|CYP2F1|DNMT3A|ENG|EPHX1|HSPG2|NFATC2|PMS2|TP73|GSTO2,-1.7
MyList,KEGG Pathway,24,hsa04014,Ras signaling pathway,,-3.4,4.6,4.8,30337,238,221,8,3.6,1.3,1969|5154|5293|5578|5595|5605|22821|51764,EPHA2|PDGFA|PIK3CD|PRKCA|MAPK3|MAP2K2|RASA3|GNG13,-1.7
MyList,GO Biological Processes,19,GO:0007422,peripheral nervous system development,19_GO:0032502 developmental process,-3.4,8.2,5.6,30337,84,221,5,2.3,1,575|864|2817|5595|5605,ADGRB1|RUNX3|GPC1|MAPK3|MAP2K2,-1.7
MyList,WikiPathways,27,WP4806,EGFR tyrosine kinase inhibitor resistance,,-3.4,8.2,5.6,30337,84,221,5,2.3,1,5154|5293|5578|5595|5605,PDGFA|PIK3CD|PRKCA|MAPK3|MAP2K2,-1.7
MyList,GO Biological Processes,19,GO:0040011,locomotion,19_GO:0040011 locomotion,-3.4,3.8,4.5,30337,366,221,10,4.5,1.4,240|1269|1969|3689|5154|5293|6586|23396|51411|57007,ALOX5|CNR2|EPHA2|ITGB2|PDGFA|PIK3CD|SLIT3|PIP5K1C|BIN2|ACKR3,-1.7
MyList,GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-3.4,3.8,4.5,30337,366,221,10,4.5,1.4,575|886|1855|2049|5048|6586|10458|26053|219699|494470,ADGRB1|CCKAR|DVL1|EPHB3|PAFAH1B1|SLIT3|BAIAP2|AUTS2|UNC5B|ARK2C,-1.7
MyList,KEGG Pathway,24,hsa04930,Type II diabetes mellitus,,-3.4,12,6.3,30337,47,221,4,1.8,0.9,5293|5581|5590|5595,PIK3CD|PRKCE|PRKCZ|MAPK3,-1.7
MyList,WikiPathways,27,WP363,Wnt signaling,,-3.4,12,6.3,30337,47,221,4,1.8,0.9,1487|1855|4773|5578,CTBP1|DVL1|NFATC2|PRKCA,-1.7
MyList,Reactome Gene Sets,6,R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,,-3.4,21,7.5,30337,20,221,3,1.4,0.78,2817|3339|6382,GPC1|HSPG2|SDC1,-1.7
MyList,GO Biological Processes,19,GO:0051016,barbed-end actin filament capping,19_GO:0048519 negative regulation of biological process,-3.4,21,7.5,30337,20,221,3,1.4,0.78,832|2314|11078,CAPZB|FLII|TRIOBP,-1.7
MyList,Reactome Gene Sets,6,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,,-3.4,21,7.5,30337,20,221,3,1.4,0.78,2817|3339|6382,GPC1|HSPG2|SDC1,-1.7
MyList,Reactome Gene Sets,6,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",,-3.4,21,7.5,30337,20,221,3,1.4,0.78,2817|3339|6382,GPC1|HSPG2|SDC1,-1.7
MyList,WikiPathways,27,WP5087,Pleural mesothelioma,,-3.4,3.4,4.4,30337,439,221,11,5,1.5,1003|1487|1855|1969|3689|5154|5293|5595|5605|8140|51422,CDH5|CTBP1|DVL1|EPHA2|ITGB2|PDGFA|PIK3CD|MAPK3|MAP2K2|SLC7A5|PRKAG2,-1.7
MyList,Reactome Gene Sets,6,R-HSA-418597,G alpha (z) signalling events,,-3.4,11,6.2,30337,48,221,4,1.8,0.9,115|5578|5581|51764,ADCY9|PRKCA|PRKCE|GNG13,-1.7
MyList,Reactome Gene Sets,6,R-HSA-6806667,Metabolism of fat-soluble vitamins,,-3.4,11,6.2,30337,48,221,4,1.8,0.9,2817|3339|4035|6382,GPC1|HSPG2|LRP1|SDC1,-1.7
MyList,WikiPathways,27,WP4223,Ras signaling,,-3.4,5.2,4.9,30337,184,221,7,3.2,1.2,1969|5293|5578|5595|5605|22821|51764,EPHA2|PIK3CD|PRKCA|MAPK3|MAP2K2|RASA3|GNG13,-1.7
MyList,Reactome Gene Sets,6,R-HSA-9013149,RAC1 GTPase cycle,,-3.4,5.2,4.9,30337,185,221,7,3.2,1.2,1969|10160|10458|23526|50619|58504|147179,EPHA2|FARP1|BAIAP2|ARHGAP45|DEF6|ARHGAP22|WIPF2,-1.7
MyList,GO Biological Processes,19,GO:0009792,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-3.4,2.9,4.2,30337,670,221,14,6.3,1.6,115|639|1855|1969|1999|2034|2395|3202|3216|8642|9394|23654|55182|64359,ADCY9|PRDM1|DVL1|EPHA2|ELF3|EPAS1|FXN|HOXA5|HOXB6|DCHS1|HS6ST1|PLXNB2|RNF220|NXN,-1.7
MyList,GO Biological Processes,19,GO:0009306,protein secretion,19_GO:0051179 localization,-3.4,6.2,5.1,30337,133,221,6,2.7,1.1,379|1312|4053|5048|5581|10815,ARL4D|COMT|LTBP2|PAFAH1B1|PRKCE|CPLX1,-1.7
MyList,GO Biological Processes,19,GO:0061024,membrane organization,19_GO:0009987 cellular process,-3.4,2.7,4.1,30337,752,221,15,6.8,1.7,575|1759|1855|3689|4155|5048|5578|10043|10458|23136|23180|23396|51411|85358|143187,ADGRB1|DNM1|DVL1|ITGB2|MBP|PAFAH1B1|PRKCA|TOM1|BAIAP2|EPB41L3|RFTN1|PIP5K1C|BIN2|SHANK3|VTI1A,-1.7
MyList,WikiPathways,27,WP2637,Interleukin 1 IL 1 structural pathway,,-3.3,11,6.1,30337,49,221,4,1.8,0.9,3665|4155|5595|5605,IRF7|MBP|MAPK3|MAP2K2,-1.7
MyList,GO Biological Processes,19,GO:0098815,modulation of excitatory postsynaptic potential,19_GO:0032501 multicellular organismal process,-3.3,11,6.1,30337,49,221,4,1.8,0.9,1855|5590|10458|85358,DVL1|PRKCZ|BAIAP2|SHANK3,-1.7
MyList,GO Biological Processes,19,GO:0045936,negative regulation of phosphate metabolic process,19_GO:0048519 negative regulation of biological process,-3.3,3.7,4.4,30337,375,221,10,4.5,1.4,1855|3315|5154|5590|5753|5771|10636|51422|153090|376497,DVL1|HSPB1|PDGFA|PRKCZ|PTK6|PTPN2|RGS14|PRKAG2|DAB2IP|SLC27A1,-1.6
MyList,WikiPathways,27,WP2877,Vitamin D receptor pathway,,-3.3,5.1,4.9,30337,187,221,7,3.2,1.2,240|639|1305|4773|7078|9314|56262,ALOX5|PRDM1|COL13A1|NFATC2|TIMP3|KLF4|LRRC8A,-1.6
MyList,GO Biological Processes,19,GO:0010563,negative regulation of phosphorus metabolic process,19_GO:0048519 negative regulation of biological process,-3.3,3.7,4.4,30337,376,221,10,4.5,1.4,1855|3315|5154|5590|5753|5771|10636|51422|153090|376497,DVL1|HSPB1|PDGFA|PRKCZ|PTK6|PTPN2|RGS14|PRKAG2|DAB2IP|SLC27A1,-1.6
MyList,WikiPathways,27,WP5094,Orexin receptor pathway,,-3.3,7.8,5.5,30337,88,221,5,2.3,1,5578|5581|5590|5595|5605,PRKCA|PRKCE|PRKCZ|MAPK3|MAP2K2,-1.6
MyList,GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0008152 metabolic process,-3.3,3.2,4.3,30337,521,221,12,5.4,1.5,240|1312|1572|2052|9524|11332|23498|51084|51422|55229|84869|376497,ALOX5|COMT|CYP2F1|EPHX1|TECR|ACOT7|HAAO|CRYL1|PRKAG2|PANK4|CBR4|SLC27A1,-1.6
MyList,Reactome Gene Sets,6,R-HSA-1793185,Chondroitin sulfate/dermatan sulfate metabolism,,-3.3,11,6.1,30337,50,221,4,1.8,0.9,2817|3339|6382|9469,GPC1|HSPG2|SDC1|CHST3,-1.6
MyList,GO Biological Processes,19,GO:0035592,establishment of protein localization to extracellular region,19_GO:0051179 localization,-3.3,6.1,5.1,30337,136,221,6,2.7,1.1,379|1312|4053|5048|5581|10815,ARL4D|COMT|LTBP2|PAFAH1B1|PRKCE|CPLX1,-1.6
MyList,GO Biological Processes,19,GO:0080135,regulation of cellular response to stress,19_GO:0050896 response to stimulus,-3.3,3.1,4.2,30337,526,221,12,5.4,1.5,240|1788|3090|5595|5605|5771|5802|6595|9314|23369|57007|153090,ALOX5|DNMT3A|HIC1|MAPK3|MAP2K2|PTPN2|PTPRS|SMARCA2|KLF4|PUM2|ACKR3|DAB2IP,-1.6
MyList,Canonical Pathways,11,M145,PID P53 DOWNSTREAM PATHWAY,,-3.3,6,5,30337,137,221,6,2.7,1.1,639|1434|1969|3090|5395|7161,PRDM1|CSE1L|EPHA2|HIC1|PMS2|TP73,-1.6
MyList,KEGG Pathway,24,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,,-3.3,7.6,5.4,30337,90,221,5,2.3,1,4772|4773|5293|5595|5605,NFATC1|NFATC2|PIK3CD|MAPK3|MAP2K2,-1.6
MyList,WikiPathways,27,WP4539,Synaptic signaling associated with autism spectrum disorder,,-3.3,11,6,30337,51,221,4,1.8,0.9,5293|5595|51422|85358,PIK3CD|MAPK3|PRKAG2|SHANK3,-1.6
MyList,KEGG Pathway,24,hsa04910,Insulin signaling pathway,,-3.3,6,5,30337,138,221,6,2.7,1.1,3632|5293|5590|5595|5605|51422,INPP5A|PIK3CD|PRKCZ|MAPK3|MAP2K2|PRKAG2,-1.6
MyList,KEGG Pathway,24,hsa04662,B cell receptor signaling pathway,,-3.3,7.5,5.4,30337,91,221,5,2.3,1,4772|4773|5293|5595|5605,NFATC1|NFATC2|PIK3CD|MAPK3|MAP2K2,-1.6
MyList,WikiPathways,27,WP35,G protein signaling,,-3.3,7.5,5.4,30337,91,221,5,2.3,1,115|5578|5581|5590|51764,ADCY9|PRKCA|PRKCE|PRKCZ|GNG13,-1.6
MyList,KEGG Pathway,24,hsa04540,Gap junction,,-3.2,7.5,5.3,30337,92,221,5,2.3,1,115|5154|5578|5595|5605,ADCY9|PDGFA|PRKCA|MAPK3|MAP2K2,-1.6
MyList,KEGG Pathway,24,hsa04658,Th1 and Th2 cell differentiation,,-3.2,7.5,5.3,30337,92,221,5,2.3,1,864|3559|4772|4773|5595,RUNX3|IL2RA|NFATC1|NFATC2|MAPK3,-1.6
MyList,KEGG Pathway,24,hsa04371,Apelin signaling pathway,,-3.2,5.9,5,30337,140,221,6,2.7,1.1,115|5581|5595|5605|51422|51764,ADCY9|PRKCE|MAPK3|MAP2K2|PRKAG2|GNG13,-1.6
MyList,GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-3.2,3.5,4.3,30337,387,221,10,4.5,1.4,832|2314|4035|5154|5581|10458|11078|54961|81873|85358,CAPZB|FLII|LRP1|PDGFA|PRKCE|BAIAP2|TRIOBP|SSH3|ARPC5L|SHANK3,-1.6
MyList,GO Biological Processes,19,GO:0038128,ERBB2 signaling pathway,19_GO:0050896 response to stimulus,-3.2,18,6.9,30337,23,221,3,1.4,0.78,5595|5605|5753,MAPK3|MAP2K2|PTK6,-1.6
MyList,Reactome Gene Sets,6,R-HSA-73980,RNA Polymerase III Transcription Termination,,-3.2,18,6.9,30337,23,221,3,1.4,0.78,4774|4782|4784,NFIA|NFIC|NFIX,-1.6
MyList,Reactome Gene Sets,6,R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,,-3.2,18,6.9,30337,23,221,3,1.4,0.78,2817|3339|6382,GPC1|HSPG2|SDC1,-1.6
MyList,WikiPathways,27,WP5144,NRP1 triggered signaling in pancreatic cancer,,-3.2,10,5.8,30337,53,221,4,1.8,0.9,1003|5361|5595|5605,CDH5|PLXNA1|MAPK3|MAP2K2,-1.6
MyList,KEGG Pathway,24,hsa05167,Kaposi sarcoma-associated herpesvirus infection,,-3.2,4.9,4.7,30337,196,221,7,3.2,1.2,3665|4772|4773|5293|5595|5605|51764,IRF7|NFATC1|NFATC2|PIK3CD|MAPK3|MAP2K2|GNG13,-1.6
MyList,GO Biological Processes,19,GO:0031333,negative regulation of protein-containing complex assembly,19_GO:0048519 negative regulation of biological process,-3.2,5.8,4.9,30337,142,221,6,2.7,1.1,832|1003|2314|5590|11078|54961,CAPZB|CDH5|FLII|PRKCZ|TRIOBP|SSH3,-1.5
MyList,GO Biological Processes,19,GO:0007626,locomotory behavior,19_GO:0032501 multicellular organismal process,-3.2,4.9,4.7,30337,197,221,7,3.2,1.2,435|2395|2548|5048|5581|6886|114781,ASL|FXN|GAA|PAFAH1B1|PRKCE|TAL1|BTBD9,-1.5
MyList,Reactome Gene Sets,6,R-HSA-170834,Signaling by TGF-beta Receptor Complex,,-3.2,7.3,5.2,30337,94,221,5,2.3,1,4053|5590|5595|9612|23327,LTBP2|PRKCZ|MAPK3|NCOR2|NEDD4L,-1.5
MyList,GO Biological Processes,19,GO:0071692,protein localization to extracellular region,19_GO:0051179 localization,-3.2,5.8,4.9,30337,143,221,6,2.7,1.1,379|1312|4053|5048|5581|10815,ARL4D|COMT|LTBP2|PAFAH1B1|PRKCE|CPLX1,-1.5
MyList,GO Biological Processes,19,GO:0099504,synaptic vesicle cycle,19_GO:0051179 localization,-3.2,5.7,4.9,30337,144,221,6,2.7,1.1,1487|1759|1855|8224|10815|23396,CTBP1|DNM1|DVL1|SYN3|CPLX1|PIP5K1C,-1.5
MyList,KEGG Pathway,24,hsa04550,Signaling pathways regulating pluripotency of stem cells,,-3.2,5.7,4.9,30337,144,221,6,2.7,1.1,1855|3625|5293|5595|5605|9314,DVL1|INHBB|PIK3CD|MAPK3|MAP2K2|KLF4,-1.5
MyList,Reactome Gene Sets,6,R-HSA-2024096,HS-GAG degradation,,-3.2,17,6.8,30337,24,221,3,1.4,0.78,2817|3339|6382,GPC1|HSPG2|SDC1,-1.5
MyList,Reactome Gene Sets,6,R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,,-3.2,17,6.8,30337,24,221,3,1.4,0.78,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-1.5
MyList,Reactome Gene Sets,6,R-HSA-196854,Metabolism of vitamins and cofactors,,-3.2,4.8,4.6,30337,200,221,7,3.2,1.2,2817|3339|4035|6382|26119|55229|119391,GPC1|HSPG2|LRP1|SDC1|LDLRAP1|PANK4|GSTO2,-1.5
MyList,Canonical Pathways,11,M122,PID IL2 1PATHWAY,,-3.2,10,5.7,30337,55,221,4,1.8,0.9,3559|5581|5595|5605,IL2RA|PRKCE|MAPK3|MAP2K2,-1.5
MyList,WikiPathways,27,WP2795,Cardiac hypertrophic response,,-3.2,10,5.7,30337,55,221,4,1.8,0.9,4773|5578|5595|5605,NFATC2|PRKCA|MAPK3|MAP2K2,-1.5
MyList,GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-3.2,2.9,4,30337,623,221,13,5.9,1.6,1003|1969|3315|5154|5293|5578|5581|5595|5605|9922|54453|57007|153090,CDH5|EPHA2|HSPB1|PDGFA|PIK3CD|PRKCA|PRKCE|MAPK3|MAP2K2|IQSEC1|RIN2|ACKR3|DAB2IP,-1.5
MyList,GO Biological Processes,19,GO:0072657,protein localization to membrane,19_GO:0051179 localization,-3.2,3.2,4.1,30337,469,221,11,5,1.5,1855|1969|3689|5590|8642|11187|22883|23136|23180|23499|85358,DVL1|EPHA2|ITGB2|PRKCZ|DCHS1|PKP3|CLSTN1|EPB41L3|RFTN1|MACF1|SHANK3,-1.5
MyList,WikiPathways,27,WP2374,Oncostatin M signaling,,-3.1,9.8,5.6,30337,56,221,4,1.8,0.9,5578|5581|5595|5605,PRKCA|PRKCE|MAPK3|MAP2K2,-1.5
MyList,Canonical Pathways,11,M99,PID TXA2PATHWAY,,-3.1,9.8,5.6,30337,56,221,4,1.8,0.9,1759|5578|5581|5590,DNM1|PRKCA|PRKCE|PRKCZ,-1.5
MyList,WikiPathways,27,WP3668,Hypothesized pathways in pathogenesis of cardiovascular disease,,-3.1,16,6.6,30337,25,221,3,1.4,0.78,2022|4053|5595,ENG|LTBP2|MAPK3,-1.5
MyList,GO Biological Processes,19,GO:1905063,regulation of vascular associated smooth muscle cell differentiation,19_GO:0032502 developmental process,-3.1,16,6.6,30337,25,221,3,1.4,0.78,2022|4772|4773,ENG|NFATC1|NFATC2,-1.5
MyList,WikiPathways,27,WP3879,4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression,,-3.1,16,6.6,30337,25,221,3,1.4,0.78,5293|5595|5605,PIK3CD|MAPK3|MAP2K2,-1.5
MyList,WikiPathways,27,WP1981,Thyroxine thyroid hormone production,,-3.1,16,6.6,30337,25,221,3,1.4,0.78,5578|5595|5605,PRKCA|MAPK3|MAP2K2,-1.5
MyList,GO Biological Processes,19,GO:0001558,regulation of cell growth,19_GO:0040007 growth,-3.1,3.4,4.2,30337,402,221,10,4.5,1.4,2395|5048|5802|6586|6595|22883|23327|23369|23499|26153,FXN|PAFAH1B1|PTPRS|SLIT3|SMARCA2|CLSTN1|NEDD4L|PUM2|MACF1|KIF26A,-1.5
MyList,GO Biological Processes,19,GO:0030855,epithelial cell differentiation,19_GO:0032502 developmental process,-3.1,2.8,4,30337,631,221,13,5.9,1.6,639|1969|2034|3202|5048|5493|5753|5802|6382|9314|11078|23254|51343,PRDM1|EPHA2|EPAS1|HOXA5|PAFAH1B1|PPL|PTK6|PTPRS|SDC1|KLF4|TRIOBP|KAZN|FZR1,-1.5
MyList,Reactome Gene Sets,6,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,,-3.1,4.7,4.5,30337,205,221,7,3.2,1.2,115|5578|5595|6196|26960|51422|51764,ADCY9|PRKCA|MAPK3|RPS6KA2|NBEA|PRKAG2|GNG13,-1.5
MyList,Reactome Gene Sets,6,R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,,-3.1,9.6,5.6,30337,57,221,4,1.8,0.9,2817|3339|6382|9394,GPC1|HSPG2|SDC1|HS6ST1,-1.5
MyList,Reactome Gene Sets,6,R-HSA-4420097,VEGFA-VEGFR2 Pathway,,-3.1,6.9,5.1,30337,99,221,5,2.3,1,1003|3315|5578|5590|10458,CDH5|HSPB1|PRKCA|PRKCZ|BAIAP2,-1.5
MyList,GO Biological Processes,19,GO:0090630,activation of GTPase activity,19_GO:0065007 biological regulation,-3.1,6.9,5,30337,100,221,5,2.3,1,1969|23526|58504|116986|116988,EPHA2|ARHGAP45|ARHGAP22|AGAP2|AGAP3,-1.4
MyList,GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-3.1,2.8,3.9,30337,637,221,13,5.9,1.6,1003|1969|3315|5154|5293|5578|5581|5595|5605|9922|54453|57007|153090,CDH5|EPHA2|HSPB1|PDGFA|PIK3CD|PRKCA|PRKCE|MAPK3|MAP2K2|IQSEC1|RIN2|ACKR3|DAB2IP,-1.4
MyList,Reactome Gene Sets,6,R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,,-3.1,16,6.5,30337,26,221,3,1.4,0.78,2817|3339|6382,GPC1|HSPG2|SDC1,-1.4
MyList,GO Biological Processes,19,GO:0018904,ether metabolic process,19_GO:0008152 metabolic process,-3.1,16,6.5,30337,26,221,3,1.4,0.78,240|2052|5048,ALOX5|EPHX1|PAFAH1B1,-1.4
MyList,GO Biological Processes,19,GO:0060575,intestinal epithelial cell differentiation,19_GO:0032502 developmental process,-3.1,16,6.5,30337,26,221,3,1.4,0.78,639|3202|5753,PRDM1|HOXA5|PTK6,-1.4
MyList,GO Biological Processes,19,GO:0022038,corpus callosum development,19_GO:0032502 developmental process,-3.1,16,6.5,30337,26,221,3,1.4,0.78,2049|5048|5802,EPHB3|PAFAH1B1|PTPRS,-1.4
MyList,KEGG Pathway,24,hsa04916,Melanogenesis,,-3.1,6.8,5,30337,101,221,5,2.3,1,115|1855|5578|5595|5605,ADCY9|DVL1|PRKCA|MAPK3|MAP2K2,-1.4
MyList,GO Biological Processes,19,GO:0030900,forebrain development,19_GO:0032502 developmental process,-3,3.4,4.1,30337,409,221,10,4.5,1.4,886|2049|3625|5048|5361|5802|23353|26153|85358|153090,CCKAR|EPHB3|INHBB|PAFAH1B1|PLXNA1|PTPRS|SUN1|KIF26A|SHANK3|DAB2IP,-1.4
MyList,GO Biological Processes,19,GO:0046394,carboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-3,4,4.3,30337,272,221,8,3.6,1.3,240|435|9524|11332|23498|51422|84869|137362,ALOX5|ASL|TECR|ACOT7|HAAO|PRKAG2|CBR4|GOT1L1,-1.4
MyList,WikiPathways,27,WP4172,PI3K Akt signaling,,-3,3.6,4.2,30337,339,221,9,4.1,1.3,1298|1969|3559|5154|5293|5578|5595|5605|51764,COL9A2|EPHA2|IL2RA|PDGFA|PIK3CD|PRKCA|MAPK3|MAP2K2|GNG13,-1.4
MyList,Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-3,9.3,5.5,30337,59,221,4,1.8,0.9,3339|5154|5578|6382,HSPG2|PDGFA|PRKCA|SDC1,-1.4
MyList,GO Biological Processes,19,GO:0060840,artery development,19_GO:0032502 developmental process,-3,6.7,5,30337,102,221,5,2.3,1,639|1312|2022|2548|4035,PRDM1|COMT|ENG|GAA|LRP1,-1.4
MyList,GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-3,3.1,4,30337,485,221,11,5,1.5,1855|1969|3689|3985|4035|5581|5590|10160|11156|56262|342667,DVL1|EPHA2|ITGB2|LIMK2|LRP1|PRKCE|PRKCZ|FARP1|PTP4A3|LRRC8A|STAC2,-1.4
MyList,GO Biological Processes,19,GO:0110053,regulation of actin filament organization,19_GO:0050789 regulation of biological process,-3,4,4.3,30337,273,221,8,3.6,1.3,832|2314|5581|10458|11078|54961|81873|85358,CAPZB|FLII|PRKCE|BAIAP2|TRIOBP|SSH3|ARPC5L|SHANK3,-1.4
MyList,WikiPathways,27,WP5345,1p36 copy number variation syndrome,,-3,6.7,4.9,30337,103,221,5,2.3,1,1855|5590|9651|55229|85452,DVL1|PRKCZ|PLCH2|PANK4|CFAP74,-1.4
MyList,GO Biological Processes,19,GO:0060998,regulation of dendritic spine development,19_GO:0032502 developmental process,-3,9.2,5.4,30337,60,221,4,1.8,0.9,5048|5802|10458|85358,PAFAH1B1|PTPRS|BAIAP2|SHANK3,-1.4
MyList,GO Biological Processes,19,GO:0030837,negative regulation of actin filament polymerization,19_GO:0048519 negative regulation of biological process,-3,9.2,5.4,30337,60,221,4,1.8,0.9,832|2314|11078|54961,CAPZB|FLII|TRIOBP|SSH3,-1.4
MyList,GO Biological Processes,19,GO:0016053,organic acid biosynthetic process,19_GO:0008152 metabolic process,-3,4,4.3,30337,275,221,8,3.6,1.3,240|435|9524|11332|23498|51422|84869|137362,ALOX5|ASL|TECR|ACOT7|HAAO|PRKAG2|CBR4|GOT1L1,-1.4
MyList,GO Biological Processes,19,GO:0021801,cerebral cortex radial glia-guided migration,19_GO:0032502 developmental process,-3,15,6.3,30337,27,221,3,1.4,0.78,5048|23353|153090,PAFAH1B1|SUN1|DAB2IP,-1.4
MyList,GO Biological Processes,19,GO:0022030,telencephalon glial cell migration,19_GO:0032502 developmental process,-3,15,6.3,30337,27,221,3,1.4,0.78,5048|23353|153090,PAFAH1B1|SUN1|DAB2IP,-1.4
MyList,GO Biological Processes,19,GO:0010639,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-3,3.6,4.2,30337,343,221,9,4.1,1.3,832|1003|2314|2395|3985|9319|11078|54961|85358,CAPZB|CDH5|FLII|FXN|LIMK2|TRIP13|TRIOBP|SSH3|SHANK3,-1.4
MyList,Reactome Gene Sets,6,R-HSA-9013148,CDC42 GTPase cycle,,-3,5.3,4.6,30337,155,221,6,2.7,1.1,10160|10458|23526|50619|58504|147179,FARP1|BAIAP2|ARHGAP45|DEF6|ARHGAP22|WIPF2,-1.4
MyList,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-3,3.1,4,30337,490,221,11,5,1.5,1003|2022|3315|4053|4772|4774|5293|5595|9314|10458|153090,CDH5|ENG|HSPB1|LTBP2|NFATC1|NFIA|PIK3CD|MAPK3|KLF4|BAIAP2|DAB2IP,-1.4
