Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
DEGs,GO Biological Processes,19,GO:0032677,regulation of interleukin-8 production,19_GO:0032501 multicellular organismal process,-7.8,12,9.9,30337,103,254,10,3.9,1.2,929|2219|2867|3553|3586|5788|7099|11027|51311|64581,CD14|FCN1|FFAR2|IL1B|IL10|PTPRC|TLR4|LILRA2|TLR8|CLEC7A,-6.4
DEGs,GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-7.7,4.4,7.5,30337,571,254,21,8.3,1.7,101|133|383|838|943|1268|3162|3586|3624|4050|4318|4923|5743|5788|6279|6280|6347|7099|7133|58484|64581,ADAM8|ADM|ARG1|CASP5|TNFRSF8|CNR1|HMOX1|IL10|INHBA|LTB|MMP9|NTSR1|PTGS2|PTPRC|S100A8|S100A9|CCL2|TLR4|TNFRSF1B|NLRC4|CLEC7A,-6.4
DEGs,GO Biological Processes,19,GO:0032642,regulation of chemokine production,19_GO:0032501 multicellular organismal process,-7.7,11,9.8,30337,104,254,10,3.9,1.2,2865|2867|3162|3553|3586|4210|7099|9173|64581|140885,FFAR3|FFAR2|HMOX1|IL1B|IL10|MEFV|TLR4|IL1RL1|CLEC7A|SIRPA,-6.4
DEGs,GO Biological Processes,19,GO:0002702,positive regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-7.7,9.7,9.3,30337,135,254,11,4.3,1.3,2865|2867|3553|3586|5650|5788|7099|8809|25818|64581|114548,FFAR3|FFAR2|IL1B|IL10|KLK7|PTPRC|TLR4|IL18R1|KLK5|CLEC7A|NLRP3,-6.3
DEGs,Canonical Pathways,11,M65,PID FRA PATHWAY,,-7.7,23,12,30337,37,254,7,2.8,1,3162|3576|4318|5328|5329|6347|7056,HMOX1|CXCL8|MMP9|PLAU|PLAUR|CCL2|THBD,-6.3
DEGs,GO Biological Processes,19,GO:0002285,lymphocyte activation involved in immune response,19_GO:0002376 immune system process,-7.7,9.7,9.3,30337,136,254,11,4.3,1.3,2207|3142|3383|3936|6556|7099|8809|9021|26253|54518|338339,FCER1G|HLX|ICAM1|LCP1|SLC11A1|TLR4|IL18R1|SOCS3|CLEC4E|APBB1IP|CLEC4D,-6.3
DEGs,Reactome Gene Sets,6,R-HSA-202733,Cell surface interactions at the vascular wall,,-7.6,9.6,9.3,30337,137,254,11,4.3,1.3,2207|3678|3684|3687|3689|4973|6402|7056|54210|57126|140885,FCER1G|ITGA5|ITGAM|ITGAX|ITGB2|OLR1|SELL|THBD|TREM1|CD177|SIRPA,-6.3
DEGs,GO Biological Processes,19,GO:0010562,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-7.6,4,7.3,30337,693,254,23,9.1,1.8,654|820|1839|2069|2321|3553|3624|3678|3937|4318|4923|5008|5329|5341|5743|5788|6556|7099|10288|11314|23533|57091|653361,BMP6|CAMP|HBEGF|EREG|FLT1|IL1B|INHBA|ITGA5|LCP2|MMP9|NTSR1|OSM|PLAUR|PLEK|PTGS2|PTPRC|SLC11A1|TLR4|LILRB2|CD300A|PIK3R5|CASS4|NCF1,-6.3
DEGs,GO Biological Processes,19,GO:0045937,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-7.6,4,7.3,30337,693,254,23,9.1,1.8,654|820|1839|2069|2321|3553|3624|3678|3937|4318|4923|5008|5329|5341|5743|5788|6556|7099|10288|11314|23533|57091|653361,BMP6|CAMP|HBEGF|EREG|FLT1|IL1B|INHBA|ITGA5|LCP2|MMP9|NTSR1|OSM|PLAUR|PLEK|PTGS2|PTPRC|SLC11A1|TLR4|LILRB2|CD300A|PIK3R5|CASS4|NCF1,-6.3
DEGs,WikiPathways,27,WP5353,Macrophage stimulating protein MSP signaling,,-7.6,11,9.6,30337,108,254,10,3.9,1.2,2321|2353|3553|3576|3586|4318|6347|6374|9021|9839,FLT1|FOS|IL1B|CXCL8|IL10|MMP9|CCL2|CXCL5|SOCS3|ZEB2,-6.2
DEGs,WikiPathways,27,WP5272,LDL influence on CD14 and TLR4,,-7.5,31,13,30337,23,254,6,2.4,0.95,929|3553|3586|6347|7099|9586,CD14|IL1B|IL10|CCL2|TLR4|CREB5,-6.2
DEGs,GO Biological Processes,19,GO:0050920,regulation of chemotaxis,19_GO:0040011 locomotion,-7.5,7.4,8.5,30337,211,254,13,5.1,1.4,719|728|1230|1901|2358|3576|4354|5880|6347|6354|7130|7852|8740,C3AR1|C5AR1|CCR1|S1PR1|FPR2|CXCL8|MPP1|RAC2|CCL2|CCL7|TNFAIP6|CXCR4|TNFSF14,-6.2
DEGs,KEGG Pathway,24,hsa05418,Fluid shear stress and atherosclerosis,,-7.5,9.3,9.1,30337,141,254,11,4.3,1.3,2353|3162|3383|3552|3553|4318|5880|6347|7056|7850|653361,FOS|HMOX1|ICAM1|IL1A|IL1B|MMP9|RAC2|CCL2|THBD|IL1R2|NCF1,-6.2
DEGs,WikiPathways,27,WP5285,Immune infiltration in pancreatic cancer,,-7.5,21,12,30337,39,254,7,2.8,1,3553|3576|3586|4318|6347|6364|6374,IL1B|CXCL8|IL10|MMP9|CCL2|CCL20|CXCL5,-6.2
DEGs,WikiPathways,27,WP2849,Hematopoietic stem cell differentiation,,-7.5,16,11,30337,59,254,8,3.1,1.1,399|2353|2354|3552|3553|4778|6688|7852,RHOH|FOS|FOSB|IL1A|IL1B|NFE2|SPI1|CXCR4,-6.2
DEGs,GO Biological Processes,19,GO:0036336,dendritic cell migration,19_GO:0002376 immune system process,-7.4,30,13,30337,24,254,6,2.4,0.95,240|1230|3577|3579|7852|91662,ALOX5|CCR1|CXCR1|CXCR2|CXCR4|NLRP12,-6.1
DEGs,WikiPathways,27,WP5485,Post COVID neuroinflammation,,-7.4,30,13,30337,24,254,6,2.4,0.95,3552|3553|3576|3586|7099|51311,IL1A|IL1B|CXCL8|IL10|TLR4|TLR8,-6.1
DEGs,KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-7.4,7.2,8.4,30337,216,254,13,5.1,1.4,929|2353|3310|3383|3553|3576|4318|4689|4973|6347|7099|114548|653361,CD14|FOS|HSPA6|ICAM1|IL1B|CXCL8|MMP9|NCF4|OLR1|CCL2|TLR4|NLRP3|NCF1,-6.1
DEGs,GO Biological Processes,19,GO:0002250,adaptive immune response,19_GO:0002376 immune system process,-7.4,4,7.2,30337,654,254,22,8.7,1.8,383|722|1378|1439|2015|2207|2212|2215|3142|3383|3598|3718|7099|7462|8809|9021|10288|50856|51311|54210|55824|338339,ARG1|C4BPA|CR1|CSF2RB|ADGRE1|FCER1G|FCGR2A|FCGR3B|HLX|ICAM1|IL13RA2|JAK3|TLR4|LAT2|IL18R1|SOCS3|LILRB2|CLEC4A|TLR8|TREM1|PAG1|CLEC4D,-6.1
DEGs,GO Biological Processes,19,GO:1903034,regulation of response to wounding,19_GO:0050896 response to stimulus,-7.4,8,8.6,30337,179,254,12,4.7,1.3,240|1839|2316|3586|3640|5270|5328|5329|6696|7056|7852|64581,ALOX5|HBEGF|FLNA|IL10|INSL3|SERPINE2|PLAU|PLAUR|SPP1|THBD|CXCR4|CLEC7A,-6.1
DEGs,GO Biological Processes,19,GO:0050870,positive regulation of T cell activation,19_GO:0002376 immune system process,-7.4,6.5,8.1,30337,257,254,14,5.5,1.4,101|399|1378|1960|3142|3552|3553|5788|6347|8740|10288|10326|114548|140885,ADAM8|RHOH|CR1|EGR3|HLX|IL1A|IL1B|PTPRC|CCL2|TNFSF14|LILRB2|SIRPB1|NLRP3|SIRPA,-6.1
DEGs,GO Biological Processes,19,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,19_GO:0032501 multicellular organismal process,-7.3,10,9.3,30337,114,254,10,3.9,1.2,101|929|943|2212|3552|4317|5788|7099|11027|64581,ADAM8|CD14|TNFRSF8|FCGR2A|IL1A|MMP8|PTPRC|TLR4|LILRA2|CLEC7A,-6
DEGs,WikiPathways,27,WP1433,Nucleotide binding oligomerization domain NOD pathway,,-7.3,20,11,30337,41,254,7,2.8,1,838|3553|4210|58484|91662|114548|199713,CASP5|IL1B|MEFV|NLRC4|NLRP12|NLRP3|NLRP7,-6
DEGs,GO Biological Processes,19,GO:0045619,regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-7.3,7.1,8.3,30337,219,254,13,5.1,1.4,101|399|1378|1960|3142|3586|3624|3718|5788|6688|8993|10288|114548,ADAM8|RHOH|CR1|EGR3|HLX|IL10|INHBA|JAK3|PTPRC|SPI1|PGLYRP1|LILRB2|NLRP3,-6
DEGs,GO Biological Processes,19,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-7.3,10,9.3,30337,115,254,10,3.9,1.2,719|728|1901|2357|2358|2828|2867|3579|8477|115727,C3AR1|C5AR1|S1PR1|FPR1|FPR2|GPR4|FFAR2|CXCR2|GPR65|RASGRP4,-6
DEGs,GO Biological Processes,19,GO:0032731,positive regulation of interleukin-1 beta production,19_GO:0032501 multicellular organismal process,-7.3,15,10,30337,62,254,8,3.1,1.1,4210|7099|11027|51311|58484|64581|91662|114548,MEFV|TLR4|LILRA2|TLR8|NLRC4|CLEC7A|NLRP12|NLRP3,-6
DEGs,WikiPathways,27,WP2840,Hair follicle development cytodifferentiation stage 3 of 3,,-7.3,12,9.7,30337,87,254,9,3.5,1.2,654|1824|1959|2353|2354|5650|5653|25818|26085,BMP6|DSC2|EGR2|FOS|FOSB|KLK7|KLK6|KLK5|KLK13,-6
DEGs,Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-7.3,6.4,8,30337,263,254,14,5.5,1.4,2207|2316|3937|5265|5341|5473|5552|5880|10235|23533|54331|54518|80739|83706,FCER1G|FLNA|LCP2|SERPINA1|PLEK|PPBP|SRGN|RAC2|RASGRP2|PIK3R5|GNG2|APBB1IP|MPIG6B|FERMT3,-6
DEGs,GO Biological Processes,19,GO:0009620,response to fungus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.2,15,10,30337,63,254,8,3.1,1.1,5806|6279|6280|7099|26253|50856|64581|338339,PTX3|S100A8|S100A9|TLR4|CLEC4E|CLEC4A|CLEC7A|CLEC4D,-6
DEGs,GO Biological Processes,19,GO:0032757,positive regulation of interleukin-8 production,19_GO:0032501 multicellular organismal process,-7.2,15,10,30337,64,254,8,3.1,1.1,929|2219|2867|3553|7099|11027|51311|64581,CD14|FCN1|FFAR2|IL1B|TLR4|LILRA2|TLR8|CLEC7A,-5.9
DEGs,GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-7.1,5.7,7.7,30337,313,254,15,5.9,1.5,101|654|2268|2867|3552|3553|3624|3684|3689|4923|6279|6696|7099|56729|57126,ADAM8|BMP6|FGR|FFAR2|IL1A|IL1B|INHBA|ITGAM|ITGB2|NTSR1|S100A8|SPP1|TLR4|RETN|CD177,-5.9
DEGs,WikiPathways,27,WP2882,Nuclear receptors meta pathway,,-7.1,5.7,7.7,30337,314,254,15,5.9,1.5,241|1839|3162|3553|5142|5265|5552|5743|5997|6347|6364|6515|7056|29986|144195,ALOX5AP|HBEGF|HMOX1|IL1B|PDE4B|SERPINA1|SRGN|PTGS2|RGS2|CCL2|CCL20|SLC2A3|THBD|SLC39A2|SLC2A14,-5.8
DEGs,GO Biological Processes,19,GO:0032689,negative regulation of type II interferon production,19_GO:0048519 negative regulation of biological process,-7.1,19,11,30337,44,254,7,2.8,1,1378|3586|3624|7099|8993|9173|171389,CR1|IL10|INHBA|TLR4|PGLYRP1|IL1RL1|NLRP6,-5.8
DEGs,WikiPathways,27,WP117,GPCRs other,,-7,12,9.4,30337,93,254,9,3.5,1.2,1268|1901|3577|3579|4923|30817|53829|53831|84658,CNR1|S1PR1|CXCR1|CXCR2|NTSR1|ADGRE2|P2RY13|GPR84|ADGRE3,-5.8
DEGs,GO Biological Processes,19,GO:0051090,regulation of DNA-binding transcription factor activity,19_GO:0008152 metabolic process,-7,5.2,7.5,30337,365,254,16,6.3,1.5,2316|3055|3553|3586|3656|6279|6280|6688|7099|8807|8809|58484|64581|91662|114548|222487,FLNA|HCK|IL1B|IL10|IRAK2|S100A8|S100A9|SPI1|TLR4|IL18RAP|IL18R1|NLRC4|CLEC7A|NLRP12|NLRP3|ADGRG3,-5.8
DEGs,GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-7,7.4,8.2,30337,194,254,12,4.7,1.3,101|399|1230|1378|1960|2353|3142|3586|5788|6688|10288|114548,ADAM8|RHOH|CCR1|CR1|EGR3|FOS|HLX|IL10|PTPRC|SPI1|LILRB2|NLRP3,-5.7
DEGs,GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-7,7.4,8.2,30337,194,254,12,4.7,1.3,101|399|1230|1378|1960|2353|3142|3586|5788|6688|10288|114548,ADAM8|RHOH|CCR1|CR1|EGR3|FOS|HLX|IL10|PTPRC|SPI1|LILRB2|NLRP3,-5.7
DEGs,GO Biological Processes,19,GO:0044703,multi-organism reproductive process,19_GO:0022414 reproductive process,-7,7.4,8.2,30337,194,254,12,4.7,1.3,133|1268|2353|2354|3553|3678|4318|5270|5743|5997|6696|7056,ADM|CNR1|FOS|FOSB|IL1B|ITGA5|MMP9|SERPINE2|PTGS2|RGS2|SPP1|THBD,-5.7
DEGs,GO Biological Processes,19,GO:0007229,integrin-mediated signaling pathway,19_GO:0050896 response to stimulus,-7,11,9.3,30337,94,254,9,3.5,1.2,2268|3055|3678|3684|3687|3689|5341|80739|83706,FGR|HCK|ITGA5|ITGAM|ITGAX|ITGB2|PLEK|MPIG6B|FERMT3,-5.7
DEGs,KEGG Pathway,24,hsa04080,Neuroactive ligand-receptor interaction,,-7,5.2,7.4,30337,368,254,16,6.3,1.5,133|719|728|1268|1901|1903|2357|2358|3274|3640|4923|6753|8698|53829|55879|134864,ADM|C3AR1|C5AR1|CNR1|S1PR1|S1PR3|FPR1|FPR2|HRH2|INSL3|NTSR1|SSTR3|S1PR4|P2RY13|GABRQ|TAAR1,-5.7
DEGs,GO Biological Processes,19,GO:0031960,response to corticosteroid,19_GO:0050896 response to stimulus,-7,8.3,8.5,30337,158,254,11,4.3,1.3,133|654|2353|2354|3557|3586|3624|5743|5788|6753|7538,ADM|BMP6|FOS|FOSB|IL1RN|IL10|INHBA|PTGS2|PTPRC|SSTR3|ZFP36,-5.7
DEGs,Canonical Pathways,11,M11736,SA MMP CYTOKINE CONNECTION,,-7,40,14,30337,15,254,5,2,0.87,943|944|3553|6402|7133,TNFRSF8|TNFSF8|IL1B|SELL|TNFRSF1B,-5.7
DEGs,WikiPathways,27,WP5347,IL26 signaling,,-6.8,17,10,30337,48,254,7,2.8,1,3383|3553|3576|3586|4318|6364|9021,ICAM1|IL1B|CXCL8|IL10|MMP9|CCL20|SOCS3,-5.6
DEGs,GO Biological Processes,19,GO:0002704,negative regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-6.8,13,9.7,30337,71,254,8,3.1,1.1,383|722|1378|3598|3718|5788|6688|11314,ARG1|C4BPA|CR1|IL13RA2|JAK3|PTPRC|SPI1|CD300A,-5.6
DEGs,GO Biological Processes,19,GO:0044706,multi-multicellular organism process,19_GO:0032501 multicellular organismal process,-6.8,7.1,8,30337,202,254,12,4.7,1.3,133|1268|2353|2354|3553|3678|4318|5270|5743|5997|6696|7056,ADM|CNR1|FOS|FOSB|IL1B|ITGA5|MMP9|SERPINE2|PTGS2|RGS2|SPP1|THBD,-5.6
DEGs,Canonical Pathways,11,M124,PID CXCR4 PATHWAY,,-6.8,11,9,30337,100,254,9,3.5,1.2,2268|3055|3678|4318|5788|7852|23533|54331|55824,FGR|HCK|ITGA5|MMP9|PTPRC|CXCR4|PIK3R5|GNG2|PAG1,-5.5
DEGs,GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-6.7,5.8,7.5,30337,290,254,14,5.5,1.4,399|944|2207|3142|3586|3718|5788|6688|8809|9021|26253|57580|222487|338339,RHOH|TNFSF8|FCER1G|HLX|IL10|JAK3|PTPRC|SPI1|IL18R1|SOCS3|CLEC4E|PREX1|ADGRG3|CLEC4D,-5.5
DEGs,GO Biological Processes,19,GO:0022408,negative regulation of cell-cell adhesion,19_GO:0048519 negative regulation of biological process,-6.7,7,7.9,30337,206,254,12,4.7,1.3,383|654|1378|3142|3557|3586|3718|5270|6688|10288|11314|55824,ARG1|BMP6|CR1|HLX|IL1RN|IL10|JAK3|SERPINE2|SPI1|LILRB2|CD300A|PAG1,-5.5
DEGs,GO Biological Processes,19,GO:0051250,negative regulation of lymphocyte activation,19_GO:0002376 immune system process,-6.7,7.8,8.1,30337,168,254,11,4.3,1.3,383|1378|2268|3142|3586|3624|3718|8993|10288|11314|55824,ARG1|CR1|FGR|HLX|IL10|INHBA|JAK3|PGLYRP1|LILRB2|CD300A|PAG1,-5.5
DEGs,GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-6.7,5.7,7.5,30337,291,254,14,5.5,1.4,101|654|2268|2867|3552|3553|3624|3684|3689|4923|6696|7099|56729|57126,ADAM8|BMP6|FGR|FFAR2|IL1A|IL1B|INHBA|ITGAM|ITGB2|NTSR1|SPP1|TLR4|RETN|CD177,-5.5
DEGs,GO Biological Processes,19,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-6.7,6.3,7.6,30337,248,254,13,5.1,1.4,722|1378|1439|2207|2212|2215|3142|3383|3598|7099|8809|9021|51311,C4BPA|CR1|CSF2RB|FCER1G|FCGR2A|FCGR3B|HLX|ICAM1|IL13RA2|TLR4|IL18R1|SOCS3|TLR8,-5.5
DEGs,GO Biological Processes,19,GO:0002825,regulation of T-helper 1 type immune response,19_GO:0002376 immune system process,-6.7,23,11,30337,31,254,6,2.4,0.95,3142|3553|3718|6556|8809|9173,HLX|IL1B|JAK3|SLC11A1|IL18R1|IL1RL1,-5.5
DEGs,GO Biological Processes,19,GO:0032732,positive regulation of interleukin-1 production,19_GO:0032501 multicellular organismal process,-6.7,13,9.4,30337,74,254,8,3.1,1.1,4210|7099|11027|51311|58484|64581|91662|114548,MEFV|TLR4|LILRA2|TLR8|NLRC4|CLEC7A|NLRP12|NLRP3,-5.5
DEGs,GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-6.7,3.8,6.7,30337,661,254,21,8.3,1.7,101|728|1230|2321|2358|3383|3552|3553|3624|5008|5788|5997|6503|6688|7099|11314|23533|91662|140885|171389|653361,ADAM8|C5AR1|CCR1|FLT1|FPR2|ICAM1|IL1A|IL1B|INHBA|OSM|PTPRC|RGS2|SLA|SPI1|TLR4|CD300A|PIK3R5|NLRP12|SIRPA|NLRP6|NCF1,-5.4
DEGs,KEGG Pathway,24,hsa05146,Amoebiasis,,-6.7,10,8.8,30337,103,254,9,3.5,1.2,383|929|3553|3576|3586|3684|3689|7099|7850,ARG1|CD14|IL1B|CXCL8|IL10|ITGAM|ITGB2|TLR4|IL1R2,-5.4
DEGs,GO Biological Processes,19,GO:0051092,positive regulation of NF-kappaB transcription factor activity,19_GO:0008152 metabolic process,-6.7,8.8,8.4,30337,135,254,10,3.9,1.2,3553|3656|6279|6280|7099|8807|8809|58484|64581|114548,IL1B|IRAK2|S100A8|S100A9|TLR4|IL18RAP|IL18R1|NLRC4|CLEC7A|NLRP3,-5.4
DEGs,GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-6.6,4.1,6.8,30337,552,254,19,7.5,1.7,101|133|838|943|1268|3162|3586|3624|4050|4318|4923|5743|5788|6279|6280|6347|7099|7133|58484,ADAM8|ADM|CASP5|TNFRSF8|CNR1|HMOX1|IL10|INHBA|LTB|MMP9|NTSR1|PTGS2|PTPRC|S100A8|S100A9|CCL2|TLR4|TNFRSF1B|NLRC4,-5.4
DEGs,GO Biological Processes,19,GO:0045621,positive regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-6.6,8.7,8.3,30337,137,254,10,3.9,1.2,101|399|1378|1960|3142|3586|5788|6688|10288|114548,ADAM8|RHOH|CR1|EGR3|HLX|IL10|PTPRC|SPI1|LILRB2|NLRP3,-5.4
DEGs,GO Biological Processes,19,GO:0007565,female pregnancy,19_GO:0022414 reproductive process,-6.6,7.6,8,30337,173,254,11,4.3,1.3,133|1268|2353|2354|3553|3678|4318|5743|5997|6696|7056,ADM|CNR1|FOS|FOSB|IL1B|ITGA5|MMP9|PTGS2|RGS2|SPP1|THBD,-5.4
DEGs,KEGG Pathway,24,hsa04064,NF-kappa B signaling pathway,,-6.6,10,8.7,30337,105,254,9,3.5,1.2,929|3383|3553|3576|4050|5328|5743|7099|8740,CD14|ICAM1|IL1B|CXCL8|LTB|PLAU|PTGS2|TLR4|TNFSF14,-5.4
DEGs,WikiPathways,27,WP5088,Prostaglandin signaling,,-6.5,22,11,30337,33,254,6,2.4,0.95,3552|3553|3576|4318|6347|114548,IL1A|IL1B|CXCL8|MMP9|CCL2|NLRP3,-5.3
DEGs,GO Biological Processes,19,GO:0032729,positive regulation of type II interferon production,19_GO:0032501 multicellular organismal process,-6.5,12,9.1,30337,78,254,8,3.1,1.1,929|3553|5142|6556|7099|8809|51311|64581,CD14|IL1B|PDE4B|SLC11A1|TLR4|IL18R1|TLR8|CLEC7A,-5.3
DEGs,GO Biological Processes,19,GO:0032675,regulation of interleukin-6 production,19_GO:0032501 multicellular organismal process,-6.5,7.5,7.9,30337,176,254,11,4.3,1.3,2069|3552|3553|3586|7099|10288|11027|51311|64581|91662|140885,EREG|IL1A|IL1B|IL10|TLR4|LILRB2|LILRA2|TLR8|CLEC7A|NLRP12|SIRPA,-5.3
DEGs,GO Biological Processes,19,GO:0032930,positive regulation of superoxide anion generation,19_GO:0048518 positive regulation of biological process,-6.5,33,13,30337,18,254,5,2,0.87,2358|3684|3689|57126|64581,FPR2|ITGAM|ITGB2|CD177|CLEC7A,-5.3
DEGs,WikiPathways,27,WP3932,Focal adhesion PI3K Akt mTOR signaling,,-6.5,5.5,7.3,30337,303,254,14,5.5,1.4,1441|2321|3678|3684|3687|3689|3718|5008|5209|6515|6696|9586|23533|54331,CSF3R|FLT1|ITGA5|ITGAM|ITGAX|ITGB2|JAK3|OSM|PFKFB3|SLC2A3|SPP1|CREB5|PIK3R5|GNG2,-5.3
DEGs,Reactome Gene Sets,6,R-HSA-416476,G alpha (q) signalling events,,-6.5,6.6,7.6,30337,216,254,12,4.7,1.3,1839|2358|2828|2865|2867|4923|5997|8477|10235|54331|60675|64407,HBEGF|FPR2|GPR4|FFAR3|FFAR2|NTSR1|RGS2|GPR65|RASGRP2|GNG2|PROK2|RGS18,-5.3
DEGs,GO Biological Processes,19,GO:0043313,regulation of neutrophil degranulation,19_GO:0002376 immune system process,-6.5,60,15,30337,8,254,4,1.6,0.78,3684|3689|6688|57126,ITGAM|ITGB2|SPI1|CD177,-5.3
DEGs,GO Biological Processes,19,GO:0050921,positive regulation of chemotaxis,19_GO:0040011 locomotion,-6.4,8.4,8.1,30337,142,254,10,3.9,1.2,719|728|1230|1901|2358|3576|5880|6354|7852|8740,C3AR1|C5AR1|CCR1|S1PR1|FPR2|CXCL8|RAC2|CCL7|CXCR4|TNFSF14,-5.3
DEGs,GO Biological Processes,19,GO:0090022,regulation of neutrophil chemotaxis,19_GO:0040011 locomotion,-6.4,21,11,30337,34,254,6,2.4,0.95,719|728|3576|4354|5880|7130,C3AR1|C5AR1|CXCL8|MPP1|RAC2|TNFAIP6,-5.3
DEGs,Canonical Pathways,11,M210,PID IL8 CXCR2 PATHWAY,,-6.4,21,11,30337,34,254,6,2.4,0.95,2268|3055|3576|3579|5880|54331,FGR|HCK|CXCL8|CXCR2|RAC2|GNG2,-5.3
DEGs,GO Biological Processes,19,GO:1902624,positive regulation of neutrophil migration,19_GO:0040011 locomotion,-6.4,21,11,30337,34,254,6,2.4,0.95,101|719|728|3552|3576|5880,ADAM8|C3AR1|C5AR1|IL1A|CXCL8|RAC2,-5.3
DEGs,GO Biological Processes,19,GO:0032760,positive regulation of tumor necrosis factor production,19_GO:0032501 multicellular organismal process,-6.4,9.8,8.5,30337,110,254,9,3.5,1.2,929|943|2212|3552|4317|5788|7099|11027|64581,CD14|TNFRSF8|FCGR2A|IL1A|MMP8|PTPRC|TLR4|LILRA2|CLEC7A,-5.2
DEGs,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-6.4,4,6.6,30337,569,254,19,7.5,1.7,654|820|1839|2069|2321|3553|3624|3678|3937|4318|5008|5329|5743|5788|6556|7099|23533|57091|653361,BMP6|CAMP|HBEGF|EREG|FLT1|IL1B|INHBA|ITGA5|LCP2|MMP9|OSM|PLAUR|PTGS2|PTPRC|SLC11A1|TLR4|PIK3R5|CASS4|NCF1,-5.2
DEGs,GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-6.4,5,7,30337,357,254,15,5.9,1.5,133|240|719|728|820|2321|2828|3162|3552|3553|3576|3586|3678|3687|7852,ADM|ALOX5|C3AR1|C5AR1|CAMP|FLT1|GPR4|HMOX1|IL1A|IL1B|CXCL8|IL10|ITGA5|ITGAX|CXCR4,-5.2
DEGs,GO Biological Processes,19,GO:0007599,hemostasis,19_GO:0065007 biological regulation,-6.4,7.3,7.8,30337,181,254,11,4.3,1.3,2316|4778|5265|5270|5328|5329|5341|7056|7454|80739|83706,FLNA|NFE2|SERPINA1|SERPINE2|PLAU|PLAUR|PLEK|THBD|WAS|MPIG6B|FERMT3,-5.2
DEGs,GO Biological Processes,19,GO:0002523,leukocyte migration involved in inflammatory response,19_GO:0002376 immune system process,-6.4,31,12,30337,19,254,5,2,0.87,101|240|2867|6279|6280,ADAM8|ALOX5|FFAR2|S100A8|S100A9,-5.2
DEGs,GO Biological Processes,19,GO:0051051,negative regulation of transport,19_GO:0051179 localization,-6.4,4.4,6.8,30337,461,254,17,6.7,1.6,1268|2867|3553|3598|3624|4318|4923|5008|5270|5743|5997|6688|7133|8291|10288|11314|140885,CNR1|FFAR2|IL1B|IL13RA2|INHBA|MMP9|NTSR1|OSM|SERPINE2|PTGS2|RGS2|SPI1|TNFRSF1B|DYSF|LILRB2|CD300A|SIRPA,-5.2
DEGs,GO Biological Processes,19,GO:0031341,regulation of cell killing,19_GO:0050789 regulation of biological process,-6.4,9.7,8.4,30337,111,254,9,3.5,1.2,383|1378|3383|3684|5788|6688|8807|9437|64581,ARG1|CR1|ICAM1|ITGAM|PTPRC|SPI1|IL18RAP|NCR1|CLEC7A,-5.2
DEGs,WikiPathways,27,WP3617,Photodynamic therapy induced NF kB survival signaling,,-6.4,20,11,30337,35,254,6,2.4,0.95,3383|3552|3553|3576|4318|5743,ICAM1|IL1A|IL1B|CXCL8|MMP9|PTGS2,-5.2
DEGs,GO Biological Processes,19,GO:0030217,T cell differentiation,19_GO:0002376 immune system process,-6.4,7.2,7.7,30337,182,254,11,4.3,1.3,399|944|2207|3142|5788|6688|8809|9021|26253|57580|338339,RHOH|TNFSF8|FCER1G|HLX|PTPRC|SPI1|IL18R1|SOCS3|CLEC4E|PREX1|CLEC4D,-5.2
